51 0 AP890908-0222    1 17.06233 BM25_short 
91 0 AP890623-0096  681 7.79250 BM25_short 
91 0 AP890201-0090  682 7.77612 BM25_short 
91 0 AP890911-0147  683 7.77604 BM25_short 
91 0 AP891202-0124  684 7.77405 BM25_short 
91 0 AP891110-0044  685 7.77274 BM25_short 
91 0 AP891112-0080  686 7.77121 BM25_short 
91 0 AP890831-0054  687 7.76206 BM25_short 
91 0 AP891203-0027  688 7.75852 BM25_short 
91 0 AP890413-0027  689 7.75798 BM25_short 
91 0 AP890108-0063  690 7.74760 BM25_short 
91 0 AP891026-0186  691 7.74466 BM25_short 
91 0 AP891029-0026  692 7.74291 BM25_short 
91 0 AP890413-0091  693 7.73683 BM25_short 
91 0 AP890520-0105  694 7.73683 BM25_short 
91 0 AP891005-0048  695 7.73683 BM25_short 
91 0 AP890104-0001  696 7.73067 BM25_short 
91 0 AP890517-0088  697 7.72682 BM25_short 
91 0 AP890322-0290  698 7.72443 BM25_short 
91 0 AP890613-0117  699 7.72437 BM25_short 
91 0 AP890823-0248  700 7.72174 BM25_short 
91 0 AP890911-0248  701 7.72174 BM25_short 
91 0 AP890123-0177  702 7.72140 BM25_short 
91 0 AP890328-0097  703 7.71854 BM25_short 
91 0 AP891025-0288  704 7.71854 BM25_short 
91 0 AP891013-0189  705 7.71464 BM25_short 
91 0 AP891020-0131  706 7.71464 BM25_short 
91 0 AP890109-0150  707 7.71414 BM25_short 
91 0 AP890926-0024  708 7.71414 BM25_short 
91 0 AP890721-0063  709 7.71275 BM25_short 
91 0 AP890517-0009  710 7.71192 BM25_short 
91 0 AP890725-0248  711 7.71192 BM25_short 
91 0 AP890104-0115  712 7.71016 BM25_short 
91 0 AP890428-0239  713 7.70876 BM25_short 
91 0 AP890816-0245  714 7.70876 BM25_short 
91 0 AP891003-0210  715 7.70876 BM25_short 
91 0 AP890115-0041  716 7.70530 BM25_short 
91 0 AP890502-0198  717 7.70530 BM25_short 
91 0 AP890711-0111  718 7.70530 BM25_short 
91 0 AP891006-0159  719 7.70455 BM25_short 
91 0 AP890509-0016  720 7.70088 BM25_short 
91 0 AP890322-0202  721 7.69948 BM25_short 
91 0 AP890323-0201  722 7.69948 BM25_short 
91 0 AP890925-0303  723 7.69312 BM25_short 
91 0 AP891226-0009  724 7.68656 BM25_short 
91 0 AP890130-0094  725 7.68181 BM25_short 
91 0 AP890110-0003  726 7.67630 BM25_short 
91 0 AP890122-0081  727 7.67630 BM25_short 
91 0 AP890706-0062  728 7.67630 BM25_short 
91 0 AP890710-0056  729 7.67630 BM25_short 
91 0 AP891213-0124  730 7.67630 BM25_short 
91 0 AP890524-0205  731 7.67227 BM25_short 
91 0 AP891204-0023  732 7.67078 BM25_short 
91 0 AP890707-0166  733 7.65442 BM25_short 
91 0 AP890916-0080  734 7.65290 BM25_short 
91 0 AP891209-0010  735 7.64640 BM25_short 
91 0 AP890424-0184  736 7.64615 BM25_short 
91 0 AP890108-0040  737 7.64564 BM25_short 
91 0 AP890107-0073  738 7.64483 BM25_short 
91 0 AP890510-0176  739 7.64264 BM25_short 
91 0 AP890710-0155  740 7.64215 BM25_short 
91 0 AP890601-0337  741 7.64019 BM25_short 
91 0 AP891208-0260  742 7.64019 BM25_short 
91 0 AP890124-0215  743 7.62924 BM25_short 
91 0 AP890519-0127  744 7.62924 BM25_short 
91 0 AP890127-0258  745 7.62507 BM25_short 
91 0 AP890502-0306  746 7.62507 BM25_short 
91 0 AP890511-0241  747 7.62507 BM25_short 
91 0 AP890711-0168  748 7.62507 BM25_short 
91 0 AP890711-0257  749 7.62507 BM25_short 
91 0 AP891222-0243  750 7.62507 BM25_short 
91 0 AP891206-0030  751 7.62149 BM25_short 
91 0 AP891229-0003  752 7.62149 BM25_short 
91 0 AP891222-0195  753 7.61705 BM25_short 
91 0 AP890912-0014  754 7.61670 BM25_short 
91 0 AP891017-0183  755 7.60908 BM25_short 
91 0 AP890607-0112  756 7.60641 BM25_short 
91 0 AP891230-0028  757 7.60581 BM25_short 
91 0 AP890102-0116  758 7.60388 BM25_short 
91 0 AP890216-0091  759 7.60388 BM25_short 
91 0 AP890702-0019  760 7.60388 BM25_short 
91 0 AP890821-0050  761 7.60388 BM25_short 
91 0 AP891026-0188  762 7.60388 BM25_short 
91 0 AP890125-0201  763 7.60353 BM25_short 
91 0 AP890306-0148  764 7.60353 BM25_short 
91 0 AP890323-0031  765 7.60353 BM25_short 
91 0 AP890412-0261  766 7.60353 BM25_short 
91 0 AP890428-0225  767 7.60353 BM25_short 
91 0 AP890809-0289  768 7.60353 BM25_short 
91 0 AP890816-0222  769 7.60353 BM25_short 
91 0 AP890829-0201  770 7.60353 BM25_short 
91 0 AP891003-0238  771 7.60353 BM25_short 
91 0 AP890519-0194  772 7.59541 BM25_short 
91 0 AP890113-0237  773 7.59352 BM25_short 
91 0 AP890512-0034  774 7.59352 BM25_short 
91 0 AP890619-0025  775 7.59352 BM25_short 
91 0 AP891003-0225  776 7.59352 BM25_short 
91 0 AP891018-0055  777 7.59255 BM25_short 
91 0 AP891230-0054  778 7.59238 BM25_short 
91 0 AP891224-0032  779 7.58497 BM25_short 
91 0 AP890119-0164  780 7.58080 BM25_short 
91 0 AP890205-0094  781 7.57928 BM25_short 
91 0 AP890614-0030  782 7.57185 BM25_short 
91 0 AP890628-0078  783 7.57185 BM25_short 
91 0 AP891214-0079  784 7.57185 BM25_short 
91 0 AP890826-0092  785 7.56608 BM25_short 
91 0 AP890214-0106  786 7.56560 BM25_short 
91 0 AP890518-0212  787 7.55518 BM25_short 
91 0 AP890729-0105  788 7.55438 BM25_short 
91 0 AP890927-0136  789 7.55052 BM25_short 
91 0 AP890403-0087  790 7.54742 BM25_short 
91 0 AP890601-0185  791 7.54742 BM25_short 
91 0 AP890707-0082  792 7.54742 BM25_short 
91 0 AP890502-0057  793 7.54741 BM25_short 
91 0 AP891107-0203  794 7.54282 BM25_short 
91 0 AP890810-0042  795 7.53820 BM25_short 
91 0 AP890509-0233  796 7.53667 BM25_short 
91 0 AP891201-0166  797 7.53462 BM25_short 
91 0 AP890129-0019  798 7.52891 BM25_short 
91 0 AP890602-0009  799 7.52438 BM25_short 
91 0 AP890510-0166  800 7.52065 BM25_short 
91 0 AP891109-0033  801 7.52065 BM25_short 
91 0 AP890329-0012  802 7.51375 BM25_short 
91 0 AP890518-0219  803 7.51375 BM25_short 
91 0 AP890925-0194  804 7.51375 BM25_short 
91 0 AP891226-0008  805 7.51345 BM25_short 
91 0 AP890102-0052  806 7.50991 BM25_short 
91 0 AP890612-0117  807 7.50806 BM25_short 
91 0 AP890124-0097  808 7.50052 BM25_short 
91 0 AP890208-0288  809 7.50052 BM25_short 
91 0 AP891122-0282  810 7.50052 BM25_short 
91 0 AP891122-0301  811 7.50052 BM25_short 
91 0 AP890831-0188  812 7.49994 BM25_short 
91 0 AP891223-0100  813 7.49994 BM25_short 
91 0 AP890606-0030  814 7.49652 BM25_short 
91 0 AP890913-0106  815 7.49652 BM25_short 
91 0 AP890125-0280  816 7.49234 BM25_short 
91 0 AP890303-0118  817 7.49234 BM25_short 
91 0 AP890731-0035  818 7.49234 BM25_short 
91 0 AP890416-0039  819 7.49076 BM25_short 
91 0 AP890419-0182  820 7.48975 BM25_short 
91 0 AP891129-0183  821 7.48776 BM25_short 
91 0 AP890317-0157  822 7.48744 BM25_short 
91 0 AP891230-0025  823 7.48744 BM25_short 
91 0 AP890105-0237  824 7.48309 BM25_short 
91 0 AP890205-0032  825 7.48309 BM25_short 
91 0 AP890310-0167  826 7.48309 BM25_short 
91 0 AP890924-0002  827 7.48048 BM25_short 
91 0 AP890801-0039  828 7.47462 BM25_short 
91 0 AP890513-0017  829 7.47273 BM25_short 
91 0 AP890515-0179  830 7.47273 BM25_short 
91 0 AP890726-0113  831 7.47273 BM25_short 
91 0 AP890816-0045  832 7.47273 BM25_short 
91 0 AP890327-0018  833 7.46949 BM25_short 
91 0 AP890105-0172  834 7.46903 BM25_short 
91 0 AP891103-0028  835 7.46707 BM25_short 
91 0 AP891226-0103  836 7.46480 BM25_short 
91 0 AP890929-0124  837 7.46211 BM25_short 
91 0 AP891030-0181  838 7.46211 BM25_short 
91 0 AP890130-0077  839 7.46134 BM25_short 
91 0 AP891009-0095  840 7.45532 BM25_short 
91 0 AP890124-0284  841 7.45433 BM25_short 
91 0 AP890208-0249  842 7.44656 BM25_short 
91 0 AP890820-0021  843 7.44390 BM25_short 
91 0 AP890619-0182  844 7.44368 BM25_short 
91 0 AP890914-0131  845 7.44111 BM25_short 
91 0 AP890110-0199  846 7.43797 BM25_short 
91 0 AP890902-0114  847 7.43563 BM25_short 
91 0 AP890404-0178  848 7.42400 BM25_short 
91 0 AP890415-0108  849 7.42174 BM25_short 
91 0 AP890420-0113  850 7.42174 BM25_short 
91 0 AP890501-0180  851 7.42174 BM25_short 
91 0 AP891130-0007  852 7.42174 BM25_short 
91 0 AP890807-0175  853 7.41768 BM25_short 
91 0 AP891201-0156  854 7.41768 BM25_short 
91 0 AP890508-0146  855 7.41611 BM25_short 
91 0 AP890621-0171  856 7.41576 BM25_short 
91 0 AP890901-0223  857 7.41495 BM25_short 
91 0 AP890307-0059  858 7.41490 BM25_short 
91 0 AP890630-0278  859 7.41316 BM25_short 
91 0 AP891110-0163  860 7.40761 BM25_short 
91 0 AP890407-0157  861 7.40380 BM25_short 
91 0 AP890727-0101  862 7.40380 BM25_short 
91 0 AP891018-0179  863 7.40380 BM25_short 
91 0 AP890105-0159  864 7.40182 BM25_short 
91 0 AP890612-0292  865 7.39827 BM25_short 
91 0 AP890623-0037  866 7.39827 BM25_short 
91 0 AP890109-0189  867 7.39502 BM25_short 
91 0 AP890926-0164  868 7.39473 BM25_short 
91 0 AP890401-0103  869 7.39441 BM25_short 
91 0 AP890414-0060  870 7.39393 BM25_short 
91 0 AP890909-0151  871 7.39385 BM25_short 
91 0 AP890209-0114  872 7.39254 BM25_short 
91 0 AP890527-0094  873 7.39254 BM25_short 
91 0 AP890112-0028  874 7.39247 BM25_short 
91 0 AP891012-0052  875 7.39115 BM25_short 
91 0 AP890302-0280  876 7.38934 BM25_short 
91 0 AP890901-0187  877 7.38934 BM25_short 
91 0 AP890514-0053  878 7.38890 BM25_short 
91 0 AP891006-0084  879 7.38890 BM25_short 
91 0 AP891124-0065  880 7.38890 BM25_short 
91 0 AP891209-0046  881 7.38890 BM25_short 
91 0 AP891124-0123  882 7.38841 BM25_short 
91 0 AP890105-0199  883 7.38726 BM25_short 
91 0 AP890118-0042  884 7.38290 BM25_short 
91 0 AP890324-0121  885 7.38238 BM25_short 
91 0 AP890928-0291  886 7.38238 BM25_short 
91 0 AP891020-0272  887 7.38238 BM25_short 
91 0 AP891211-0250  888 7.38238 BM25_short 
91 0 AP890126-0256  889 7.38196 BM25_short 
91 0 AP890314-0264  890 7.38196 BM25_short 
91 0 AP890801-0026  891 7.38196 BM25_short 
91 0 AP891003-0005  892 7.38196 BM25_short 
91 0 AP891213-0171  893 7.38196 BM25_short 
91 0 AP890424-0178  894 7.38177 BM25_short 
91 0 AP890608-0244  895 7.37760 BM25_short 
91 0 AP891027-0181  896 7.36450 BM25_short 
91 0 AP890901-0009  897 7.35689 BM25_short 
91 0 AP890110-0061  898 7.35546 BM25_short 
91 0 AP890425-0077  899 7.35030 BM25_short 
91 0 AP890516-0021  900 7.34864 BM25_short 
91 0 AP890509-0148  901 7.34805 BM25_short 
91 0 AP890824-0234  902 7.34762 BM25_short 
91 0 AP890107-0101  903 7.34437 BM25_short 
91 0 AP890124-0082  904 7.34365 BM25_short 
91 0 AP890528-0051  905 7.34028 BM25_short 
91 0 AP891023-0149  906 7.34028 BM25_short 
91 0 AP890329-0112  907 7.33910 BM25_short 
91 0 AP891113-0029  908 7.33215 BM25_short 
91 0 AP890206-0187  909 7.33208 BM25_short 
91 0 AP890301-0165  910 7.33073 BM25_short 
91 0 AP890126-0117  911 7.32923 BM25_short 
91 0 AP890607-0001  912 7.32887 BM25_short 
91 0 AP890201-0114  913 7.32848 BM25_short 
91 0 AP890426-0156  914 7.32848 BM25_short 
91 0 AP890301-0196  915 7.32530 BM25_short 
91 0 AP890115-0027  916 7.32197 BM25_short 
91 0 AP890216-0109  917 7.32167 BM25_short 
91 0 AP890626-0192  918 7.32167 BM25_short 
91 0 AP891110-0092  919 7.32167 BM25_short 
91 0 AP891201-0082  920 7.32167 BM25_short 
91 0 AP891203-0062  921 7.32167 BM25_short 
91 0 AP891206-0090  922 7.32167 BM25_short 
91 0 AP890924-0004  923 7.31298 BM25_short 
91 0 AP891223-0068  924 7.31239 BM25_short 
91 0 AP890413-0142  925 7.31130 BM25_short 
91 0 AP890501-0112  926 7.31130 BM25_short 
91 0 AP890103-0001  927 7.31061 BM25_short 
91 0 AP891106-0161  928 7.31041 BM25_short 
91 0 AP890706-0103  929 7.30412 BM25_short 
91 0 AP890417-0277  930 7.30333 BM25_short 
91 0 AP891201-0106  931 7.29275 BM25_short 
91 0 AP890111-0208  932 7.28828 BM25_short 
91 0 AP890105-0094  933 7.28704 BM25_short 
91 0 AP890619-0135  934 7.28635 BM25_short 
91 0 AP890104-0093  935 7.28512 BM25_short 
91 0 AP891018-0308  936 7.28468 BM25_short 
91 0 AP891124-0194  937 7.28468 BM25_short 
91 0 AP890209-0021  938 7.28398 BM25_short 
91 0 AP890510-0187  939 7.28334 BM25_short 
91 0 AP890125-0310  940 7.28324 BM25_short 
91 0 AP891117-0264  941 7.28324 BM25_short 
91 0 AP891129-0292  942 7.28324 BM25_short 
91 0 AP890601-0356  943 7.28250 BM25_short 
91 0 AP890617-0066  944 7.28211 BM25_short 
91 0 AP890104-0140  945 7.28080 BM25_short 
91 0 AP890109-0059  946 7.27970 BM25_short 
91 0 AP890127-0148  947 7.27970 BM25_short 
91 0 AP890308-0260  948 7.27970 BM25_short 
91 0 AP890419-0188  949 7.27970 BM25_short 
91 0 AP890605-0026  950 7.27970 BM25_short 
91 0 AP890720-0044  951 7.27970 BM25_short 
91 0 AP891015-0033  952 7.27970 BM25_short 
91 0 AP891110-0274  953 7.27970 BM25_short 
91 0 AP891223-0060  954 7.27834 BM25_short 
91 0 AP890915-0002  955 7.27527 BM25_short 
91 0 AP890523-0172  956 7.27059 BM25_short 
91 0 AP890608-0155  957 7.27059 BM25_short 
91 0 AP890811-0116  958 7.27059 BM25_short 
91 0 AP891121-0047  959 7.27059 BM25_short 
91 0 AP890630-0024  960 7.26912 BM25_short 
91 0 AP891227-0048  961 7.26912 BM25_short 
91 0 AP891224-0005  962 7.26802 BM25_short 
91 0 AP890414-0221  963 7.26357 BM25_short 
91 0 AP891228-0038  964 7.26109 BM25_short 
91 0 AP890104-0049  965 7.24906 BM25_short 
91 0 AP890104-0129  966 7.24906 BM25_short 
91 0 AP890718-0112  967 7.24906 BM25_short 
91 0 AP890221-0262  968 7.24520 BM25_short 
91 0 AP890304-0085  969 7.23971 BM25_short 
91 0 AP890317-0246  970 7.23971 BM25_short 
91 0 AP890418-0117  971 7.23971 BM25_short 
91 0 AP890112-0157  972 7.23965 BM25_short 
91 0 AP890424-0134  973 7.23898 BM25_short 
91 0 AP890914-0091  974 7.23849 BM25_short 
91 0 AP890106-0049  975 7.23750 BM25_short 
91 0 AP890407-0122  976 7.23666 BM25_short 
91 0 AP890529-0146  977 7.23311 BM25_short 
91 0 AP890817-0132  978 7.23056 BM25_short 
91 0 AP890831-0191  979 7.23056 BM25_short 
91 0 AP891102-0031  980 7.23056 BM25_short 
91 0 AP890703-0125  981 7.22870 BM25_short 
91 0 AP890303-0073  982 7.22644 BM25_short 
91 0 AP890418-0250  983 7.22644 BM25_short 
91 0 AP890510-0108  984 7.22644 BM25_short 
91 0 AP890927-0034  985 7.22538 BM25_short 
91 0 AP890123-0178  986 7.22376 BM25_short 
91 0 AP890803-0064  987 7.22376 BM25_short 
91 0 AP890310-0017  988 7.22369 BM25_short 
91 0 AP890329-0017  989 7.22163 BM25_short 
91 0 AP890225-0085  990 7.22084 BM25_short 
91 0 AP891230-0096  991 7.22084 BM25_short 
91 0 AP890117-0241  992 7.21770 BM25_short 
91 0 AP890209-0226  993 7.21770 BM25_short 
91 0 AP890427-0272  994 7.21770 BM25_short 
91 0 AP890907-0247  995 7.21770 BM25_short 
91 0 AP891024-0282  996 7.21770 BM25_short 
91 0 AP891219-0226  997 7.21770 BM25_short 
91 0 AP891222-0272  998 7.21770 BM25_short 
91 0 AP891108-0136  999 7.21476 BM25_short 
91 0 AP890129-0044 1000 7.20891 BM25_short 
92 0 AP890125-0176    1 13.56253 BM25_short 
92 0 AP891212-0142    2 13.15204 BM25_short 
92 0 AP891201-0050    3 12.61455 BM25_short 
92 0 AP890726-0106    4 12.00044 BM25_short 
92 0 AP890605-0150    5 11.50519 BM25_short 
92 0 AP890825-0020    6 11.50286 BM25_short 
92 0 AP890716-0106    7 11.43775 BM25_short 
92 0 AP891117-0281    8 11.38451 BM25_short 
92 0 AP891010-0279    9 11.35302 BM25_short 
92 0 AP890311-0134   10 11.34688 BM25_short 
92 0 AP890830-0225   11 11.18419 BM25_short 
92 0 AP890826-0017   12 11.09930 BM25_short 
92 0 AP890420-0243   13 11.01688 BM25_short 
92 0 AP890817-0224   14 11.01688 BM25_short 
92 0 AP890728-0057   15 10.96320 BM25_short 
92 0 AP890117-0169   16 10.88116 BM25_short 
92 0 AP890912-0162   17 10.76805 BM25_short 
92 0 AP890207-0203   18 10.68869 BM25_short 
92 0 AP891130-0249   19 10.67700 BM25_short 
92 0 AP890629-0081   20 10.64983 BM25_short 
92 0 AP891003-0277   21 10.62132 BM25_short 
92 0 AP890420-0148   22 10.60228 BM25_short 
92 0 AP890220-0166   23 10.59238 BM25_short 
92 0 AP890221-0268   24 10.59238 BM25_short 
92 0 AP890622-0277   25 10.59238 BM25_short 
92 0 AP890614-0270   26 10.53978 BM25_short 
92 0 AP890905-0215   27 10.53978 BM25_short 
92 0 AP891215-0150   28 10.53978 BM25_short 
92 0 AP890815-0021   29 10.50925 BM25_short 
92 0 AP890926-0104   30 10.49517 BM25_short 
92 0 AP890317-0222   31 10.44744 BM25_short 
92 0 AP890412-0271   32 10.42369 BM25_short 
92 0 AP890705-0174   33 10.40645 BM25_short 
92 0 AP891102-0168   34 10.40198 BM25_short 
92 0 AP890730-0053   35 10.36105 BM25_short 
92 0 AP891018-0169   36 10.36105 BM25_short 
92 0 AP890419-0286   37 10.33496 BM25_short 
92 0 AP891109-0136   38 10.26060 BM25_short 
92 0 AP890712-0086   39 10.23163 BM25_short 
92 0 AP890602-0190   40 10.20182 BM25_short 
92 0 AP890211-0148   41 10.18912 BM25_short 
92 0 AP890720-0260   42 10.17823 BM25_short 
92 0 AP890109-0344   43 10.17778 BM25_short 
92 0 AP890426-0156   44 10.16071 BM25_short 
92 0 AP890420-0252   45 10.13480 BM25_short 
92 0 AP890727-0239   46 10.13298 BM25_short 
92 0 AP890803-0261   47 10.11899 BM25_short 
92 0 AP890415-0089   48 10.06391 BM25_short 
92 0 AP891011-0190   49 10.03255 BM25_short 
92 0 AP890215-0234   50 10.02841 BM25_short 
92 0 AP890616-0229   51 10.00650 BM25_short 
92 0 AP890122-0046   52 9.99347 BM25_short 
92 0 AP890525-0270   53 9.96618 BM25_short 
92 0 AP890124-0268   54 9.93467 BM25_short 
92 0 AP890725-0062   55 9.91839 BM25_short 
92 0 AP890118-0042   56 9.91732 BM25_short 
92 0 AP890605-0071   57 9.88467 BM25_short 
92 0 AP890517-0285   58 9.85905 BM25_short 
92 0 AP891115-0294   59 9.85598 BM25_short 
92 0 AP890419-0273   60 9.84775 BM25_short 
92 0 AP890719-0306   61 9.82276 BM25_short 
92 0 AP891017-0091   62 9.80371 BM25_short 
92 0 AP890119-0351   63 9.79782 BM25_short 
92 0 AP890510-0244   64 9.77169 BM25_short 
92 0 AP890608-0136   65 9.76078 BM25_short 
92 0 AP890816-0127   66 9.72872 BM25_short 
92 0 AP890802-0117   67 9.70899 BM25_short 
92 0 AP890222-0238   68 9.69727 BM25_short 
92 0 AP890301-0314   69 9.68761 BM25_short 
92 0 AP891002-0321   70 9.68761 BM25_short 
92 0 AP890512-0208   71 9.65415 BM25_short 
92 0 AP890403-0007   72 9.64732 BM25_short 
92 0 AP890310-0254   73 9.64252 BM25_short 
92 0 AP891206-0063   74 9.62694 BM25_short 
92 0 AP891003-0254   75 9.62100 BM25_short 
92 0 AP890104-0239   76 9.61589 BM25_short 
92 0 AP890630-0063   77 9.55731 BM25_short 
92 0 AP890221-0205   78 9.52105 BM25_short 
92 0 AP891130-0235   79 9.47738 BM25_short 
92 0 AP891025-0281   80 9.47550 BM25_short 
92 0 AP891214-0174   81 9.47255 BM25_short 
92 0 AP890215-0265   82 9.47202 BM25_short 
92 0 AP891019-0306   83 9.47202 BM25_short 
92 0 AP890722-0023   84 9.46161 BM25_short 
92 0 AP890926-0069   85 9.46161 BM25_short 
92 0 AP890427-0213   86 9.44815 BM25_short 
92 0 AP890929-0228   87 9.44815 BM25_short 
92 0 AP890626-0285   88 9.43299 BM25_short 
92 0 AP890220-0039   89 9.37504 BM25_short 
92 0 AP890825-0209   90 9.36455 BM25_short 
92 0 AP890728-0256   91 9.33357 BM25_short 
92 0 AP890324-0213   92 9.32097 BM25_short 
92 0 AP890811-0245   93 9.30523 BM25_short 
92 0 AP891214-0017   94 9.30507 BM25_short 
92 0 AP890908-0251   95 9.30085 BM25_short 
92 0 AP891026-0261   96 9.26181 BM25_short 
92 0 AP890831-0071   97 9.26020 BM25_short 
92 0 AP891020-0114   98 9.23617 BM25_short 
92 0 AP890929-0044   99 9.20101 BM25_short 
92 0 AP890221-0180  100 9.19649 BM25_short 
92 0 AP890412-0287  101 9.17776 BM25_short 
92 0 AP890202-0273  102 9.16915 BM25_short 
92 0 AP890727-0240  103 9.16915 BM25_short 
92 0 AP890126-0281  104 9.16711 BM25_short 
92 0 AP890227-0111  105 9.16212 BM25_short 
92 0 AP890605-0097  106 9.14934 BM25_short 
92 0 AP890831-0082  107 9.14070 BM25_short 
92 0 AP890227-0181  108 9.11261 BM25_short 
92 0 AP890802-0293  109 9.10787 BM25_short 
92 0 AP891030-0089  110 9.06843 BM25_short 
92 0 AP891012-0016  111 9.02139 BM25_short 
92 0 AP890906-0163  112 9.00167 BM25_short 
92 0 AP890821-0136  113 8.98788 BM25_short 
92 0 AP891006-0159  114 8.98573 BM25_short 
92 0 AP891104-0071  115 8.97159 BM25_short 
92 0 AP890228-0121  116 8.96161 BM25_short 
92 0 AP890822-0230  117 8.93609 BM25_short 
92 0 AP890422-0071  118 8.93115 BM25_short 
92 0 AP890502-0146  119 8.89639 BM25_short 
92 0 AP890612-0087  120 8.88465 BM25_short 
92 0 AP891116-0148  121 8.88309 BM25_short 
92 0 AP890223-0177  122 8.83090 BM25_short 
92 0 AP890907-0304  123 8.83090 BM25_short 
92 0 AP891021-0005  124 8.81788 BM25_short 
92 0 AP890809-0076  125 8.81252 BM25_short 
92 0 AP890425-0206  126 8.80650 BM25_short 
92 0 AP890831-0117  127 8.80300 BM25_short 
92 0 AP890905-0046  128 8.79435 BM25_short 
92 0 AP891005-0235  129 8.77511 BM25_short 
92 0 AP890728-0222  130 8.77059 BM25_short 
92 0 AP891005-0223  131 8.76393 BM25_short 
92 0 AP890804-0166  132 8.74639 BM25_short 
92 0 AP891012-0259  133 8.74627 BM25_short 
92 0 AP890829-0107  134 8.74064 BM25_short 
92 0 AP890414-0145  135 8.73866 BM25_short 
92 0 AP890712-0214  136 8.73581 BM25_short 
92 0 AP890803-0319  137 8.73360 BM25_short 
92 0 AP890110-0012  138 8.68594 BM25_short 
92 0 AP890214-0240  139 8.67744 BM25_short 
92 0 AP890223-0312  140 8.67744 BM25_short 
92 0 AP890524-0300  141 8.67744 BM25_short 
92 0 AP891114-0228  142 8.65938 BM25_short 
92 0 AP890316-0179  143 8.65135 BM25_short 
92 0 AP890519-0146  144 8.64261 BM25_short 
92 0 AP890716-0032  145 8.63589 BM25_short 
92 0 AP890607-0006  146 8.61851 BM25_short 
92 0 AP891220-0007  147 8.61401 BM25_short 
92 0 AP890216-0003  148 8.61317 BM25_short 
92 0 AP890519-0260  149 8.58151 BM25_short 
92 0 AP890513-0034  150 8.56291 BM25_short 
92 0 AP890711-0135  151 8.56291 BM25_short 
92 0 AP891027-0269  152 8.54765 BM25_short 
92 0 AP890511-0272  153 8.53810 BM25_short 
92 0 AP890828-0228  154 8.53526 BM25_short 
92 0 AP890913-0272  155 8.53526 BM25_short 
92 0 AP891027-0074  156 8.52998 BM25_short 
92 0 AP890124-0277  157 8.52868 BM25_short 
92 0 AP890525-0261  158 8.52868 BM25_short 
92 0 AP890627-0039  159 8.50472 BM25_short 
92 0 AP890822-0063  160 8.50413 BM25_short 
92 0 AP890803-0250  161 8.49423 BM25_short 
92 0 AP890502-0251  162 8.48250 BM25_short 
92 0 AP890721-0149  163 8.48250 BM25_short 
92 0 AP891016-0290  164 8.48250 BM25_short 
92 0 AP890602-0058  165 8.47206 BM25_short 
92 0 AP891122-0174  166 8.46819 BM25_short 
92 0 AP890706-0131  167 8.46220 BM25_short 
92 0 AP891212-0204  168 8.45079 BM25_short 
92 0 AP890727-0269  169 8.44694 BM25_short 
92 0 AP890326-0029  170 8.43711 BM25_short 
92 0 AP891016-0171  171 8.43368 BM25_short 
92 0 AP890202-0277  172 8.43249 BM25_short 
92 0 AP890208-0317  173 8.43249 BM25_short 
92 0 AP890407-0296  174 8.43249 BM25_short 
92 0 AP891024-0262  175 8.43249 BM25_short 
92 0 AP891212-0221  176 8.43249 BM25_short 
92 0 AP890906-0273  177 8.42697 BM25_short 
92 0 AP890414-0226  178 8.42224 BM25_short 
92 0 AP890215-0229  179 8.42031 BM25_short 
92 0 AP890603-0022  180 8.41014 BM25_short 
92 0 AP890707-0178  181 8.41014 BM25_short 
92 0 AP891122-0064  182 8.41014 BM25_short 
92 0 AP890218-0002  183 8.40044 BM25_short 
92 0 AP890221-0315  184 8.39812 BM25_short 
92 0 AP890306-0306  185 8.39812 BM25_short 
92 0 AP890802-0149  186 8.38232 BM25_short 
92 0 AP890407-0097  187 8.37252 BM25_short 
92 0 AP890113-0243  188 8.36901 BM25_short 
92 0 AP890626-0188  189 8.35415 BM25_short 
92 0 AP890815-0245  190 8.34773 BM25_short 
92 0 AP890904-0159  191 8.34773 BM25_short 
92 0 AP890109-0219  192 8.34320 BM25_short 
92 0 AP890929-0238  193 8.34320 BM25_short 
92 0 AP890928-0100  194 8.34244 BM25_short 
92 0 AP890127-0240  195 8.33680 BM25_short 
92 0 AP891018-0171  196 8.33395 BM25_short 
92 0 AP891228-0176  197 8.32589 BM25_short 
92 0 AP890224-0173  198 8.32428 BM25_short 
92 0 AP890607-0146  199 8.31958 BM25_short 
92 0 AP890223-0255  200 8.30325 BM25_short 
92 0 AP890214-0244  201 8.29552 BM25_short 
92 0 AP890201-0060  202 8.29078 BM25_short 
92 0 AP890831-0120  203 8.28186 BM25_short 
92 0 AP890921-0164  204 8.28186 BM25_short 
92 0 AP891030-0120  205 8.28186 BM25_short 
92 0 AP890605-0077  206 8.27142 BM25_short 
92 0 AP891127-0282  207 8.27142 BM25_short 
92 0 AP890822-0103  208 8.26023 BM25_short 
92 0 AP890217-0069  209 8.23329 BM25_short 
92 0 AP890711-0111  210 8.22715 BM25_short 
92 0 AP890303-0086  211 8.22446 BM25_short 
92 0 AP890914-0141  212 8.21143 BM25_short 
92 0 AP890419-0230  213 8.20785 BM25_short 
92 0 AP891018-0306  214 8.20785 BM25_short 
92 0 AP890130-0178  215 8.18487 BM25_short 
92 0 AP890620-0278  216 8.17656 BM25_short 
92 0 AP890126-0247  217 8.17010 BM25_short 
