51 0 AP890518-0275    1 0.54291 VSM_long 
95 0 AP891212-0261  684 0.04308 VSM_long 
95 0 AP890130-0046  685 0.04303 VSM_long 
95 0 AP890407-0127  686 0.04303 VSM_long 
95 0 AP890109-0149  687 0.04284 VSM_long 
95 0 AP890125-0254  688 0.04284 VSM_long 
95 0 AP890209-0170  689 0.04284 VSM_long 
95 0 AP890418-0096  690 0.04284 VSM_long 
95 0 AP890418-0138  691 0.04284 VSM_long 
95 0 AP890523-0083  692 0.04284 VSM_long 
95 0 AP890526-0195  693 0.04284 VSM_long 
95 0 AP890528-0047  694 0.04284 VSM_long 
95 0 AP890531-0189  695 0.04284 VSM_long 
95 0 AP890607-0121  696 0.04284 VSM_long 
95 0 AP890822-0160  697 0.04284 VSM_long 
95 0 AP891031-0177  698 0.04284 VSM_long 
95 0 AP891122-0100  699 0.04284 VSM_long 
95 0 AP891220-0198  700 0.04284 VSM_long 
95 0 AP891226-0161  701 0.04284 VSM_long 
95 0 AP891231-0022  702 0.04284 VSM_long 
95 0 AP890118-0197  703 0.04267 VSM_long 
95 0 AP890208-0219  704 0.04267 VSM_long 
95 0 AP890209-0040  705 0.04267 VSM_long 
95 0 AP890223-0201  706 0.04267 VSM_long 
95 0 AP890228-0107  707 0.04267 VSM_long 
95 0 AP890316-0185  708 0.04267 VSM_long 
95 0 AP890405-0027  709 0.04267 VSM_long 
95 0 AP890411-0119  710 0.04267 VSM_long 
95 0 AP890418-0192  711 0.04267 VSM_long 
95 0 AP890419-0046  712 0.04267 VSM_long 
95 0 AP890505-0016  713 0.04267 VSM_long 
95 0 AP890508-0072  714 0.04267 VSM_long 
95 0 AP890612-0058  715 0.04267 VSM_long 
95 0 AP890630-0027  716 0.04267 VSM_long 
95 0 AP890713-0046  717 0.04267 VSM_long 
95 0 AP890927-0125  718 0.04267 VSM_long 
95 0 AP890928-0057  719 0.04267 VSM_long 
95 0 AP891002-0089  720 0.04267 VSM_long 
95 0 AP891011-0127  721 0.04267 VSM_long 
95 0 AP891109-0024  722 0.04267 VSM_long 
95 0 AP891219-0078  723 0.04267 VSM_long 
95 0 AP890123-0072  724 0.04260 VSM_long 
95 0 AP890131-0009  725 0.04260 VSM_long 
95 0 AP890921-0150  726 0.04260 VSM_long 
95 0 AP890926-0043  727 0.04260 VSM_long 
95 0 AP891004-0147  728 0.04260 VSM_long 
95 0 AP890619-0091  729 0.04260 VSM_long 
95 0 AP890713-0063  730 0.04260 VSM_long 
95 0 AP890808-0126  731 0.04260 VSM_long 
95 0 AP890911-0122  732 0.04260 VSM_long 
95 0 AP890124-0172  733 0.04257 VSM_long 
95 0 AP890210-0046  734 0.04257 VSM_long 
95 0 AP890227-0142  735 0.04257 VSM_long 
95 0 AP890509-0221  736 0.04257 VSM_long 
95 0 AP890531-0230  737 0.04257 VSM_long 
95 0 AP890708-0108  738 0.04257 VSM_long 
95 0 AP890726-0291  739 0.04257 VSM_long 
95 0 AP890920-0101  740 0.04257 VSM_long 
95 0 AP890113-0125  741 0.04214 VSM_long 
95 0 AP890302-0273  742 0.04214 VSM_long 
95 0 AP890314-0164  743 0.04214 VSM_long 
95 0 AP890411-0045  744 0.04214 VSM_long 
95 0 AP890421-0169  745 0.04214 VSM_long 
95 0 AP890504-0088  746 0.04214 VSM_long 
95 0 AP890517-0030  747 0.04214 VSM_long 
95 0 AP890530-0038  748 0.04214 VSM_long 
95 0 AP890612-0031  749 0.04214 VSM_long 
95 0 AP890616-0172  750 0.04214 VSM_long 
95 0 AP890630-0134  751 0.04214 VSM_long 
95 0 AP890729-0039  752 0.04214 VSM_long 
95 0 AP890823-0165  753 0.04214 VSM_long 
95 0 AP890825-0030  754 0.04214 VSM_long 
95 0 AP890910-0078  755 0.04214 VSM_long 
95 0 AP890912-0063  756 0.04214 VSM_long 
95 0 AP890913-0127  757 0.04214 VSM_long 
95 0 AP890919-0134  758 0.04214 VSM_long 
95 0 AP891005-0068  759 0.04214 VSM_long 
95 0 AP891031-0185  760 0.04214 VSM_long 
95 0 AP891129-0177  761 0.04214 VSM_long 
95 0 AP891130-0013  762 0.04214 VSM_long 
95 0 AP891207-0218  763 0.04214 VSM_long 
95 0 AP891215-0247  764 0.04214 VSM_long 
95 0 AP890124-0265  765 0.04199 VSM_long 
95 0 AP890306-0187  766 0.04199 VSM_long 
95 0 AP890203-0072  767 0.04198 VSM_long 
95 0 AP890109-0331  768 0.04188 VSM_long 
95 0 AP890127-0254  769 0.04108 VSM_long 
95 0 AP890215-0076  770 0.04108 VSM_long 
95 0 AP891213-0238  771 0.04107 VSM_long 
95 0 AP890816-0121  772 0.04089 VSM_long 
95 0 AP891025-0230  773 0.04089 VSM_long 
95 0 AP891207-0172  774 0.04057 VSM_long 
95 0 AP890323-0232  775 0.04053 VSM_long 
95 0 AP890323-0096  776 0.04050 VSM_long 
95 0 AP890304-0108  777 0.04042 VSM_long 
95 0 AP890515-0175  778 0.04042 VSM_long 
95 0 AP890717-0181  779 0.04042 VSM_long 
95 0 AP891004-0105  780 0.04042 VSM_long 
95 0 AP890209-0183  781 0.04024 VSM_long 
95 0 AP890210-0020  782 0.04024 VSM_long 
95 0 AP890504-0021  783 0.04024 VSM_long 
95 0 AP890509-0185  784 0.04013 VSM_long 
95 0 AP890103-0011  785 0.04003 VSM_long 
95 0 AP890119-0229  786 0.04003 VSM_long 
95 0 AP890122-0038  787 0.04003 VSM_long 
95 0 AP890125-0265  788 0.04003 VSM_long 
95 0 AP890310-0135  789 0.04003 VSM_long 
95 0 AP890413-0033  790 0.04003 VSM_long 
95 0 AP890629-0212  791 0.04003 VSM_long 
95 0 AP890724-0152  792 0.04003 VSM_long 
95 0 AP891005-0113  793 0.04003 VSM_long 
95 0 AP891013-0055  794 0.04003 VSM_long 
95 0 AP891204-0017  795 0.04003 VSM_long 
95 0 AP891218-0163  796 0.04003 VSM_long 
95 0 AP890422-0133  797 0.03979 VSM_long 
95 0 AP890728-0198  798 0.03979 VSM_long 
95 0 AP890627-0014  799 0.03978 VSM_long 
95 0 AP891012-0216  800 0.03978 VSM_long 
95 0 AP891112-0042  801 0.03978 VSM_long 
95 0 AP890304-0142  802 0.03958 VSM_long 
95 0 AP890213-0097  803 0.03949 VSM_long 
95 0 AP890510-0184  804 0.03949 VSM_long 
95 0 AP890722-0089  805 0.03949 VSM_long 
95 0 AP890921-0187  806 0.03949 VSM_long 
95 0 AP891118-0111  807 0.03949 VSM_long 
95 0 AP891118-0113  808 0.03949 VSM_long 
95 0 AP890213-0219  809 0.03937 VSM_long 
95 0 AP890222-0065  810 0.03937 VSM_long 
95 0 AP890602-0204  811 0.03937 VSM_long 
95 0 AP890109-0073  812 0.03932 VSM_long 
95 0 AP890109-0189  813 0.03932 VSM_long 
95 0 AP890109-0204  814 0.03932 VSM_long 
95 0 AP890111-0029  815 0.03932 VSM_long 
95 0 AP890125-0187  816 0.03932 VSM_long 
95 0 AP890227-0122  817 0.03932 VSM_long 
95 0 AP890311-0118  818 0.03932 VSM_long 
95 0 AP890407-0152  819 0.03932 VSM_long 
95 0 AP890526-0144  820 0.03932 VSM_long 
95 0 AP890727-0044  821 0.03932 VSM_long 
95 0 AP891027-0088  822 0.03932 VSM_long 
95 0 AP891219-0118  823 0.03932 VSM_long 
95 0 AP890414-0175  824 0.03917 VSM_long 
95 0 AP891227-0103  825 0.03909 VSM_long 
95 0 AP890119-0168  826 0.03897 VSM_long 
95 0 AP890214-0240  827 0.03897 VSM_long 
95 0 AP890405-0245  828 0.03897 VSM_long 
95 0 AP890620-0228  829 0.03897 VSM_long 
95 0 AP890716-0026  830 0.03897 VSM_long 
95 0 AP890201-0249  831 0.03892 VSM_long 
95 0 AP890630-0005  832 0.03888 VSM_long 
95 0 AP890720-0145  833 0.03888 VSM_long 
95 0 AP890217-0136  834 0.03881 VSM_long 
95 0 AP890315-0309  835 0.03881 VSM_long 
95 0 AP890420-0205  836 0.03881 VSM_long 
95 0 AP890601-0084  837 0.03881 VSM_long 
95 0 AP890722-0083  838 0.03881 VSM_long 
95 0 AP890309-0279  839 0.03881 VSM_long 
95 0 AP890310-0279  840 0.03881 VSM_long 
95 0 AP890619-0252  841 0.03881 VSM_long 
95 0 AP890221-0292  842 0.03878 VSM_long 
95 0 AP890422-0079  843 0.03878 VSM_long 
95 0 AP890713-0197  844 0.03878 VSM_long 
95 0 AP890725-0224  845 0.03878 VSM_long 
95 0 AP890825-0031  846 0.03878 VSM_long 
95 0 AP891019-0071  847 0.03878 VSM_long 
95 0 AP890524-0106  848 0.03875 VSM_long 
95 0 AP890731-0117  849 0.03875 VSM_long 
95 0 AP890615-0215  850 0.03875 VSM_long 
95 0 AP890921-0006  851 0.03870 VSM_long 
95 0 AP890109-0306  852 0.03868 VSM_long 
95 0 AP890121-0127  853 0.03863 VSM_long 
95 0 AP890728-0033  854 0.03863 VSM_long 
95 0 AP890804-0079  855 0.03863 VSM_long 
95 0 AP891003-0026  856 0.03863 VSM_long 
95 0 AP890221-0070  857 0.03855 VSM_long 
95 0 AP890306-0185  858 0.03855 VSM_long 
95 0 AP890315-0313  859 0.03855 VSM_long 
95 0 AP890325-0038  860 0.03855 VSM_long 
95 0 AP890404-0134  861 0.03855 VSM_long 
95 0 AP890412-0172  862 0.03855 VSM_long 
95 0 AP890624-0096  863 0.03855 VSM_long 
95 0 AP891104-0018  864 0.03855 VSM_long 
95 0 AP891116-0159  865 0.03855 VSM_long 
95 0 AP891218-0262  866 0.03855 VSM_long 
95 0 AP890315-0148  867 0.03853 VSM_long 
95 0 AP890406-0194  868 0.03853 VSM_long 
95 0 AP890206-0190  869 0.03848 VSM_long 
95 0 AP890215-0065  870 0.03848 VSM_long 
95 0 AP890413-0022  871 0.03848 VSM_long 
95 0 AP890511-0272  872 0.03848 VSM_long 
95 0 AP890714-0151  873 0.03848 VSM_long 
95 0 AP890118-0175  874 0.03838 VSM_long 
95 0 AP890204-0024  875 0.03838 VSM_long 
95 0 AP890503-0094  876 0.03838 VSM_long 
95 0 AP890510-0138  877 0.03838 VSM_long 
95 0 AP890605-0164  878 0.03838 VSM_long 
95 0 AP890611-0031  879 0.03830 VSM_long 
95 0 AP890208-0187  880 0.03829 VSM_long 
95 0 AP890103-0026  881 0.03820 VSM_long 
95 0 AP890106-0112  882 0.03820 VSM_long 
95 0 AP890127-0105  883 0.03820 VSM_long 
95 0 AP890223-0135  884 0.03820 VSM_long 
95 0 AP891214-0213  885 0.03820 VSM_long 
95 0 AP891218-0215  886 0.03820 VSM_long 
95 0 AP891222-0010  887 0.03820 VSM_long 
95 0 AP890113-0004  888 0.03811 VSM_long 
95 0 AP890119-0099  889 0.03811 VSM_long 
95 0 AP890123-0189  890 0.03811 VSM_long 
95 0 AP890128-0154  891 0.03811 VSM_long 
95 0 AP890227-0204  892 0.03811 VSM_long 
95 0 AP890304-0045  893 0.03811 VSM_long 
95 0 AP890306-0133  894 0.03811 VSM_long 
95 0 AP890307-0172  895 0.03811 VSM_long 
95 0 AP890312-0073  896 0.03811 VSM_long 
95 0 AP890313-0163  897 0.03811 VSM_long 
95 0 AP890316-0113  898 0.03811 VSM_long 
95 0 AP890330-0087  899 0.03811 VSM_long 
95 0 AP890410-0092  900 0.03811 VSM_long 
95 0 AP890417-0157  901 0.03811 VSM_long 
95 0 AP890421-0172  902 0.03811 VSM_long 
95 0 AP890613-0201  903 0.03811 VSM_long 
95 0 AP890710-0125  904 0.03811 VSM_long 
95 0 AP890710-0145  905 0.03811 VSM_long 
95 0 AP890714-0061  906 0.03811 VSM_long 
95 0 AP890715-0026  907 0.03811 VSM_long 
95 0 AP890731-0101  908 0.03811 VSM_long 
95 0 AP890812-0129  909 0.03811 VSM_long 
95 0 AP890814-0084  910 0.03811 VSM_long 
95 0 AP890815-0086  911 0.03811 VSM_long 
95 0 AP891018-0158  912 0.03811 VSM_long 
95 0 AP891102-0094  913 0.03811 VSM_long 
95 0 AP891211-0195  914 0.03811 VSM_long 
95 0 AP890128-0085  915 0.03801 VSM_long 
95 0 AP890906-0007  916 0.03801 VSM_long 
95 0 AP890109-0064  917 0.03790 VSM_long 
95 0 AP890118-0015  918 0.03790 VSM_long 
95 0 AP890222-0203  919 0.03790 VSM_long 
95 0 AP890703-0177  920 0.03790 VSM_long 
95 0 AP891031-0175  921 0.03790 VSM_long 
95 0 AP891101-0099  922 0.03790 VSM_long 
95 0 AP891206-0045  923 0.03790 VSM_long 
95 0 AP890210-0167  924 0.03775 VSM_long 
95 0 AP890914-0108  925 0.03775 VSM_long 
95 0 AP890221-0063  926 0.03770 VSM_long 
95 0 AP890316-0242  927 0.03770 VSM_long 
95 0 AP890917-0084  928 0.03770 VSM_long 
95 0 AP890613-0199  929 0.03744 VSM_long 
95 0 AP890209-0265  930 0.03711 VSM_long 
95 0 AP890313-0194  931 0.03711 VSM_long 
95 0 AP890104-0227  932 0.03698 VSM_long 
95 0 AP890329-0230  933 0.03698 VSM_long 
95 0 AP890425-0245  934 0.03698 VSM_long 
95 0 AP890501-0025  935 0.03698 VSM_long 
95 0 AP890613-0145  936 0.03698 VSM_long 
95 0 AP890624-0082  937 0.03698 VSM_long 
95 0 AP890701-0034  938 0.03698 VSM_long 
95 0 AP890802-0219  939 0.03698 VSM_long 
95 0 AP890812-0090  940 0.03698 VSM_long 
95 0 AP890915-0016  941 0.03698 VSM_long 
95 0 AP890918-0257  942 0.03698 VSM_long 
95 0 AP891113-0091  943 0.03698 VSM_long 
95 0 AP891207-0041  944 0.03698 VSM_long 
95 0 AP891214-0098  945 0.03689 VSM_long 
95 0 AP890513-0084  946 0.03688 VSM_long 
95 0 AP890608-0257  947 0.03688 VSM_long 
95 0 AP890208-0295  948 0.03674 VSM_long 
95 0 AP890222-0257  949 0.03674 VSM_long 
95 0 AP890701-0006  950 0.03674 VSM_long 
95 0 AP890303-0135  951 0.03651 VSM_long 
95 0 AP890313-0224  952 0.03651 VSM_long 
95 0 AP890317-0165  953 0.03651 VSM_long 
95 0 AP890404-0095  954 0.03651 VSM_long 
95 0 AP890412-0136  955 0.03651 VSM_long 
95 0 AP890509-0177  956 0.03651 VSM_long 
95 0 AP890518-0146  957 0.03651 VSM_long 
95 0 AP891013-0075  958 0.03651 VSM_long 
95 0 AP891030-0042  959 0.03651 VSM_long 
95 0 AP890126-0292  960 0.03645 VSM_long 
95 0 AP890410-0107  961 0.03631 VSM_long 
95 0 AP890522-0328  962 0.03631 VSM_long 
95 0 AP890710-0232  963 0.03631 VSM_long 
95 0 AP890805-0109  964 0.03631 VSM_long 
95 0 AP891023-0030  965 0.03631 VSM_long 
95 0 AP890103-0192  966 0.03624 VSM_long 
95 0 AP890104-0209  967 0.03624 VSM_long 
95 0 AP890118-0148  968 0.03624 VSM_long 
95 0 AP890119-0204  969 0.03624 VSM_long 
95 0 AP890131-0111  970 0.03624 VSM_long 
95 0 AP890306-0016  971 0.03624 VSM_long 
95 0 AP890313-0193  972 0.03624 VSM_long 
95 0 AP890316-0212  973 0.03624 VSM_long 
95 0 AP890428-0201  974 0.03624 VSM_long 
95 0 AP890518-0223  975 0.03624 VSM_long 
95 0 AP890518-0256  976 0.03624 VSM_long 
95 0 AP890605-0116  977 0.03624 VSM_long 
95 0 AP890804-0167  978 0.03624 VSM_long 
95 0 AP890824-0248  979 0.03624 VSM_long 
95 0 AP890825-0096  980 0.03624 VSM_long 
95 0 AP890830-0137  981 0.03624 VSM_long 
95 0 AP890915-0135  982 0.03624 VSM_long 
95 0 AP890922-0017  983 0.03624 VSM_long 
95 0 AP891002-0282  984 0.03624 VSM_long 
95 0 AP891006-0226  985 0.03624 VSM_long 
95 0 AP891101-0114  986 0.03624 VSM_long 
95 0 AP891113-0159  987 0.03624 VSM_long 
95 0 AP891207-0184  988 0.03624 VSM_long 
95 0 AP891211-0008  989 0.03624 VSM_long 
95 0 AP891219-0043  990 0.03624 VSM_long 
95 0 AP891220-0227  991 0.03624 VSM_long 
95 0 AP890429-0007  992 0.03618 VSM_long 
95 0 AP890105-0252  993 0.03612 VSM_long 
95 0 AP890106-0069  994 0.03612 VSM_long 
95 0 AP890106-0104  995 0.03612 VSM_long 
95 0 AP890110-0147  996 0.03612 VSM_long 
95 0 AP890118-0181  997 0.03612 VSM_long 
95 0 AP890119-0080  998 0.03612 VSM_long 
95 0 AP890210-0211  999 0.03612 VSM_long 
95 0 AP890221-0242 1000 0.03612 VSM_long 
96 0 AP890127-0100    1 0.19897 VSM_long 
96 0 AP890116-0120    2 0.18138 VSM_long 
96 0 AP890717-0100    3 0.18042 VSM_long 
96 0 AP891016-0232    4 0.16826 VSM_long 
96 0 AP890825-0115    5 0.16263 VSM_long 
96 0 AP891011-0190    6 0.15827 VSM_long 
96 0 AP890422-0012    7 0.15788 VSM_long 
96 0 AP891121-0029    8 0.15787 VSM_long 
96 0 AP890221-0063    9 0.15464 VSM_long 
96 0 AP890518-0034   10 0.15299 VSM_long 
96 0 AP890425-0055   11 0.15260 VSM_long 
96 0 AP890120-0023   12 0.15201 VSM_long 
96 0 AP890908-0242   13 0.15081 VSM_long 
96 0 AP890915-0016   14 0.14906 VSM_long 
96 0 AP890227-0100   15 0.14740 VSM_long 
96 0 AP890601-0291   16 0.14638 VSM_long 
96 0 AP890406-0194   17 0.14611 VSM_long 
96 0 AP890131-0286   18 0.14507 VSM_long 
96 0 AP890717-0012   19 0.14503 VSM_long 
96 0 AP890623-0037   20 0.14413 VSM_long 
96 0 AP890118-0300   21 0.14216 VSM_long 
96 0 AP890601-0356   22 0.13930 VSM_long 
96 0 AP890417-0111   23 0.13788 VSM_long 
96 0 AP890826-0017   24 0.13744 VSM_long 
96 0 AP890731-0104   25 0.13641 VSM_long 
96 0 AP890829-0107   26 0.13607 VSM_long 
96 0 AP890419-0175   27 0.13557 VSM_long 
96 0 AP890127-0146   28 0.13516 VSM_long 
96 0 AP890106-0047   29 0.13264 VSM_long 
96 0 AP891127-0234   30 0.13073 VSM_long 
96 0 AP891113-0091   31 0.13062 VSM_long 
96 0 AP890407-0012   32 0.13056 VSM_long 
96 0 AP890728-0038   33 0.12974 VSM_long 
96 0 AP890713-0235   34 0.12963 VSM_long 
96 0 AP890918-0257   35 0.12955 VSM_long 
96 0 AP890324-0213   36 0.12936 VSM_long 
96 0 AP890316-0242   37 0.12810 VSM_long 
96 0 AP890313-0170   38 0.12800 VSM_long 
96 0 AP891216-0124   39 0.12749 VSM_long 
96 0 AP890728-0016   40 0.12654 VSM_long 
96 0 AP890101-0002   41 0.12554 VSM_long 
96 0 AP890210-0039   42 0.12519 VSM_long 
96 0 AP890915-0024   43 0.12487 VSM_long 
96 0 AP891113-0008   44 0.12474 VSM_long 
96 0 AP890317-0274   45 0.12458 VSM_long 
96 0 AP890410-0058   46 0.12456 VSM_long 
96 0 AP890719-0011   47 0.12453 VSM_long 
96 0 AP890530-0281   48 0.12386 VSM_long 
96 0 AP890119-0173   49 0.12379 VSM_long 
96 0 AP891222-0235   50 0.12164 VSM_long 
96 0 AP890303-0146   51 0.12103 VSM_long 
96 0 AP891024-0152   52 0.12086 VSM_long 
96 0 AP890615-0171   53 0.12047 VSM_long 
96 0 AP890929-0012   54 0.12046 VSM_long 
96 0 AP891222-0146   55 0.12031 VSM_long 
96 0 AP890305-0023   56 0.12026 VSM_long 
96 0 AP891127-0026   57 0.11958 VSM_long 
96 0 AP890309-0223   58 0.11926 VSM_long 
96 0 AP890215-0076   59 0.11879 VSM_long 
96 0 AP891011-0276   60 0.11804 VSM_long 
96 0 AP891012-0012   61 0.11799 VSM_long 
96 0 AP890105-0164   62 0.11797 VSM_long 
96 0 AP890531-0263   63 0.11784 VSM_long 
96 0 AP890419-0027   64 0.11766 VSM_long 
96 0 AP890830-0001   65 0.11741 VSM_long 
96 0 AP890516-0171   66 0.11714 VSM_long 
96 0 AP890612-0273   67 0.11696 VSM_long 
96 0 AP890816-0235   68 0.11670 VSM_long 
96 0 AP890504-0088   69 0.11661 VSM_long 
96 0 AP890623-0138   70 0.11631 VSM_long 
96 0 AP890110-0290   71 0.11623 VSM_long 
96 0 AP890710-0242   72 0.11619 VSM_long 
96 0 AP891120-0094   73 0.11618 VSM_long 
96 0 AP890209-0180   74 0.11556 VSM_long 
96 0 AP890210-0018   75 0.11556 VSM_long 
96 0 AP891010-0279   76 0.11523 VSM_long 
96 0 AP890831-0120   77 0.11510 VSM_long 
96 0 AP890421-0266   78 0.11440 VSM_long 
96 0 AP890504-0170   79 0.11388 VSM_long 
96 0 AP890928-0227   80 0.11372 VSM_long 
96 0 AP890111-0095   81 0.11355 VSM_long 
96 0 AP891212-0257   82 0.11329 VSM_long 
96 0 AP890907-0304   83 0.11291 VSM_long 
96 0 AP890923-0036   84 0.11245 VSM_long 
96 0 AP890711-0135   85 0.11230 VSM_long 
96 0 AP890121-0143   86 0.11211 VSM_long 
96 0 AP890529-0099   87 0.11210 VSM_long 
96 0 AP890825-0137   88 0.11198 VSM_long 
96 0 AP891115-0252   89 0.11174 VSM_long 
96 0 AP890912-0162   90 0.11157 VSM_long 
96 0 AP890124-0150   91 0.11131 VSM_long 
96 0 AP890830-0137   92 0.11129 VSM_long 
96 0 AP890620-0257   93 0.11100 VSM_long 
96 0 AP890502-0176   94 0.11079 VSM_long 
96 0 AP890308-0255   95 0.11059 VSM_long 
96 0 AP890620-0022   96 0.11051 VSM_long 
96 0 AP890630-0190   97 0.11035 VSM_long 
96 0 AP890829-0253   98 0.11032 VSM_long 
96 0 AP890426-0255   99 0.10966 VSM_long 
96 0 AP890611-0034  100 0.10943 VSM_long 
96 0 AP890921-0016  101 0.10940 VSM_long 
96 0 AP890123-0257  102 0.10879 VSM_long 
96 0 AP890630-0113  103 0.10870 VSM_long 
96 0 AP890823-0218  104 0.10868 VSM_long 
96 0 AP891109-0051  105 0.10862 VSM_long 
96 0 AP891021-0015  106 0.10842 VSM_long 
96 0 AP890615-0282  107 0.10829 VSM_long 
96 0 AP890919-0224  108 0.10823 VSM_long 
96 0 AP890312-0019  109 0.10823 VSM_long 
96 0 AP890509-0135  110 0.10818 VSM_long 
96 0 AP890127-0290  111 0.10815 VSM_long 
96 0 AP891126-0021  112 0.10798 VSM_long 
96 0 AP891221-0072  113 0.10729 VSM_long 
96 0 AP890622-0046  114 0.10718 VSM_long 
96 0 AP890215-0166  115 0.10680 VSM_long 
96 0 AP890829-0124  116 0.10632 VSM_long 
96 0 AP890421-0259  117 0.10628 VSM_long 
96 0 AP890307-0155  118 0.10628 VSM_long 
96 0 AP890421-0027  119 0.10618 VSM_long 
96 0 AP891222-0081  120 0.10604 VSM_long 
96 0 AP890209-0265  121 0.10549 VSM_long 
96 0 AP890301-0312  122 0.10429 VSM_long 
96 0 AP890609-0204  123 0.10429 VSM_long 
96 0 AP890518-0193  124 0.10422 VSM_long 
96 0 AP890105-0237  125 0.10401 VSM_long 
96 0 AP890612-0099  126 0.10366 VSM_long 
96 0 AP890701-0034  127 0.10352 VSM_long 
96 0 AP890630-0108  128 0.10346 VSM_long 
96 0 AP890228-0214  129 0.10338 VSM_long 
96 0 AP890327-0190  130 0.10322 VSM_long 
96 0 AP890109-0134  131 0.10313 VSM_long 
96 0 AP890109-0081  132 0.10306 VSM_long 
96 0 AP891108-0153  133 0.10303 VSM_long 
96 0 AP890401-0088  134 0.10279 VSM_long 
96 0 AP891025-0257  135 0.10256 VSM_long 
96 0 AP891107-0176  136 0.10233 VSM_long 
96 0 AP890103-0011  137 0.10201 VSM_long 
96 0 AP890617-0097  138 0.10157 VSM_long 
96 0 AP890107-0093  139 0.10156 VSM_long 
96 0 AP890727-0194  140 0.10144 VSM_long 
96 0 AP891114-0151  141 0.10143 VSM_long 
96 0 AP891013-0059  142 0.10132 VSM_long 
96 0 AP890824-0104  143 0.10099 VSM_long 
96 0 AP890124-0034  144 0.10094 VSM_long 
96 0 AP890329-0127  145 0.10085 VSM_long 
96 0 AP890629-0119  146 0.10071 VSM_long 
96 0 AP890626-0231  147 0.10057 VSM_long 
96 0 AP891018-0243  148 0.10050 VSM_long 
96 0 AP890327-0157  149 0.10041 VSM_long 
96 0 AP891024-0015  150 0.09998 VSM_long 
96 0 AP890220-0137  151 0.09997 VSM_long 
96 0 AP890130-0015  152 0.09975 VSM_long 
96 0 AP890718-0235  153 0.09974 VSM_long 
96 0 AP890802-0252  154 0.09966 VSM_long 
96 0 AP890830-0051  155 0.09930 VSM_long 
96 0 AP890801-0229  156 0.09928 VSM_long 
96 0 AP890506-0037  157 0.09917 VSM_long 
96 0 AP890403-0122  158 0.09892 VSM_long 
96 0 AP890426-0231  159 0.09884 VSM_long 
96 0 AP890930-0069  160 0.09848 VSM_long 
96 0 AP891107-0012  161 0.09833 VSM_long 
96 0 AP891116-0050  162 0.09800 VSM_long 
96 0 AP890320-0032  163 0.09797 VSM_long 
96 0 AP890905-0178  164 0.09775 VSM_long 
96 0 AP890728-0198  165 0.09758 VSM_long 
96 0 AP890109-0345  166 0.09748 VSM_long 
96 0 AP890829-0161  167 0.09744 VSM_long 
96 0 AP890720-0051  168 0.09736 VSM_long 
96 0 AP890317-0174  169 0.09732 VSM_long 
96 0 AP890607-0207  170 0.09728 VSM_long 
96 0 AP890503-0101  171 0.09680 VSM_long 
96 0 AP890211-0114  172 0.09668 VSM_long 
96 0 AP891031-0185  173 0.09663 VSM_long 
96 0 AP890216-0178  174 0.09659 VSM_long 
96 0 AP891103-0231  175 0.09643 VSM_long 
96 0 AP890102-0141  176 0.09632 VSM_long 
96 0 AP890407-0163  177 0.09610 VSM_long 
96 0 AP891109-0269  178 0.09597 VSM_long 
96 0 AP890521-0018  179 0.09552 VSM_long 
96 0 AP890513-0113  180 0.09545 VSM_long 
96 0 AP890623-0234  181 0.09538 VSM_long 
96 0 AP891013-0064  182 0.09536 VSM_long 
96 0 AP890130-0127  183 0.09498 VSM_long 
96 0 AP890428-0021  184 0.09492 VSM_long 
96 0 AP890818-0193  185 0.09487 VSM_long 
96 0 AP890519-0217  186 0.09482 VSM_long 
96 0 AP891108-0192  187 0.09482 VSM_long 
96 0 AP890822-0198  188 0.09478 VSM_long 
96 0 AP891214-0052  189 0.09467 VSM_long 
96 0 AP890919-0023  190 0.09453 VSM_long 
96 0 AP890601-0226  191 0.09445 VSM_long 
96 0 AP890717-0165  192 0.09422 VSM_long 
96 0 AP890322-0307  193 0.09385 VSM_long 
96 0 AP891207-0066  194 0.09364 VSM_long 
96 0 AP890124-0259  195 0.09358 VSM_long 
96 0 AP890908-0191  196 0.09327 VSM_long 
96 0 AP890927-0265  197 0.09268 VSM_long 
96 0 AP890619-0173  198 0.09249 VSM_long 
96 0 AP890714-0151  199 0.09205 VSM_long 
96 0 AP890804-0056  200 0.09202 VSM_long 
96 0 AP890523-0180  201 0.09198 VSM_long 
96 0 AP890515-0104  202 0.09180 VSM_long 
96 0 AP890901-0030  203 0.09149 VSM_long 
96 0 AP891128-0041  204 0.09133 VSM_long 
96 0 AP890307-0193  205 0.09125 VSM_long 
96 0 AP890825-0020  206 0.09119 VSM_long 
96 0 AP891101-0224  207 0.09116 VSM_long 
96 0 AP890614-0255  208 0.09083 VSM_long 
96 0 AP890619-0266  209 0.09083 VSM_long 
96 0 AP890425-0156  210 0.09065 VSM_long 
96 0 AP891222-0251  211 0.09056 VSM_long 
96 0 AP890109-0094  212 0.09034 VSM_long 
96 0 AP890411-0136  213 0.09028 VSM_long 
96 0 AP890905-0111  214 0.09025 VSM_long 
96 0 AP890901-0087  215 0.09023 VSM_long 
96 0 AP890613-0103  216 0.09021 VSM_long 
96 0 AP891012-0164  217 0.09020 VSM_long 
96 0 AP890309-0132  218 0.09015 VSM_long 
96 0 AP891016-0233  219 0.09007 VSM_long 
96 0 AP890418-0177  220 0.09007 VSM_long 
