51 0 AP891126-0082    1 0.44663 TREC_long 
43743 0 AP890411-0061  693 0.04659 TREC_long 
43744 0 AP890905-0053  694 0.04659 TREC_long 
43745 0 AP890823-0218  695 0.04633 TREC_long 
43746 0 AP891016-0233  696 0.04610 TREC_long 
43747 0 AP891030-0248  697 0.04610 TREC_long 
43748 0 AP890613-0245  698 0.04610 TREC_long 
43749 0 AP890323-0272  699 0.04610 TREC_long 
43750 0 AP890327-0017  700 0.04610 TREC_long 
43751 0 AP890403-0122  701 0.04610 TREC_long 
43752 0 AP890717-0233  702 0.04610 TREC_long 
43753 0 AP890412-0248  703 0.04610 TREC_long 
43754 0 AP890412-0291  704 0.04610 TREC_long 
43755 0 AP890724-0228  705 0.04610 TREC_long 
43756 0 AP890222-0291  706 0.04610 TREC_long 
43757 0 AP890426-0231  707 0.04610 TREC_long 
43758 0 AP890105-0237  708 0.04610 TREC_long 
43759 0 AP890516-0263  709 0.04610 TREC_long 
43760 0 AP891025-0025  710 0.04608 TREC_long 
43761 0 AP891025-0217  711 0.04608 TREC_long 
43762 0 AP890322-0145  712 0.04608 TREC_long 
43763 0 AP891213-0152  713 0.04608 TREC_long 
43764 0 AP891222-0146  714 0.04608 TREC_long 
43765 0 AP890803-0185  715 0.04608 TREC_long 
43766 0 AP890901-0023  716 0.04608 TREC_long 
43767 0 AP890921-0097  717 0.04608 TREC_long 
43768 0 AP890202-0207  718 0.04608 TREC_long 
43769 0 AP890527-0075  719 0.04560 TREC_long 
43770 0 AP890401-0088  720 0.04546 TREC_long 
43771 0 AP891008-0072  721 0.04538 TREC_long 
43772 0 AP890507-0063  722 0.04527 TREC_long 
43773 0 AP890502-0292  723 0.04522 TREC_long 
43774 0 AP890307-0155  724 0.04489 TREC_long 
43775 0 AP890313-0004  725 0.04484 TREC_long 
43776 0 AP891221-0005  726 0.04484 TREC_long 
43777 0 AP891121-0115  727 0.04480 TREC_long 
43778 0 AP890624-0014  728 0.04480 TREC_long 
43779 0 AP891224-0059  729 0.04480 TREC_long 
43780 0 AP891225-0006  730 0.04480 TREC_long 
43781 0 AP890401-0051  731 0.04480 TREC_long 
43782 0 AP890715-0102  732 0.04480 TREC_long 
43783 0 AP890411-0160  733 0.04480 TREC_long 
43784 0 AP890721-0231  734 0.04480 TREC_long 
43785 0 AP890224-0042  735 0.04480 TREC_long 
43786 0 AP890509-0089  736 0.04480 TREC_long 
43787 0 AP891003-0118  737 0.04480 TREC_long 
43788 0 AP891004-0222  738 0.04480 TREC_long 
43789 0 AP890518-0066  739 0.04480 TREC_long 
43790 0 AP891109-0131  740 0.04469 TREC_long 
43791 0 AP890727-0194  741 0.04469 TREC_long 
43792 0 AP890516-0033  742 0.04467 TREC_long 
43793 0 AP890918-0123  743 0.04456 TREC_long 
43794 0 AP890927-0192  744 0.04449 TREC_long 
43795 0 AP890905-0178  745 0.04439 TREC_long 
43796 0 AP890704-0074  746 0.04432 TREC_long 
43797 0 AP890802-0028  747 0.04432 TREC_long 
43798 0 AP890802-0164  748 0.04432 TREC_long 
43799 0 AP890307-0095  749 0.04432 TREC_long 
43800 0 AP891006-0104  750 0.04432 TREC_long 
43801 0 AP890913-0088  751 0.04422 TREC_long 
43802 0 AP890630-0113  752 0.04422 TREC_long 
43803 0 AP890410-0129  753 0.04422 TREC_long 
43804 0 AP890831-0148  754 0.04422 TREC_long 
43805 0 AP890404-0120  755 0.04419 TREC_long 
43806 0 AP890304-0056  756 0.04408 TREC_long 
43807 0 AP890109-0101  757 0.04399 TREC_long 
43808 0 AP890428-0128  758 0.04399 TREC_long 
43809 0 AP890628-0123  759 0.04398 TREC_long 
43810 0 AP890311-0105  760 0.04392 TREC_long 
43811 0 AP890613-0265  761 0.04391 TREC_long 
43812 0 AP891012-0028  762 0.04369 TREC_long 
43813 0 AP890418-0175  763 0.04369 TREC_long 
43814 0 AP890420-0120  764 0.04369 TREC_long 
43815 0 AP890817-0140  765 0.04369 TREC_long 
43816 0 AP890123-0201  766 0.04347 TREC_long 
43817 0 AP890209-0184  767 0.04345 TREC_long 
43818 0 AP890210-0021  768 0.04345 TREC_long 
43819 0 AP890814-0087  769 0.04345 TREC_long 
43820 0 AP890228-0066  770 0.04345 TREC_long 
43821 0 AP890301-0165  771 0.04345 TREC_long 
43822 0 AP890924-0054  772 0.04342 TREC_long 
43823 0 AP890414-0026  773 0.04337 TREC_long 
43824 0 AP890315-0178  774 0.04333 TREC_long 
43825 0 AP890407-0039  775 0.04333 TREC_long 
43826 0 AP890315-0310  776 0.04331 TREC_long 
43827 0 AP890302-0111  777 0.04327 TREC_long 
43828 0 AP890928-0073  778 0.04327 TREC_long 
43829 0 AP890512-0179  779 0.04324 TREC_long 
43830 0 AP890930-0069  780 0.04324 TREC_long 
43831 0 AP890929-0012  781 0.04305 TREC_long 
43832 0 AP890602-0163  782 0.04291 TREC_long 
43833 0 AP891216-0121  783 0.04291 TREC_long 
43834 0 AP890108-0010  784 0.04291 TREC_long 
43835 0 AP890802-0287  785 0.04291 TREC_long 
43836 0 AP890918-0094  786 0.04291 TREC_long 
43837 0 AP890919-0142  787 0.04291 TREC_long 
43838 0 AP891011-0292  788 0.04268 TREC_long 
43839 0 AP891013-0142  789 0.04268 TREC_long 
43840 0 AP891017-0136  790 0.04268 TREC_long 
43841 0 AP891018-0303  791 0.04268 TREC_long 
43842 0 AP890312-0019  792 0.04268 TREC_long 
43843 0 AP890118-0300  793 0.04268 TREC_long 
43844 0 AP890313-0062  794 0.04268 TREC_long 
43845 0 AP890525-0255  795 0.04268 TREC_long 
43846 0 AP891020-0282  796 0.04268 TREC_long 
43847 0 AP891022-0004  797 0.04268 TREC_long 
43848 0 AP890110-0294  798 0.04268 TREC_long 
43849 0 AP890601-0226  799 0.04268 TREC_long 
43850 0 AP891109-0258  800 0.04268 TREC_long 
43851 0 AP891119-0079  801 0.04268 TREC_long 
43852 0 AP891129-0221  802 0.04268 TREC_long 
43853 0 AP891129-0253  803 0.04268 TREC_long 
43854 0 AP891207-0215  804 0.04268 TREC_long 
43855 0 AP891212-0247  805 0.04268 TREC_long 
43856 0 AP891213-0273  806 0.04268 TREC_long 
43857 0 AP890328-0210  807 0.04268 TREC_long 
43858 0 AP890626-0282  808 0.04268 TREC_long 
43859 0 AP891228-0175  809 0.04268 TREC_long 
43860 0 AP890703-0286  810 0.04268 TREC_long 
43861 0 AP890405-0274  811 0.04268 TREC_long 
43862 0 AP890719-0238  812 0.04268 TREC_long 
43863 0 AP890720-0232  813 0.04268 TREC_long 
43864 0 AP890726-0244  814 0.04268 TREC_long 
43865 0 AP890221-0170  815 0.04268 TREC_long 
43866 0 AP890221-0306  816 0.04268 TREC_long 
43867 0 AP890222-0229  817 0.04268 TREC_long 
43868 0 AP890803-0280  818 0.04268 TREC_long 
43869 0 AP890809-0237  819 0.04268 TREC_long 
43870 0 AP890818-0201  820 0.04268 TREC_long 
43871 0 AP890228-0209  821 0.04268 TREC_long 
43872 0 AP890507-0067  822 0.04268 TREC_long 
43873 0 AP890131-0306  823 0.04268 TREC_long 
43874 0 AP890117-0270  824 0.04268 TREC_long 
43875 0 AP890512-0154  825 0.04268 TREC_long 
43876 0 AP890307-0142  826 0.04268 TREC_long 
43877 0 AP890517-0088  827 0.04268 TREC_long 
43878 0 AP890308-0293  828 0.04268 TREC_long 
43879 0 AP891003-0221  829 0.04268 TREC_long 
43880 0 AP890309-0008  830 0.04268 TREC_long 
43881 0 AP890405-0019  831 0.04257 TREC_long 
43882 0 AP890414-0156  832 0.04257 TREC_long 
43883 0 AP890815-0029  833 0.04255 TREC_long 
43884 0 AP890227-0142  834 0.04253 TREC_long 
43885 0 AP890606-0048  835 0.04251 TREC_long 
43886 0 AP891012-0083  836 0.04241 TREC_long 
43887 0 AP891020-0154  837 0.04241 TREC_long 
43888 0 AP891113-0139  838 0.04241 TREC_long 
43889 0 AP891213-0200  839 0.04241 TREC_long 
43890 0 AP890822-0051  840 0.04241 TREC_long 
43891 0 AP890504-0168  841 0.04230 TREC_long 
43892 0 AP890328-0123  842 0.04216 TREC_long 
43893 0 AP890516-0031  843 0.04211 TREC_long 
43894 0 AP890312-0002  844 0.04192 TREC_long 
43895 0 AP890312-0053  845 0.04192 TREC_long 
43896 0 AP891021-0167  846 0.04192 TREC_long 
43897 0 AP890206-0059  847 0.04192 TREC_long 
43898 0 AP890602-0180  848 0.04192 TREC_long 
43899 0 AP891114-0089  849 0.04192 TREC_long 
43900 0 AP890209-0110  850 0.04192 TREC_long 
43901 0 AP890324-0117  851 0.04192 TREC_long 
43902 0 AP891213-0008  852 0.04192 TREC_long 
43903 0 AP890623-0057  853 0.04192 TREC_long 
43904 0 AP890401-0017  854 0.04192 TREC_long 
43905 0 AP890702-0035  855 0.04192 TREC_long 
43906 0 AP890408-0002  856 0.04192 TREC_long 
43907 0 AP890424-0002  857 0.04192 TREC_long 
43908 0 AP890129-0072  858 0.04192 TREC_long 
43909 0 AP890827-0028  859 0.04192 TREC_long 
43910 0 AP890504-0231  860 0.04192 TREC_long 
43911 0 AP890510-0150  861 0.04192 TREC_long 
43912 0 AP890519-0110  862 0.04192 TREC_long 
43913 0 AP891014-0099  863 0.04183 TREC_long 
43914 0 AP891017-0277  864 0.04183 TREC_long 
43915 0 AP891018-0242  865 0.04183 TREC_long 
43916 0 AP891020-0053  866 0.04183 TREC_long 
43917 0 AP891102-0257  867 0.04183 TREC_long 
43918 0 AP891102-0303  868 0.04183 TREC_long 
43919 0 AP891109-0306  869 0.04183 TREC_long 
43920 0 AP890607-0258  870 0.04183 TREC_long 
43921 0 AP891113-0124  871 0.04183 TREC_long 
43922 0 AP891114-0159  872 0.04183 TREC_long 
43923 0 AP891115-0232  873 0.04183 TREC_long 
43924 0 AP891122-0137  874 0.04183 TREC_long 
43925 0 AP891124-0192  875 0.04183 TREC_long 
43926 0 AP890322-0307  876 0.04183 TREC_long 
43927 0 AP890619-0278  877 0.04183 TREC_long 
43928 0 AP890619-0288  878 0.04183 TREC_long 
43929 0 AP891208-0260  879 0.04183 TREC_long 
43930 0 AP891211-0250  880 0.04183 TREC_long 
43931 0 AP890325-0140  881 0.04183 TREC_long 
43932 0 AP890326-0085  882 0.04183 TREC_long 
43933 0 AP891216-0083  883 0.04183 TREC_long 
43934 0 AP890623-0214  884 0.04183 TREC_long 
43935 0 AP890330-0215  885 0.04183 TREC_long 
43936 0 AP890629-0293  886 0.04183 TREC_long 
43937 0 AP890123-0274  887 0.04183 TREC_long 
43938 0 AP890404-0014  888 0.04183 TREC_long 
43939 0 AP890705-0127  889 0.04183 TREC_long 
43940 0 AP890217-0187  890 0.04183 TREC_long 
43941 0 AP890113-0274  891 0.04183 TREC_long 
43942 0 AP890413-0273  892 0.04183 TREC_long 
43943 0 AP890221-0187  893 0.04183 TREC_long 
43944 0 AP890803-0248  894 0.04183 TREC_long 
43945 0 AP890810-0226  895 0.04183 TREC_long 
43946 0 AP890816-0235  896 0.04183 TREC_long 
43947 0 AP890901-0091  897 0.04183 TREC_long 
43948 0 AP890503-0277  898 0.04183 TREC_long 
43949 0 AP890926-0264  899 0.04183 TREC_long 
43950 0 AP891002-0178  900 0.04183 TREC_long 
43951 0 AP891030-0166  901 0.04177 TREC_long 
43952 0 AP891120-0001  902 0.04154 TREC_long 
43953 0 AP890927-0086  903 0.04151 TREC_long 
43954 0 AP890816-0076  904 0.04117 TREC_long 
43955 0 AP891029-0049  905 0.04114 TREC_long 
43956 0 AP890520-0069  906 0.04108 TREC_long 
43957 0 AP890311-0005  907 0.04108 TREC_long 
43958 0 AP890526-0189  908 0.04108 TREC_long 
43959 0 AP890206-0094  909 0.04108 TREC_long 
43960 0 AP890601-0043  910 0.04108 TREC_long 
43961 0 AP890609-0133  911 0.04108 TREC_long 
43962 0 AP890208-0177  912 0.04108 TREC_long 
43963 0 AP891215-0104  913 0.04108 TREC_long 
43964 0 AP890628-0192  914 0.04108 TREC_long 
43965 0 AP890403-0046  915 0.04108 TREC_long 
43966 0 AP890713-0058  916 0.04108 TREC_long 
43967 0 AP890219-0059  917 0.04108 TREC_long 
43968 0 AP890126-0005  918 0.04108 TREC_long 
43969 0 AP890127-0111  919 0.04108 TREC_long 
43970 0 AP890510-0008  920 0.04108 TREC_long 
43971 0 AP890926-0045  921 0.04108 TREC_long 
43972 0 AP890926-0244  922 0.04108 TREC_long 
43973 0 AP891007-0026  923 0.04108 TREC_long 
43974 0 AP890512-0123  924 0.04103 TREC_long 
43975 0 AP891025-0301  925 0.04097 TREC_long 
43976 0 AP891102-0265  926 0.04097 TREC_long 
43977 0 AP891102-0270  927 0.04097 TREC_long 
43978 0 AP891102-0271  928 0.04097 TREC_long 
43979 0 AP891102-0278  929 0.04097 TREC_long 
43980 0 AP891102-0285  930 0.04097 TREC_long 
43981 0 AP890601-0361  931 0.04097 TREC_long 
43982 0 AP891112-0083  932 0.04097 TREC_long 
43983 0 AP890318-0096  933 0.04097 TREC_long 
43984 0 AP891116-0065  934 0.04097 TREC_long 
43985 0 AP891116-0215  935 0.04097 TREC_long 
43986 0 AP891117-0261  936 0.04097 TREC_long 
43987 0 AP891120-0041  937 0.04097 TREC_long 
43988 0 AP890620-0215  938 0.04097 TREC_long 
43989 0 AP891211-0294  939 0.04097 TREC_long 
43990 0 AP891211-0298  940 0.04097 TREC_long 
43991 0 AP891211-0301  941 0.04097 TREC_long 
43992 0 AP891212-0244  942 0.04097 TREC_long 
43993 0 AP891212-0251  943 0.04097 TREC_long 
43994 0 AP890623-0244  944 0.04097 TREC_long 
43995 0 AP890328-0197  945 0.04097 TREC_long 
43996 0 AP890628-0057  946 0.04097 TREC_long 
43997 0 AP890214-0197  947 0.04097 TREC_long 
43998 0 AP890214-0224  948 0.04097 TREC_long 
43999 0 AP890714-0258  949 0.04097 TREC_long 
44000 0 AP890410-0232  950 0.04097 TREC_long 
44001 0 AP890411-0236  951 0.04097 TREC_long 
44002 0 AP890720-0287  952 0.04097 TREC_long 
44003 0 AP890412-0287  953 0.04097 TREC_long 
44004 0 AP890726-0262  954 0.04097 TREC_long 
44005 0 AP890726-0266  955 0.04097 TREC_long 
44006 0 AP890726-0274  956 0.04097 TREC_long 
44007 0 AP890804-0163  957 0.04097 TREC_long 
44008 0 AP890419-0236  958 0.04097 TREC_long 
44009 0 AP890822-0012  959 0.04097 TREC_long 
44010 0 AP890427-0296  960 0.04097 TREC_long 
44011 0 AP890428-0258  961 0.04097 TREC_long 
44012 0 AP890505-0261  962 0.04097 TREC_long 
44013 0 AP890911-0226  963 0.04097 TREC_long 
44014 0 AP890303-0181  964 0.04097 TREC_long 
44015 0 AP890915-0152  965 0.04097 TREC_long 
44016 0 AP890919-0239  966 0.04097 TREC_long 
44017 0 AP890919-0242  967 0.04097 TREC_long 
44018 0 AP890306-0050  968 0.04097 TREC_long 
44019 0 AP890511-0068  969 0.04097 TREC_long 
44020 0 AP890928-0242  970 0.04097 TREC_long 
44021 0 AP890621-0098  971 0.04076 TREC_long 
44022 0 AP890124-0259  972 0.04070 TREC_long 
44023 0 AP890626-0231  973 0.04069 TREC_long 
44024 0 AP890510-0242  974 0.04063 TREC_long 
44025 0 AP890630-0108  975 0.04057 TREC_long 
44026 0 AP890616-0018  976 0.04046 TREC_long 
44027 0 AP891006-0217  977 0.04046 TREC_long 
44028 0 AP890510-0030  978 0.04039 TREC_long 
44029 0 AP891010-0167  979 0.04024 TREC_long 
44030 0 AP890523-0059  980 0.04024 TREC_long 
44031 0 AP890527-0037  981 0.04024 TREC_long 
44032 0 AP891028-0100  982 0.04024 TREC_long 
44033 0 AP890315-0177  983 0.04024 TREC_long 
44034 0 AP891213-0118  984 0.04024 TREC_long 
44035 0 AP890718-0047  985 0.04024 TREC_long 
44036 0 AP890219-0017  986 0.04024 TREC_long 
44037 0 AP890725-0059  987 0.04024 TREC_long 
44038 0 AP890105-0008  988 0.04024 TREC_long 
44039 0 AP890805-0135  989 0.04024 TREC_long 
44040 0 AP890103-0162  990 0.04024 TREC_long 
44041 0 AP890226-0072  991 0.04024 TREC_long 
44042 0 AP890509-0188  992 0.04024 TREC_long 
44043 0 AP891002-0210  993 0.04024 TREC_long 
44044 0 AP890610-0010  994 0.04024 TREC_long 
44045 0 AP890416-0058  995 0.04024 TREC_long 
44046 0 AP890322-0128  996 0.04023 TREC_long 
44047 0 AP890109-0300  997 0.04023 TREC_long 
44048 0 AP890930-0065  998 0.04023 TREC_long 
44049 0 AP890308-0255  999 0.04009 TREC_long 
44050 0 AP891009-0065 1000 0.04002 TREC_long 
44051 0 AP890530-0256    1 0.34146 TREC_long 
44052 0 AP891211-0188    2 0.21853 TREC_long 
44053 0 AP890921-0207    3 0.21853 TREC_long 
44054 0 AP890111-0095    4 0.21512 TREC_long 
44055 0 AP890207-0122    5 0.18670 TREC_long 
44056 0 AP891016-0182    6 0.15366 TREC_long 
44057 0 AP891212-0261    7 0.15024 TREC_long 
44058 0 AP890520-0024    8 0.14975 TREC_long 
44059 0 AP890410-0058    9 0.14795 TREC_long 
44060 0 AP890215-0076   10 0.13658 TREC_long 
44061 0 AP890127-0254   11 0.13658 TREC_long 
44062 0 AP891113-0008   12 0.13300 TREC_long 
44063 0 AP890123-0235   13 0.13281 TREC_long 
44064 0 AP890809-0237   14 0.13138 TREC_long 
44065 0 AP890830-0263   15 0.13032 TREC_long 
44066 0 AP890816-0024   16 0.12965 TREC_long 
44067 0 AP891227-0103   17 0.12576 TREC_long 
44068 0 AP890602-0204   18 0.12549 TREC_long 
44069 0 AP890213-0219   19 0.12549 TREC_long 
44070 0 AP890222-0065   20 0.12549 TREC_long 
44071 0 AP891108-0153   21 0.12530 TREC_long 
44072 0 AP890212-0033   22 0.12474 TREC_long 
44073 0 AP890614-0024   23 0.12343 TREC_long 
44074 0 AP890921-0006   24 0.12324 TREC_long 
44075 0 AP890119-0168   25 0.12292 TREC_long 
44076 0 AP890620-0228   26 0.12292 TREC_long 
44077 0 AP890214-0240   27 0.12292 TREC_long 
44078 0 AP890405-0245   28 0.12292 TREC_long 
44079 0 AP890716-0026   29 0.12292 TREC_long 
44080 0 AP890425-0156   30 0.12180 TREC_long 
44081 0 AP890611-0031   31 0.12073 TREC_long 
44082 0 AP890114-0042   32 0.11590 TREC_long 
44083 0 AP890316-0242   33 0.11503 TREC_long 
44084 0 AP890221-0063   34 0.11503 TREC_long 
44085 0 AP890917-0084   35 0.11503 TREC_long 
44086 0 AP890210-0090   36 0.11435 TREC_long 
44087 0 AP890210-0149   37 0.11202 TREC_long 
44088 0 AP890210-0130   38 0.11202 TREC_long 
44089 0 AP890619-0159   39 0.11187 TREC_long 
44090 0 AP890208-0295   40 0.10927 TREC_long 
44091 0 AP890701-0006   41 0.10927 TREC_long 
44092 0 AP890222-0257   42 0.10927 TREC_long 
44093 0 AP890501-0072   43 0.10822 TREC_long 
44094 0 AP890126-0292   44 0.10756 TREC_long 
44095 0 AP890726-0309   45 0.10728 TREC_long 
44096 0 AP890522-0328   46 0.10670 TREC_long 
44097 0 AP891023-0030   47 0.10670 TREC_long 
44098 0 AP890710-0232   48 0.10670 TREC_long 
44099 0 AP890410-0107   49 0.10670 TREC_long 
44100 0 AP890805-0109   50 0.10670 TREC_long 
44101 0 AP890123-0236   51 0.10642 TREC_long 
44102 0 AP891029-0038   52 0.10480 TREC_long 
44103 0 AP890620-0257   53 0.10470 TREC_long 
44104 0 AP890705-0185   54 0.10300 TREC_long 
44105 0 AP891126-0021   55 0.10231 TREC_long 
44106 0 AP890424-0095   56 0.10165 TREC_long 
44107 0 AP891022-0098   57 0.10137 TREC_long 
44108 0 AP891016-0232   58 0.09988 TREC_long 
44109 0 AP890930-0020   59 0.09956 TREC_long 
44110 0 AP891023-0075   60 0.09877 TREC_long 
44111 0 AP890908-0242   61 0.09861 TREC_long 
44112 0 AP890523-0141   62 0.09702 TREC_long 
44113 0 AP890103-0216   63 0.09688 TREC_long 
44114 0 AP890630-0239   64 0.09561 TREC_long 
44115 0 AP890216-0260   65 0.09561 TREC_long 
44116 0 AP890803-0265   66 0.09561 TREC_long 
44117 0 AP890824-0104   67 0.09561 TREC_long 
44118 0 AP891006-0069   68 0.09561 TREC_long 
44119 0 AP891103-0005   69 0.09411 TREC_long 
44120 0 AP890216-0016   70 0.09411 TREC_long 
44121 0 AP890630-0070   71 0.09390 TREC_long 
44122 0 AP891220-0101   72 0.09359 TREC_long 
44123 0 AP890530-0252   73 0.09248 TREC_long 
44124 0 AP891014-0055   74 0.09219 TREC_long 
44125 0 AP890614-0270   75 0.09219 TREC_long 
44126 0 AP890421-0275   76 0.09219 TREC_long 
44127 0 AP890211-0129   77 0.09072 TREC_long 
44128 0 AP890124-0011   78 0.09054 TREC_long 
44129 0 AP890623-0037   79 0.09053 TREC_long 
44130 0 AP890928-0310   80 0.09053 TREC_long 
44131 0 AP890406-0143   81 0.08881 TREC_long 
44132 0 AP890530-0281   82 0.08769 TREC_long 
44133 0 AP890531-0263   83 0.08769 TREC_long 
44134 0 AP891011-0211   84 0.08536 TREC_long 
44135 0 AP891026-0281   85 0.08536 TREC_long 
44136 0 AP890601-0356   86 0.08536 TREC_long 
44137 0 AP891115-0208   87 0.08536 TREC_long 
44138 0 AP890211-0010   88 0.08536 TREC_long 
44139 0 AP891214-0253   89 0.08536 TREC_long 
44140 0 AP890303-0073   90 0.08536 TREC_long 
44141 0 AP890208-0011   91 0.08515 TREC_long 
44142 0 AP891129-0298   92 0.08515 TREC_long 
44143 0 AP890719-0097   93 0.08515 TREC_long 
44144 0 AP890208-0065   94 0.08451 TREC_long 
44145 0 AP890524-0215   95 0.08384 TREC_long 
44146 0 AP890614-0028   96 0.08384 TREC_long 
44147 0 AP890105-0009   97 0.08384 TREC_long 
44148 0 AP890831-0103   98 0.08384 TREC_long 
44149 0 AP891019-0300   99 0.08366 TREC_long 
44150 0 AP891023-0157  100 0.08366 TREC_long 
44151 0 AP890316-0129  101 0.08366 TREC_long 
44152 0 AP890410-0254  102 0.08366 TREC_long 
44153 0 AP890802-0259  103 0.08366 TREC_long 
44154 0 AP890711-0034  104 0.08300 TREC_long 
44155 0 AP890728-0198  105 0.08298 TREC_long 
44156 0 AP890422-0133  106 0.08298 TREC_long 
44157 0 AP890608-0089  107 0.08216 TREC_long 
44158 0 AP890601-0182  108 0.08195 TREC_long 
44159 0 AP891102-0282  109 0.08195 TREC_long 
44160 0 AP891224-0010  110 0.08195 TREC_long 
44161 0 AP891222-0235  111 0.08195 TREC_long 
44162 0 AP890718-0121  112 0.08195 TREC_long 
44163 0 AP890808-0193  113 0.08195 TREC_long 
44164 0 AP891113-0220  114 0.08166 TREC_long 
44165 0 AP890410-0040  115 0.08048 TREC_long 
44166 0 AP891012-0327  116 0.08003 TREC_long 
44167 0 AP890425-0055  117 0.07977 TREC_long 
44168 0 AP890130-0076  118 0.07951 TREC_long 
44169 0 AP890109-0109  119 0.07912 TREC_long 
44170 0 AP890627-0154  120 0.07886 TREC_long 
44171 0 AP890315-0148  121 0.07779 TREC_long 
44172 0 AP890406-0194  122 0.07779 TREC_long 
44173 0 AP890822-0092  123 0.07770 TREC_long 
44174 0 AP890824-0091  124 0.07756 TREC_long 
44175 0 AP890426-0105  125 0.07725 TREC_long 
44176 0 AP890925-0299  126 0.07687 TREC_long 
44177 0 AP890525-0235  127 0.07683 TREC_long 
44178 0 AP891107-0273  128 0.07683 TREC_long 
44179 0 AP890720-0116  129 0.07683 TREC_long 
44180 0 AP890202-0029  130 0.07683 TREC_long 
44181 0 AP890228-0209  131 0.07667 TREC_long 
44182 0 AP890207-0118  132 0.07629 TREC_long 
44183 0 AP890726-0077  133 0.07569 TREC_long 
44184 0 AP890808-0213  134 0.07569 TREC_long 
44185 0 AP890825-0001  135 0.07569 TREC_long 
44186 0 AP890621-0143  136 0.07545 TREC_long 
44187 0 AP890210-0167  137 0.07468 TREC_long 
44188 0 AP890914-0108  138 0.07468 TREC_long 
44189 0 AP890315-0135  139 0.07331 TREC_long 
44190 0 AP890412-0253  140 0.07331 TREC_long 
44191 0 AP891021-0022  141 0.07320 TREC_long 
44192 0 AP890207-0182  142 0.07320 TREC_long 
44193 0 AP890323-0019  143 0.07320 TREC_long 
44194 0 AP890401-0113  144 0.07320 TREC_long 
44195 0 AP890722-0023  145 0.07320 TREC_long 
44196 0 AP890522-0225  146 0.07244 TREC_long 
44197 0 AP890726-0047  147 0.07244 TREC_long 
44198 0 AP890728-0004  148 0.07244 TREC_long 
44199 0 AP890119-0253  149 0.07189 TREC_long 
44200 0 AP890406-0191  150 0.07189 TREC_long 
44201 0 AP890424-0141  151 0.07189 TREC_long 
44202 0 AP890327-0018  152 0.07141 TREC_long 
44203 0 AP890818-0193  153 0.07141 TREC_long 
44204 0 AP891214-0098  154 0.07131 TREC_long 
44205 0 AP890504-0114  155 0.07107 TREC_long 
44206 0 AP891115-0252  156 0.07080 TREC_long 
44207 0 AP890111-0142  157 0.07054 TREC_long 
44208 0 AP890626-0074  158 0.07040 TREC_long 
44209 0 AP890617-0089  159 0.07017 TREC_long 
44210 0 AP890616-0090  160 0.06970 TREC_long 
44211 0 AP891206-0063  161 0.06936 TREC_long 
44212 0 AP890405-0047  162 0.06914 TREC_long 
44213 0 AP890130-0090  163 0.06914 TREC_long 
44214 0 AP890103-0161  164 0.06901 TREC_long 
44215 0 AP890407-0240  165 0.06898 TREC_long 
44216 0 AP890217-0152  166 0.06866 TREC_long 
44217 0 AP890222-0253  167 0.06866 TREC_long 
44218 0 AP891010-0274  168 0.06829 TREC_long 
44219 0 AP891017-0243  169 0.06829 TREC_long 
44220 0 AP891103-0201  170 0.06829 TREC_long 
44221 0 AP890119-0318  171 0.06829 TREC_long 
44222 0 AP890605-0034  172 0.06829 TREC_long 
44223 0 AP890613-0220  173 0.06829 TREC_long 
44224 0 AP890113-0121  174 0.06829 TREC_long 
44225 0 AP890419-0070  175 0.06829 TREC_long 
44226 0 AP890816-0142  176 0.06829 TREC_long 
44227 0 AP890829-0244  177 0.06829 TREC_long 
44228 0 AP890916-0017  178 0.06829 TREC_long 
44229 0 AP891003-0212  179 0.06829 TREC_long 
44230 0 AP891006-0260  180 0.06829 TREC_long 
44231 0 AP890511-0195  181 0.06805 TREC_long 
44232 0 AP890626-0093  182 0.06737 TREC_long 
44233 0 AP890227-0083  183 0.06707 TREC_long 
44234 0 AP890509-0135  184 0.06692 TREC_long 
44235 0 AP890422-0042  185 0.06661 TREC_long 
44236 0 AP890708-0136  186 0.06638 TREC_long 
44237 0 AP890215-0199  187 0.06638 TREC_long 
44238 0 AP890501-0245  188 0.06638 TREC_long 
44239 0 AP891109-0041  189 0.06629 TREC_long 
44240 0 AP891130-0200  190 0.06571 TREC_long 
44241 0 AP891109-0225  191 0.06535 TREC_long 
44242 0 AP890725-0124  192 0.06535 TREC_long 
44243 0 AP890718-0235  193 0.06442 TREC_long 
44244 0 AP890311-0036  194 0.06402 TREC_long 
44245 0 AP891017-0222  195 0.06402 TREC_long 
44246 0 AP891023-0051  196 0.06402 TREC_long 
44247 0 AP891026-0239  197 0.06402 TREC_long 
44248 0 AP891029-0067  198 0.06402 TREC_long 
44249 0 AP890315-0134  199 0.06402 TREC_long 
44250 0 AP891107-0156  200 0.06402 TREC_long 
44251 0 AP890612-0150  201 0.06402 TREC_long 
44252 0 AP890614-0280  202 0.06402 TREC_long 
44253 0 AP890209-0242  203 0.06402 TREC_long 
44254 0 AP890706-0263  204 0.06402 TREC_long 
44255 0 AP890720-0231  205 0.06402 TREC_long 
44256 0 AP890809-0238  206 0.06402 TREC_long 
44257 0 AP890816-0263  207 0.06402 TREC_long 
44258 0 AP890912-0252  208 0.06402 TREC_long 
44259 0 AP890912-0276  209 0.06402 TREC_long 
