51 0 AP890518-0275    1 29.14379 LMwJMS_long 
86 0 AP890503-0037  402 8.69048 LMwJMS_long 
86 0 AP890719-0138  403 8.69047 LMwJMS_long 
86 0 AP891229-0146  404 8.68187 LMwJMS_long 
86 0 AP890821-0081  405 8.67864 LMwJMS_long 
86 0 AP891221-0041  406 8.67815 LMwJMS_long 
86 0 AP890414-0164  407 8.67798 LMwJMS_long 
86 0 AP890531-0287  408 8.67741 LMwJMS_long 
86 0 AP890424-0306  409 8.67705 LMwJMS_long 
86 0 AP890105-0011  410 8.67447 LMwJMS_long 
86 0 AP890512-0037  411 8.67344 LMwJMS_long 
86 0 AP890911-0125  412 8.67099 LMwJMS_long 
86 0 AP890914-0050  413 8.66823 LMwJMS_long 
86 0 AP891107-0025  414 8.66718 LMwJMS_long 
86 0 AP890608-0293  415 8.66382 LMwJMS_long 
86 0 AP891202-0064  416 8.65958 LMwJMS_long 
86 0 AP890913-0144  417 8.65468 LMwJMS_long 
86 0 AP890716-0049  418 8.65436 LMwJMS_long 
86 0 AP890603-0078  419 8.65242 LMwJMS_long 
86 0 AP890603-0083  420 8.65242 LMwJMS_long 
86 0 AP890406-0143  421 8.64321 LMwJMS_long 
86 0 AP891026-0134  422 8.63971 LMwJMS_long 
86 0 AP890327-0233  423 8.63600 LMwJMS_long 
86 0 AP890220-0124  424 8.63225 LMwJMS_long 
86 0 AP890327-0235  425 8.62773 LMwJMS_long 
86 0 AP891129-0177  426 8.62752 LMwJMS_long 
86 0 AP890112-0062  427 8.62697 LMwJMS_long 
86 0 AP890812-0144  428 8.61717 LMwJMS_long 
86 0 AP890614-0225  429 8.61610 LMwJMS_long 
86 0 AP891229-0210  430 8.61599 LMwJMS_long 
86 0 AP890712-0011  431 8.61111 LMwJMS_long 
86 0 AP890626-0232  432 8.60887 LMwJMS_long 
86 0 AP890925-0040  433 8.60699 LMwJMS_long 
86 0 AP890819-0088  434 8.60422 LMwJMS_long 
86 0 AP890901-0142  435 8.60232 LMwJMS_long 
86 0 AP890314-0265  436 8.60218 LMwJMS_long 
86 0 AP890826-0071  437 8.60172 LMwJMS_long 
86 0 AP891113-0196  438 8.59876 LMwJMS_long 
86 0 AP890522-0205  439 8.59478 LMwJMS_long 
86 0 AP891020-0035  440 8.59419 LMwJMS_long 
86 0 AP890301-0031  441 8.59383 LMwJMS_long 
86 0 AP890222-0238  442 8.58622 LMwJMS_long 
86 0 AP890613-0209  443 8.57930 LMwJMS_long 
86 0 AP891011-0081  444 8.57615 LMwJMS_long 
86 0 AP891208-0035  445 8.57432 LMwJMS_long 
86 0 AP890518-0257  446 8.56966 LMwJMS_long 
86 0 AP890522-0318  447 8.56966 LMwJMS_long 
86 0 AP891128-0090  448 8.56966 LMwJMS_long 
86 0 AP891110-0151  449 8.56952 LMwJMS_long 
86 0 AP890127-0270  450 8.55768 LMwJMS_long 
86 0 AP890314-0147  451 8.54580 LMwJMS_long 
86 0 AP891012-0089  452 8.54470 LMwJMS_long 
86 0 AP891109-0055  453 8.54228 LMwJMS_long 
86 0 AP890530-0122  454 8.53878 LMwJMS_long 
86 0 AP890507-0100  455 8.53835 LMwJMS_long 
86 0 AP890829-0031  456 8.53325 LMwJMS_long 
86 0 AP890916-0134  457 8.53125 LMwJMS_long 
86 0 AP890416-0025  458 8.52954 LMwJMS_long 
86 0 AP890603-0062  459 8.52229 LMwJMS_long 
86 0 AP890907-0279  460 8.51470 LMwJMS_long 
86 0 AP890710-0158  461 8.51334 LMwJMS_long 
86 0 AP890219-0012  462 8.51199 LMwJMS_long 
86 0 AP890927-0033  463 8.51125 LMwJMS_long 
86 0 AP890424-0148  464 8.50807 LMwJMS_long 
86 0 AP890316-0185  465 8.48978 LMwJMS_long 
86 0 AP890512-0034  466 8.48939 LMwJMS_long 
86 0 AP891216-0077  467 8.48341 LMwJMS_long 
86 0 AP891222-0233  468 8.47986 LMwJMS_long 
86 0 AP890908-0134  469 8.47907 LMwJMS_long 
86 0 AP890210-0090  470 8.47450 LMwJMS_long 
86 0 AP891229-0171  471 8.47351 LMwJMS_long 
86 0 AP890623-0195  472 8.47226 LMwJMS_long 
86 0 AP890109-0151  473 8.47212 LMwJMS_long 
86 0 AP891206-0213  474 8.47035 LMwJMS_long 
86 0 AP890815-0033  475 8.46822 LMwJMS_long 
86 0 AP890502-0271  476 8.46693 LMwJMS_long 
86 0 AP891101-0038  477 8.46651 LMwJMS_long 
86 0 AP890604-0029  478 8.46394 LMwJMS_long 
86 0 AP890630-0281  479 8.46295 LMwJMS_long 
86 0 AP890513-0112  480 8.45898 LMwJMS_long 
86 0 AP890630-0134  481 8.45842 LMwJMS_long 
86 0 AP890522-0244  482 8.45210 LMwJMS_long 
86 0 AP890913-0143  483 8.44976 LMwJMS_long 
86 0 AP891206-0185  484 8.44888 LMwJMS_long 
86 0 AP890308-0226  485 8.44779 LMwJMS_long 
86 0 AP890522-0171  486 8.44488 LMwJMS_long 
86 0 AP890522-0224  487 8.44374 LMwJMS_long 
86 0 AP890721-0036  488 8.44230 LMwJMS_long 
86 0 AP891201-0015  489 8.44199 LMwJMS_long 
86 0 AP890808-0009  490 8.43273 LMwJMS_long 
86 0 AP891106-0080  491 8.42424 LMwJMS_long 
86 0 AP890103-0076  492 8.42378 LMwJMS_long 
86 0 AP890424-0199  493 8.42006 LMwJMS_long 
86 0 AP890423-0013  494 8.41854 LMwJMS_long 
86 0 AP890502-0265  495 8.41709 LMwJMS_long 
86 0 AP890504-0085  496 8.41418 LMwJMS_long 
86 0 AP891227-0151  497 8.41325 LMwJMS_long 
86 0 AP890918-0054  498 8.40912 LMwJMS_long 
86 0 AP891213-0093  499 8.40890 LMwJMS_long 
86 0 AP890908-0242  500 8.40581 LMwJMS_long 
86 0 AP890618-0047  501 8.40536 LMwJMS_long 
86 0 AP890421-0042  502 8.39870 LMwJMS_long 
86 0 AP891110-0177  503 8.39776 LMwJMS_long 
86 0 AP890822-0155  504 8.39538 LMwJMS_long 
86 0 AP890802-0114  505 8.39274 LMwJMS_long 
86 0 AP890215-0019  506 8.39240 LMwJMS_long 
86 0 AP890621-0098  507 8.39203 LMwJMS_long 
86 0 AP890201-0137  508 8.39103 LMwJMS_long 
86 0 AP890404-0217  509 8.38876 LMwJMS_long 
86 0 AP890418-0291  510 8.38833 LMwJMS_long 
86 0 AP890415-0120  511 8.38688 LMwJMS_long 
86 0 AP890718-0081  512 8.38639 LMwJMS_long 
86 0 AP890325-0063  513 8.38025 LMwJMS_long 
86 0 AP890727-0278  514 8.38010 LMwJMS_long 
86 0 AP890804-0098  515 8.37845 LMwJMS_long 
86 0 AP890522-0208  516 8.37617 LMwJMS_long 
86 0 AP890329-0129  517 8.37045 LMwJMS_long 
86 0 AP890222-0103  518 8.36916 LMwJMS_long 
86 0 AP890210-0033  519 8.36843 LMwJMS_long 
86 0 AP890715-0047  520 8.36808 LMwJMS_long 
86 0 AP890109-0189  521 8.36469 LMwJMS_long 
86 0 AP890304-0148  522 8.36364 LMwJMS_long 
86 0 AP890522-0187  523 8.36226 LMwJMS_long 
86 0 AP890221-0314  524 8.35802 LMwJMS_long 
86 0 AP891002-0161  525 8.35406 LMwJMS_long 
86 0 AP890827-0073  526 8.35006 LMwJMS_long 
86 0 AP890223-0074  527 8.34888 LMwJMS_long 
86 0 AP890824-0029  528 8.34523 LMwJMS_long 
86 0 AP891220-0288  529 8.34513 LMwJMS_long 
86 0 AP890111-0004  530 8.34238 LMwJMS_long 
86 0 AP891220-0053  531 8.34201 LMwJMS_long 
86 0 AP890824-0149  532 8.34033 LMwJMS_long 
86 0 AP890426-0134  533 8.33944 LMwJMS_long 
86 0 AP890925-0057  534 8.33548 LMwJMS_long 
86 0 AP890118-0317  535 8.33269 LMwJMS_long 
86 0 AP890522-0141  536 8.33103 LMwJMS_long 
86 0 AP890307-0152  537 8.32756 LMwJMS_long 
86 0 AP891017-0019  538 8.32649 LMwJMS_long 
86 0 AP890908-0163  539 8.32411 LMwJMS_long 
86 0 AP890503-0241  540 8.32006 LMwJMS_long 
86 0 AP890503-0247  541 8.32006 LMwJMS_long 
86 0 AP890731-0048  542 8.31914 LMwJMS_long 
86 0 AP890418-0140  543 8.31787 LMwJMS_long 
86 0 AP890622-0074  544 8.31585 LMwJMS_long 
86 0 AP890518-0177  545 8.31238 LMwJMS_long 
86 0 AP890913-0088  546 8.30982 LMwJMS_long 
86 0 AP890223-0266  547 8.30920 LMwJMS_long 
86 0 AP891227-0067  548 8.30874 LMwJMS_long 
86 0 AP890522-0153  549 8.30861 LMwJMS_long 
86 0 AP891002-0287  550 8.30794 LMwJMS_long 
86 0 AP890201-0247  551 8.30779 LMwJMS_long 
86 0 AP890527-0075  552 8.30576 LMwJMS_long 
86 0 AP890527-0100  553 8.30522 LMwJMS_long 
86 0 AP891026-0152  554 8.30224 LMwJMS_long 
86 0 AP890825-0107  555 8.30018 LMwJMS_long 
86 0 AP890916-0040  556 8.29816 LMwJMS_long 
86 0 AP891217-0049  557 8.29803 LMwJMS_long 
86 0 AP890115-0014  558 8.29560 LMwJMS_long 
86 0 AP890116-0031  559 8.29560 LMwJMS_long 
86 0 AP890830-0013  560 8.29523 LMwJMS_long 
86 0 AP890222-0053  561 8.29445 LMwJMS_long 
86 0 AP891215-0170  562 8.29275 LMwJMS_long 
86 0 AP890808-0165  563 8.29108 LMwJMS_long 
86 0 AP890201-0231  564 8.28503 LMwJMS_long 
86 0 AP890822-0228  565 8.28051 LMwJMS_long 
86 0 AP890504-0171  566 8.27508 LMwJMS_long 
86 0 AP890607-0223  567 8.27300 LMwJMS_long 
86 0 AP890204-0169  568 8.27286 LMwJMS_long 
86 0 AP890201-0275  569 8.26985 LMwJMS_long 
86 0 AP891030-0173  570 8.26716 LMwJMS_long 
86 0 AP890719-0051  571 8.26641 LMwJMS_long 
86 0 AP890701-0131  572 8.26158 LMwJMS_long 
86 0 AP890522-0189  573 8.26125 LMwJMS_long 
86 0 AP891208-0105  574 8.25861 LMwJMS_long 
86 0 AP890224-0058  575 8.25711 LMwJMS_long 
86 0 AP890406-0140  576 8.25599 LMwJMS_long 
86 0 AP891002-0238  577 8.25540 LMwJMS_long 
86 0 AP890224-0285  578 8.25510 LMwJMS_long 
86 0 AP891215-0070  579 8.25331 LMwJMS_long 
86 0 AP890302-0072  580 8.25298 LMwJMS_long 
86 0 AP891103-0016  581 8.24959 LMwJMS_long 
86 0 AP890911-0210  582 8.24931 LMwJMS_long 
86 0 AP891102-0100  583 8.24815 LMwJMS_long 
86 0 AP890605-0182  584 8.24431 LMwJMS_long 
86 0 AP890211-0092  585 8.24377 LMwJMS_long 
86 0 AP890109-0347  586 8.23999 LMwJMS_long 
86 0 AP891102-0298  587 8.23130 LMwJMS_long 
86 0 AP890708-0054  588 8.23031 LMwJMS_long 
86 0 AP890226-0069  589 8.22843 LMwJMS_long 
86 0 AP890502-0201  590 8.22747 LMwJMS_long 
86 0 AP890718-0112  591 8.22625 LMwJMS_long 
86 0 AP890713-0167  592 8.22488 LMwJMS_long 
86 0 AP891226-0077  593 8.22479 LMwJMS_long 
86 0 AP891030-0220  594 8.22455 LMwJMS_long 
86 0 AP891025-0196  595 8.22106 LMwJMS_long 
86 0 AP890228-0185  596 8.21800 LMwJMS_long 
86 0 AP890905-0048  597 8.21618 LMwJMS_long 
86 0 AP891024-0191  598 8.21448 LMwJMS_long 
86 0 AP890926-0253  599 8.21273 LMwJMS_long 
86 0 AP890411-0015  600 8.20951 LMwJMS_long 
86 0 AP890722-0009  601 8.20803 LMwJMS_long 
86 0 AP890306-0045  602 8.20756 LMwJMS_long 
86 0 AP890821-0202  603 8.20692 LMwJMS_long 
86 0 AP891104-0081  604 8.20510 LMwJMS_long 
86 0 AP890822-0092  605 8.20480 LMwJMS_long 
86 0 AP890522-0145  606 8.19800 LMwJMS_long 
86 0 AP890618-0057  607 8.19751 LMwJMS_long 
86 0 AP891208-0124  608 8.19406 LMwJMS_long 
86 0 AP891115-0292  609 8.19370 LMwJMS_long 
86 0 AP890125-0001  610 8.19291 LMwJMS_long 
86 0 AP891109-0261  611 8.19241 LMwJMS_long 
86 0 AP890227-0074  612 8.19079 LMwJMS_long 
86 0 AP890203-0194  613 8.18918 LMwJMS_long 
86 0 AP890131-0157  614 8.18536 LMwJMS_long 
86 0 AP890808-0152  615 8.18342 LMwJMS_long 
86 0 AP890310-0038  616 8.18024 LMwJMS_long 
86 0 AP890615-0302  617 8.17848 LMwJMS_long 
86 0 AP890928-0123  618 8.17782 LMwJMS_long 
86 0 AP890721-0056  619 8.17770 LMwJMS_long 
86 0 AP891230-0013  620 8.17653 LMwJMS_long 
86 0 AP890210-0167  621 8.17528 LMwJMS_long 
86 0 AP890815-0092  622 8.17299 LMwJMS_long 
86 0 AP890802-0299  623 8.17024 LMwJMS_long 
86 0 AP890407-0108  624 8.16721 LMwJMS_long 
86 0 AP890906-0120  625 8.16517 LMwJMS_long 
86 0 AP890522-0192  626 8.16318 LMwJMS_long 
86 0 AP890311-0050  627 8.16070 LMwJMS_long 
86 0 AP891014-0061  628 8.15884 LMwJMS_long 
86 0 AP890921-0230  629 8.15827 LMwJMS_long 
86 0 AP890126-0190  630 8.15762 LMwJMS_long 
86 0 AP890605-0179  631 8.15289 LMwJMS_long 
86 0 AP890715-0106  632 8.15210 LMwJMS_long 
86 0 AP890120-0150  633 8.15095 LMwJMS_long 
86 0 AP890112-0144  634 8.14927 LMwJMS_long 
86 0 AP891222-0156  635 8.14801 LMwJMS_long 
86 0 AP890622-0142  636 8.14588 LMwJMS_long 
86 0 AP890407-0236  637 8.14556 LMwJMS_long 
86 0 AP890626-0028  638 8.14072 LMwJMS_long 
86 0 AP890117-0032  639 8.13517 LMwJMS_long 
86 0 AP890120-0253  640 8.13517 LMwJMS_long 
86 0 AP890522-0186  641 8.13302 LMwJMS_long 
86 0 AP890821-0233  642 8.12575 LMwJMS_long 
86 0 AP890117-0221  643 8.12477 LMwJMS_long 
86 0 AP890118-0240  644 8.12477 LMwJMS_long 
86 0 AP890110-0248  645 8.12400 LMwJMS_long 
86 0 AP890628-0264  646 8.12316 LMwJMS_long 
86 0 AP890103-0161  647 8.12123 LMwJMS_long 
86 0 AP890316-0214  648 8.11948 LMwJMS_long 
86 0 AP890210-0284  649 8.11932 LMwJMS_long 
86 0 AP890718-0199  650 8.11789 LMwJMS_long 
86 0 AP890802-0079  651 8.11488 LMwJMS_long 
86 0 AP891227-0037  652 8.11012 LMwJMS_long 
86 0 AP891209-0021  653 8.10958 LMwJMS_long 
86 0 AP890720-0284  654 8.10837 LMwJMS_long 
86 0 AP890215-0172  655 8.10830 LMwJMS_long 
86 0 AP890101-0008  656 8.10597 LMwJMS_long 
86 0 AP890502-0306  657 8.10379 LMwJMS_long 
86 0 AP891027-0011  658 8.10150 LMwJMS_long 
86 0 AP890820-0021  659 8.09754 LMwJMS_long 
86 0 AP890526-0221  660 8.09494 LMwJMS_long 
86 0 AP890309-0271  661 8.09373 LMwJMS_long 
86 0 AP890123-0206  662 8.09275 LMwJMS_long 
86 0 AP891227-0194  663 8.09193 LMwJMS_long 
86 0 AP890111-0208  664 8.09078 LMwJMS_long 
86 0 AP890614-0187  665 8.08762 LMwJMS_long 
86 0 AP891207-0111  666 8.08710 LMwJMS_long 
86 0 AP890812-0017  667 8.08687 LMwJMS_long 
86 0 AP890518-0034  668 8.08571 LMwJMS_long 
86 0 AP891211-0326  669 8.08110 LMwJMS_long 
86 0 AP890922-0311  670 8.08050 LMwJMS_long 
86 0 AP890517-0030  671 8.07995 LMwJMS_long 
86 0 AP890807-0101  672 8.07968 LMwJMS_long 
86 0 AP890911-0199  673 8.07822 LMwJMS_long 
86 0 AP890802-0163  674 8.07685 LMwJMS_long 
86 0 AP890711-0125  675 8.07663 LMwJMS_long 
86 0 AP890111-0114  676 8.07031 LMwJMS_long 
86 0 AP890522-0040  677 8.06958 LMwJMS_long 
86 0 AP890323-0058  678 8.06953 LMwJMS_long 
86 0 AP890215-0021  679 8.06515 LMwJMS_long 
86 0 AP890216-0293  680 8.06414 LMwJMS_long 
86 0 AP890629-0271  681 8.06139 LMwJMS_long 
86 0 AP890523-0156  682 8.06032 LMwJMS_long 
86 0 AP890428-0243  683 8.05543 LMwJMS_long 
86 0 AP891107-0247  684 8.05510 LMwJMS_long 
86 0 AP891119-0043  685 8.05046 LMwJMS_long 
86 0 AP891026-0230  686 8.04757 LMwJMS_long 
86 0 AP890915-0040  687 8.04744 LMwJMS_long 
86 0 AP891026-0232  688 8.04456 LMwJMS_long 
86 0 AP890909-0063  689 8.04308 LMwJMS_long 
86 0 AP890121-0018  690 8.04254 LMwJMS_long 
86 0 AP890111-0186  691 8.04213 LMwJMS_long 
86 0 AP890522-0235  692 8.03844 LMwJMS_long 
86 0 AP891220-0218  693 8.03475 LMwJMS_long 
86 0 AP890408-0112  694 8.03419 LMwJMS_long 
86 0 AP890403-0154  695 8.03329 LMwJMS_long 
86 0 AP891004-0306  696 8.03002 LMwJMS_long 
86 0 AP890526-0080  697 8.02828 LMwJMS_long 
86 0 AP890916-0166  698 8.02763 LMwJMS_long 
86 0 AP890515-0133  699 8.02223 LMwJMS_long 
86 0 AP891127-0119  700 8.02210 LMwJMS_long 
86 0 AP890607-0040  701 8.01489 LMwJMS_long 
86 0 AP890829-0183  702 8.01136 LMwJMS_long 
86 0 AP890227-0290  703 8.01083 LMwJMS_long 
86 0 AP890114-0062  704 8.00272 LMwJMS_long 
86 0 AP890822-0024  705 7.99707 LMwJMS_long 
86 0 AP890317-0135  706 7.99656 LMwJMS_long 
86 0 AP890508-0116  707 7.99595 LMwJMS_long 
86 0 AP890713-0149  708 7.98847 LMwJMS_long 
86 0 AP890530-0127  709 7.98687 LMwJMS_long 
86 0 AP890821-0046  710 7.98551 LMwJMS_long 
86 0 AP890610-0073  711 7.98468 LMwJMS_long 
86 0 AP890314-0180  712 7.98286 LMwJMS_long 
86 0 AP891102-0235  713 7.98246 LMwJMS_long 
86 0 AP890603-0041  714 7.98118 LMwJMS_long 
86 0 AP891113-0023  715 7.98020 LMwJMS_long 
86 0 AP891025-0281  716 7.97964 LMwJMS_long 
86 0 AP890407-0158  717 7.97852 LMwJMS_long 
86 0 AP891004-0091  718 7.97802 LMwJMS_long 
86 0 AP890522-0203  719 7.97626 LMwJMS_long 
86 0 AP890503-0047  720 7.97551 LMwJMS_long 
86 0 AP890828-0175  721 7.97369 LMwJMS_long 
86 0 AP891122-0262  722 7.97326 LMwJMS_long 
86 0 AP890130-0184  723 7.97193 LMwJMS_long 
86 0 AP890901-0164  724 7.97169 LMwJMS_long 
86 0 AP891108-0068  725 7.97027 LMwJMS_long 
86 0 AP891019-0336  726 7.96885 LMwJMS_long 
86 0 AP890330-0261  727 7.96841 LMwJMS_long 
86 0 AP890225-0011  728 7.96740 LMwJMS_long 
86 0 AP890911-0156  729 7.96448 LMwJMS_long 
86 0 AP890118-0181  730 7.96340 LMwJMS_long 
86 0 AP890108-0096  731 7.96276 LMwJMS_long 
86 0 AP890522-0218  732 7.96187 LMwJMS_long 
86 0 AP891221-0214  733 7.96132 LMwJMS_long 
86 0 AP890512-0293  734 7.95996 LMwJMS_long 
86 0 AP890908-0144  735 7.95663 LMwJMS_long 
86 0 AP890808-0034  736 7.95629 LMwJMS_long 
86 0 AP890517-0094  737 7.95361 LMwJMS_long 
86 0 AP890226-0102  738 7.95296 LMwJMS_long 
86 0 AP890107-0077  739 7.95204 LMwJMS_long 
86 0 AP891023-0194  740 7.95092 LMwJMS_long 
86 0 AP890914-0108  741 7.94496 LMwJMS_long 
86 0 AP890731-0082  742 7.94347 LMwJMS_long 
86 0 AP890314-0249  743 7.94200 LMwJMS_long 
86 0 AP890522-0183  744 7.94039 LMwJMS_long 
86 0 AP890809-0076  745 7.93540 LMwJMS_long 
86 0 AP890110-0186  746 7.93441 LMwJMS_long 
86 0 AP890223-0245  747 7.93048 LMwJMS_long 
86 0 AP890721-0183  748 7.93048 LMwJMS_long 
86 0 AP890822-0208  749 7.92957 LMwJMS_long 
86 0 AP890601-0234  750 7.92877 LMwJMS_long 
86 0 AP890506-0072  751 7.92373 LMwJMS_long 
86 0 AP890121-0058  752 7.91505 LMwJMS_long 
86 0 AP890501-0240  753 7.91089 LMwJMS_long 
86 0 AP891216-0135  754 7.90894 LMwJMS_long 
86 0 AP890109-0017  755 7.90891 LMwJMS_long 
86 0 AP890109-0124  756 7.90891 LMwJMS_long 
86 0 AP890825-0051  757 7.90502 LMwJMS_long 
86 0 AP890606-0176  758 7.90342 LMwJMS_long 
86 0 AP890225-0138  759 7.90075 LMwJMS_long 
86 0 AP891010-0171  760 7.89761 LMwJMS_long 
86 0 AP890202-0260  761 7.89168 LMwJMS_long 
86 0 AP890223-0308  762 7.89052 LMwJMS_long 
86 0 AP890102-0039  763 7.88881 LMwJMS_long 
86 0 AP890911-0104  764 7.88876 LMwJMS_long 
86 0 AP890517-0107  765 7.88828 LMwJMS_long 
86 0 AP890911-0085  766 7.88340 LMwJMS_long 
86 0 AP891031-0085  767 7.87873 LMwJMS_long 
86 0 AP890309-0047  768 7.87851 LMwJMS_long 
86 0 AP890117-0101  769 7.87614 LMwJMS_long 
86 0 AP890929-0261  770 7.87380 LMwJMS_long 
86 0 AP890515-0076  771 7.87264 LMwJMS_long 
86 0 AP891106-0081  772 7.87264 LMwJMS_long 
86 0 AP890418-0109  773 7.87231 LMwJMS_long 
86 0 AP890829-0205  774 7.86782 LMwJMS_long 
86 0 AP891119-0074  775 7.86683 LMwJMS_long 
86 0 AP891215-0193  776 7.86528 LMwJMS_long 
86 0 AP890111-0029  777 7.86445 LMwJMS_long 
86 0 AP890801-0269  778 7.86441 LMwJMS_long 
86 0 AP890830-0181  779 7.86195 LMwJMS_long 
86 0 AP890806-0062  780 7.86186 LMwJMS_long 
86 0 AP890131-0106  781 7.86124 LMwJMS_long 
86 0 AP890131-0258  782 7.86124 LMwJMS_long 
86 0 AP891127-0112  783 7.85943 LMwJMS_long 
86 0 AP891104-0026  784 7.85753 LMwJMS_long 
86 0 AP890901-0098  785 7.85649 LMwJMS_long 
86 0 AP891130-0013  786 7.85459 LMwJMS_long 
86 0 AP890315-0022  787 7.85200 LMwJMS_long 
86 0 AP890522-0230  788 7.84964 LMwJMS_long 
86 0 AP891108-0281  789 7.84521 LMwJMS_long 
86 0 AP890215-0201  790 7.84520 LMwJMS_long 
86 0 AP891103-0231  791 7.83697 LMwJMS_long 
86 0 AP890102-0085  792 7.83153 LMwJMS_long 
86 0 AP890925-0181  793 7.83017 LMwJMS_long 
86 0 AP890509-0167  794 7.82885 LMwJMS_long 
86 0 AP890905-0137  795 7.82871 LMwJMS_long 
86 0 AP890906-0031  796 7.82871 LMwJMS_long 
86 0 AP890201-0153  797 7.82700 LMwJMS_long 
86 0 AP890726-0296  798 7.82466 LMwJMS_long 
86 0 AP890512-0213  799 7.82219 LMwJMS_long 
86 0 AP890728-0123  800 7.82112 LMwJMS_long 
86 0 AP890712-0064  801 7.81875 LMwJMS_long 
86 0 AP890206-0033  802 7.81525 LMwJMS_long 
86 0 AP890822-0198  803 7.81423 LMwJMS_long 
86 0 AP890217-0086  804 7.81378 LMwJMS_long 
86 0 AP891012-0206  805 7.81366 LMwJMS_long 
86 0 AP891228-0193  806 7.81010 LMwJMS_long 
86 0 AP890529-0059  807 7.80240 LMwJMS_long 
86 0 AP890215-0189  808 7.80108 LMwJMS_long 
86 0 AP890204-0020  809 7.80029 LMwJMS_long 
86 0 AP890720-0157  810 7.80025 LMwJMS_long 
86 0 AP890725-0255  811 7.79948 LMwJMS_long 
86 0 AP890418-0084  812 7.79887 LMwJMS_long 
86 0 AP891031-0060  813 7.79649 LMwJMS_long 
86 0 AP890420-0147  814 7.79552 LMwJMS_long 
86 0 AP890522-0140  815 7.79503 LMwJMS_long 
86 0 AP891213-0207  816 7.79187 LMwJMS_long 
86 0 AP890417-0148  817 7.79163 LMwJMS_long 
86 0 AP891118-0047  818 7.79082 LMwJMS_long 
86 0 AP890404-0257  819 7.78724 LMwJMS_long 
86 0 AP890325-0010  820 7.78655 LMwJMS_long 
86 0 AP890607-0108  821 7.78230 LMwJMS_long 
86 0 AP891108-0201  822 7.78085 LMwJMS_long 
86 0 AP890427-0213  823 7.77810 LMwJMS_long 
86 0 AP891228-0101  824 7.77810 LMwJMS_long 
86 0 AP890225-0124  825 7.77792 LMwJMS_long 
86 0 AP890310-0217  826 7.77501 LMwJMS_long 
86 0 AP890306-0116  827 7.77393 LMwJMS_long 
86 0 AP891004-0273  828 7.77322 LMwJMS_long 
86 0 AP890103-0109  829 7.77238 LMwJMS_long 
86 0 AP890130-0244  830 7.76955 LMwJMS_long 
86 0 AP890619-0011  831 7.76923 LMwJMS_long 
86 0 AP890103-0246  832 7.76782 LMwJMS_long 
86 0 AP891108-0302  833 7.76711 LMwJMS_long 
86 0 AP890304-0139  834 7.75993 LMwJMS_long 
86 0 AP891207-0077  835 7.75826 LMwJMS_long 
86 0 AP890906-0128  836 7.75549 LMwJMS_long 
86 0 AP891105-0066  837 7.75543 LMwJMS_long 
86 0 AP890119-0181  838 7.75517 LMwJMS_long 
86 0 AP890130-0148  839 7.75405 LMwJMS_long 
86 0 AP890810-0036  840 7.75328 LMwJMS_long 
86 0 AP890208-0310  841 7.75307 LMwJMS_long 
86 0 AP890902-0088  842 7.75152 LMwJMS_long 
86 0 AP891106-0083  843 7.75115 LMwJMS_long 
86 0 AP890424-0273  844 7.75086 LMwJMS_long 
86 0 AP891023-0081  845 7.74993 LMwJMS_long 
86 0 AP890314-0030  846 7.74740 LMwJMS_long 
86 0 AP890202-0298  847 7.74608 LMwJMS_long 
86 0 AP890627-0110  848 7.74513 LMwJMS_long 
86 0 AP891229-0101  849 7.74460 LMwJMS_long 
86 0 AP890913-0135  850 7.74413 LMwJMS_long 
86 0 AP891211-0144  851 7.74266 LMwJMS_long 
86 0 AP890708-0055  852 7.74212 LMwJMS_long 
86 0 AP890829-0034  853 7.74128 LMwJMS_long 
86 0 AP890114-0119  854 7.73748 LMwJMS_long 
86 0 AP891129-0202  855 7.73182 LMwJMS_long 
86 0 AP890913-0238  856 7.72916 LMwJMS_long 
86 0 AP891002-0037  857 7.72800 LMwJMS_long 
86 0 AP891204-0174  858 7.72773 LMwJMS_long 
86 0 AP890622-0058  859 7.72539 LMwJMS_long 
86 0 AP891212-0015  860 7.72515 LMwJMS_long 
86 0 AP890328-0102  861 7.72277 LMwJMS_long 
86 0 AP890307-0193  862 7.72128 LMwJMS_long 
86 0 AP891201-0085  863 7.71993 LMwJMS_long 
86 0 AP890406-0257  864 7.71812 LMwJMS_long 
86 0 AP890323-0245  865 7.71421 LMwJMS_long 
86 0 AP890728-0287  866 7.71408 LMwJMS_long 
86 0 AP890622-0312  867 7.71294 LMwJMS_long 
86 0 AP890613-0127  868 7.71055 LMwJMS_long 
86 0 AP890317-0211  869 7.70909 LMwJMS_long 
86 0 AP890906-0171  870 7.70851 LMwJMS_long 
86 0 AP890707-0032  871 7.70500 LMwJMS_long 
86 0 AP890126-0167  872 7.69967 LMwJMS_long 
86 0 AP891002-0331  873 7.69893 LMwJMS_long 
86 0 AP890529-0156  874 7.69832 LMwJMS_long 
86 0 AP891220-0072  875 7.69665 LMwJMS_long 
86 0 AP891222-0284  876 7.69206 LMwJMS_long 
86 0 AP891104-0078  877 7.68807 LMwJMS_long 
86 0 AP890612-0059  878 7.68786 LMwJMS_long 
86 0 AP890328-0179  879 7.68682 LMwJMS_long 
86 0 AP890323-0040  880 7.68445 LMwJMS_long 
86 0 AP890926-0096  881 7.68367 LMwJMS_long 
86 0 AP890109-0085  882 7.68228 LMwJMS_long 
