51 0 AP890908-0222    1 0.95151 VSM_short 
90 0 AP891102-0151  186 0.18664 VSM_short 
90 0 AP890614-0084  187 0.18659 VSM_short 
90 0 AP890111-0031  188 0.18603 VSM_short 
90 0 AP890915-0281  189 0.18575 VSM_short 
90 0 AP890407-0167  190 0.18519 VSM_short 
90 0 AP891102-0302  191 0.18459 VSM_short 
90 0 AP890421-0280  192 0.18412 VSM_short 
90 0 AP890303-0137  193 0.18370 VSM_short 
90 0 AP890425-0269  194 0.18327 VSM_short 
90 0 AP890608-0018  195 0.18185 VSM_short 
90 0 AP891213-0039  196 0.18152 VSM_short 
90 0 AP890302-0293  197 0.18075 VSM_short 
90 0 AP890502-0274  198 0.18075 VSM_short 
90 0 AP890716-0065  199 0.18036 VSM_short 
90 0 AP890110-0301  200 0.18036 VSM_short 
90 0 AP890316-0083  201 0.18036 VSM_short 
90 0 AP890907-0228  202 0.18003 VSM_short 
90 0 AP890117-0245  203 0.17746 VSM_short 
90 0 AP890414-0242  204 0.17746 VSM_short 
90 0 AP890414-0251  205 0.17746 VSM_short 
90 0 AP890830-0283  206 0.17746 VSM_short 
90 0 AP891120-0228  207 0.17681 VSM_short 
90 0 AP890622-0241  208 0.17592 VSM_short 
90 0 AP890116-0226  209 0.17581 VSM_short 
90 0 AP890119-0313  210 0.17534 VSM_short 
90 0 AP890210-0281  211 0.17534 VSM_short 
90 0 AP891013-0173  212 0.17534 VSM_short 
90 0 AP891103-0211  213 0.17504 VSM_short 
90 0 AP890207-0135  214 0.17453 VSM_short 
90 0 AP890510-0173  215 0.17433 VSM_short 
90 0 AP891110-0267  216 0.17404 VSM_short 
90 0 AP890629-0164  217 0.17369 VSM_short 
90 0 AP890113-0019  218 0.17199 VSM_short 
90 0 AP891128-0193  219 0.17111 VSM_short 
90 0 AP890116-0205  220 0.17096 VSM_short 
90 0 AP890216-0133  221 0.17030 VSM_short 
90 0 AP890630-0041  222 0.16982 VSM_short 
90 0 AP890614-0130  223 0.16927 VSM_short 
90 0 AP891026-0187  224 0.16853 VSM_short 
90 0 AP890304-0141  225 0.16805 VSM_short 
90 0 AP890303-0087  226 0.16660 VSM_short 
90 0 AP890606-0197  227 0.16627 VSM_short 
90 0 AP891115-0294  228 0.16621 VSM_short 
90 0 AP890330-0111  229 0.16576 VSM_short 
90 0 AP891031-0236  230 0.16423 VSM_short 
90 0 AP890414-0224  231 0.16419 VSM_short 
90 0 AP891219-0011  232 0.16403 VSM_short 
90 0 AP890912-0235  233 0.16361 VSM_short 
90 0 AP890330-0224  234 0.16284 VSM_short 
90 0 AP890713-0078  235 0.16210 VSM_short 
90 0 AP890306-0272  236 0.16209 VSM_short 
90 0 AP891222-0185  237 0.16202 VSM_short 
90 0 AP890714-0142  238 0.16178 VSM_short 
90 0 AP890811-0210  239 0.16178 VSM_short 
90 0 AP890617-0030  240 0.16143 VSM_short 
90 0 AP890213-0194  241 0.16132 VSM_short 
90 0 AP890719-0290  242 0.16118 VSM_short 
90 0 AP890404-0101  243 0.16103 VSM_short 
90 0 AP890425-0130  244 0.15998 VSM_short 
90 0 AP891214-0162  245 0.15875 VSM_short 
90 0 AP890318-0008  246 0.15861 VSM_short 
90 0 AP890511-0247  247 0.15816 VSM_short 
90 0 AP890804-0188  248 0.15773 VSM_short 
90 0 AP891027-0270  249 0.15773 VSM_short 
90 0 AP890126-0175  250 0.15759 VSM_short 
90 0 AP890209-0266  251 0.15732 VSM_short 
90 0 AP890818-0232  252 0.15685 VSM_short 
90 0 AP890603-0069  253 0.15599 VSM_short 
90 0 AP891002-0325  254 0.15540 VSM_short 
90 0 AP890126-0281  255 0.15528 VSM_short 
90 0 AP890206-0065  256 0.15527 VSM_short 
90 0 AP890315-0283  257 0.15483 VSM_short 
90 0 AP890315-0285  258 0.15483 VSM_short 
90 0 AP890906-0247  259 0.15463 VSM_short 
90 0 AP890911-0245  260 0.15460 VSM_short 
90 0 AP890328-0072  261 0.15453 VSM_short 
90 0 AP891024-0075  262 0.15428 VSM_short 
90 0 AP890106-0133  263 0.15427 VSM_short 
90 0 AP890407-0306  264 0.15397 VSM_short 
90 0 AP890425-0297  265 0.15378 VSM_short 
90 0 AP890216-0196  266 0.15322 VSM_short 
90 0 AP891004-0157  267 0.15250 VSM_short 
90 0 AP890719-0089  268 0.15240 VSM_short 
90 0 AP890905-0226  269 0.15189 VSM_short 
90 0 AP890620-0220  270 0.15063 VSM_short 
90 0 AP890418-0182  271 0.15058 VSM_short 
90 0 AP890725-0302  272 0.15045 VSM_short 
90 0 AP891215-0222  273 0.15041 VSM_short 
90 0 AP890508-0155  274 0.15003 VSM_short 
90 0 AP890715-0124  275 0.14979 VSM_short 
90 0 AP890320-0206  276 0.14894 VSM_short 
90 0 AP891218-0012  277 0.14893 VSM_short 
90 0 AP891228-0010  278 0.14893 VSM_short 
90 0 AP890501-0238  279 0.14877 VSM_short 
90 0 AP890508-0258  280 0.14877 VSM_short 
90 0 AP890515-0260  281 0.14877 VSM_short 
90 0 AP891009-0056  282 0.14869 VSM_short 
90 0 AP891207-0254  283 0.14741 VSM_short 
90 0 AP890406-0234  284 0.14697 VSM_short 
90 0 AP890320-0247  285 0.14650 VSM_short 
90 0 AP890402-0001  286 0.14647 VSM_short 
90 0 AP890209-0264  287 0.14610 VSM_short 
90 0 AP890210-0150  288 0.14610 VSM_short 
90 0 AP891004-0237  289 0.14532 VSM_short 
90 0 AP890116-0223  290 0.14489 VSM_short 
90 0 AP890202-0075  291 0.14446 VSM_short 
90 0 AP890508-0286  292 0.14446 VSM_short 
90 0 AP890318-0002  293 0.14445 VSM_short 
90 0 AP890417-0188  294 0.14445 VSM_short 
90 0 AP890216-0250  295 0.14414 VSM_short 
90 0 AP890621-0213  296 0.14404 VSM_short 
90 0 AP891109-0312  297 0.14384 VSM_short 
90 0 AP890308-0288  298 0.14370 VSM_short 
90 0 AP890208-0186  299 0.14353 VSM_short 
90 0 AP890630-0175  300 0.14353 VSM_short 
90 0 AP891017-0173  301 0.14353 VSM_short 
90 0 AP891120-0089  302 0.14353 VSM_short 
90 0 AP891008-0081  303 0.14344 VSM_short 
90 0 AP891130-0247  304 0.14344 VSM_short 
90 0 AP891213-0178  305 0.14306 VSM_short 
90 0 AP890819-0157  306 0.14268 VSM_short 
90 0 AP890210-0057  307 0.14252 VSM_short 
90 0 AP890515-0120  308 0.14211 VSM_short 
90 0 AP890619-0299  309 0.14204 VSM_short 
90 0 AP890225-0150  310 0.14199 VSM_short 
90 0 AP890317-0197  311 0.14145 VSM_short 
90 0 AP890609-0247  312 0.14145 VSM_short 
90 0 AP890614-0078  313 0.14145 VSM_short 
90 0 AP890710-0125  314 0.14145 VSM_short 
90 0 AP890710-0145  315 0.14145 VSM_short 
90 0 AP891109-0094  316 0.14145 VSM_short 
90 0 AP890307-0266  317 0.14103 VSM_short 
90 0 AP890618-0045  318 0.14103 VSM_short 
90 0 AP890916-0109  319 0.14103 VSM_short 
90 0 AP891207-0210  320 0.14103 VSM_short 
90 0 AP890421-0074  321 0.14066 VSM_short 
90 0 AP890209-0184  322 0.14060 VSM_short 
90 0 AP890210-0021  323 0.14060 VSM_short 
90 0 AP890609-0097  324 0.13941 VSM_short 
90 0 AP890728-0229  325 0.13917 VSM_short 
90 0 AP890628-0027  326 0.13879 VSM_short 
90 0 AP891221-0226  327 0.13853 VSM_short 
90 0 AP890511-0282  328 0.13828 VSM_short 
90 0 AP891005-0174  329 0.13801 VSM_short 
90 0 AP891105-0024  330 0.13801 VSM_short 
90 0 AP891105-0034  331 0.13801 VSM_short 
90 0 AP891119-0011  332 0.13801 VSM_short 
90 0 AP891215-0058  333 0.13801 VSM_short 
90 0 AP890309-0147  334 0.13782 VSM_short 
90 0 AP890310-0275  335 0.13782 VSM_short 
90 0 AP890507-0034  336 0.13753 VSM_short 
90 0 AP890308-0169  337 0.13705 VSM_short 
90 0 AP890310-0085  338 0.13702 VSM_short 
90 0 AP890105-0265  339 0.13693 VSM_short 
90 0 AP890106-0234  340 0.13693 VSM_short 
90 0 AP890202-0283  341 0.13693 VSM_short 
90 0 AP891226-0189  342 0.13636 VSM_short 
90 0 AP890801-0262  343 0.13634 VSM_short 
90 0 AP890720-0012  344 0.13588 VSM_short 
90 0 AP891218-0140  345 0.13556 VSM_short 
90 0 AP890927-0180  346 0.13544 VSM_short 
90 0 AP890727-0234  347 0.13514 VSM_short 
90 0 AP891024-0271  348 0.13471 VSM_short 
90 0 AP890417-0151  349 0.13373 VSM_short 
90 0 AP891002-0151  350 0.13368 VSM_short 
90 0 AP890627-0194  351 0.13355 VSM_short 
90 0 AP891019-0328  352 0.13332 VSM_short 
90 0 AP890518-0166  353 0.13310 VSM_short 
90 0 AP891107-0204  354 0.13310 VSM_short 
90 0 AP890502-0100  355 0.13233 VSM_short 
90 0 AP890123-0311  356 0.13217 VSM_short 
90 0 AP891208-0256  357 0.13155 VSM_short 
90 0 AP890418-0159  358 0.13081 VSM_short 
90 0 AP890613-0262  359 0.13079 VSM_short 
90 0 AP890811-0019  360 0.13079 VSM_short 
90 0 AP890928-0021  361 0.13027 VSM_short 
90 0 AP890601-0057  362 0.12937 VSM_short 
90 0 AP890420-0149  363 0.12906 VSM_short 
90 0 AP890801-0214  364 0.12883 VSM_short 
90 0 AP890228-0178  365 0.12880 VSM_short 
90 0 AP890109-0098  366 0.12839 VSM_short 
90 0 AP890707-0072  367 0.12819 VSM_short 
90 0 AP891124-0234  368 0.12818 VSM_short 
90 0 AP891222-0293  369 0.12766 VSM_short 
90 0 AP891025-0282  370 0.12764 VSM_short 
90 0 AP890516-0054  371 0.12730 VSM_short 
90 0 AP890404-0141  372 0.12712 VSM_short 
90 0 AP890210-0291  373 0.12634 VSM_short 
90 0 AP890327-0212  374 0.12634 VSM_short 
90 0 AP890703-0279  375 0.12634 VSM_short 
90 0 AP890918-0231  376 0.12634 VSM_short 
90 0 AP890925-0261  377 0.12634 VSM_short 
90 0 AP891120-0200  378 0.12634 VSM_short 
90 0 AP891127-0245  379 0.12634 VSM_short 
90 0 AP891204-0249  380 0.12634 VSM_short 
90 0 AP891218-0264  381 0.12634 VSM_short 
90 0 AP890515-0124  382 0.12629 VSM_short 
90 0 AP890206-0025  383 0.12581 VSM_short 
90 0 AP890127-0159  384 0.12548 VSM_short 
90 0 AP890602-0270  385 0.12530 VSM_short 
90 0 AP890510-0024  386 0.12518 VSM_short 
90 0 AP890928-0187  387 0.12518 VSM_short 
90 0 AP890803-0252  388 0.12474 VSM_short 
90 0 AP890724-0071  389 0.12473 VSM_short 
90 0 AP890109-0165  390 0.12445 VSM_short 
90 0 AP890413-0303  391 0.12377 VSM_short 
90 0 AP890419-0250  392 0.12377 VSM_short 
90 0 AP890801-0161  393 0.12377 VSM_short 
90 0 AP890906-0143  394 0.12377 VSM_short 
90 0 AP891219-0121  395 0.12377 VSM_short 
90 0 AP891223-0081  396 0.12377 VSM_short 
90 0 AP890301-0310  397 0.12357 VSM_short 
90 0 AP890108-0094  398 0.12355 VSM_short 
90 0 AP890307-0181  399 0.12355 VSM_short 
90 0 AP891217-0088  400 0.12351 VSM_short 
90 0 AP890704-0033  401 0.12324 VSM_short 
90 0 AP890209-0021  402 0.12302 VSM_short 
90 0 AP890413-0198  403 0.12302 VSM_short 
90 0 AP890308-0272  404 0.12295 VSM_short 
90 0 AP890131-0262  405 0.12210 VSM_short 
90 0 AP890124-0153  406 0.12164 VSM_short 
90 0 AP890626-0279  407 0.12034 VSM_short 
90 0 AP890619-0218  408 0.12004 VSM_short 
90 0 AP890913-0304  409 0.11992 VSM_short 
90 0 AP891031-0282  410 0.11992 VSM_short 
90 0 AP890901-0249  411 0.11918 VSM_short 
90 0 AP891106-0075  412 0.11830 VSM_short 
90 0 AP890409-0014  413 0.11795 VSM_short 
90 0 AP890301-0303  414 0.11713 VSM_short 
90 0 AP890821-0241  415 0.11713 VSM_short 
90 0 AP890414-0196  416 0.11692 VSM_short 
90 0 AP890417-0204  417 0.11684 VSM_short 
90 0 AP890710-0148  418 0.11650 VSM_short 
90 0 AP890710-0252  419 0.11650 VSM_short 
90 0 AP891109-0284  420 0.11650 VSM_short 
90 0 AP890829-0194  421 0.11638 VSM_short 
90 0 AP890905-0004  422 0.11638 VSM_short 
90 0 AP890315-0308  423 0.11613 VSM_short 
90 0 AP890511-0038  424 0.11613 VSM_short 
90 0 AP890823-0119  425 0.11613 VSM_short 
90 0 AP890130-0131  426 0.11592 VSM_short 
90 0 AP890302-0287  427 0.11592 VSM_short 
90 0 AP890507-0076  428 0.11571 VSM_short 
90 0 AP890612-0280  429 0.11571 VSM_short 
90 0 AP890613-0106  430 0.11571 VSM_short 
90 0 AP890817-0186  431 0.11565 VSM_short 
90 0 AP890724-0042  432 0.11563 VSM_short 
90 0 AP891018-0277  433 0.11536 VSM_short 
90 0 AP890127-0022  434 0.11533 VSM_short 
90 0 AP890107-0084  435 0.11494 VSM_short 
90 0 AP890401-0038  436 0.11494 VSM_short 
90 0 AP890210-0204  437 0.11491 VSM_short 
90 0 AP890211-0032  438 0.11491 VSM_short 
90 0 AP890317-0173  439 0.11485 VSM_short 
90 0 AP890612-0008  440 0.11485 VSM_short 
90 0 AP891215-0237  441 0.11485 VSM_short 
90 0 AP891219-0209  442 0.11485 VSM_short 
90 0 AP890811-0135  443 0.11478 VSM_short 
90 0 AP890502-0162  444 0.11475 VSM_short 
90 0 AP890419-0104  445 0.11422 VSM_short 
90 0 AP890909-0058  446 0.11419 VSM_short 
90 0 AP890321-0003  447 0.11413 VSM_short 
90 0 AP890720-0096  448 0.11413 VSM_short 
90 0 AP890202-0263  449 0.11411 VSM_short 
90 0 AP890729-0125  450 0.11375 VSM_short 
90 0 AP890809-0290  451 0.11372 VSM_short 
90 0 AP890713-0247  452 0.11356 VSM_short 
90 0 AP890407-0244  453 0.11321 VSM_short 
90 0 AP890627-0219  454 0.11297 VSM_short 
90 0 AP890726-0311  455 0.11297 VSM_short 
90 0 AP891011-0177  456 0.11297 VSM_short 
90 0 AP891017-0267  457 0.11297 VSM_short 
90 0 AP890613-0260  458 0.11293 VSM_short 
90 0 AP890705-0207  459 0.11293 VSM_short 
90 0 AP890502-0153  460 0.11285 VSM_short 
90 0 AP890921-0039  461 0.11271 VSM_short 
90 0 AP890206-0179  462 0.11146 VSM_short 
90 0 AP890404-0090  463 0.11107 VSM_short 
90 0 AP890302-0260  464 0.11091 VSM_short 
90 0 AP890627-0157  465 0.11045 VSM_short 
90 0 AP891019-0236  466 0.11041 VSM_short 
90 0 AP890313-0231  467 0.11036 VSM_short 
90 0 AP890924-0037  468 0.11036 VSM_short 
90 0 AP891012-0307  469 0.11036 VSM_short 
90 0 AP890214-0188  470 0.11014 VSM_short 
90 0 AP891207-0041  471 0.10987 VSM_short 
90 0 AP890309-0018  472 0.10981 VSM_short 
90 0 AP890216-0155  473 0.10945 VSM_short 
90 0 AP890818-0149  474 0.10910 VSM_short 
90 0 AP890828-0148  475 0.10910 VSM_short 
90 0 AP890110-0276  476 0.10870 VSM_short 
90 0 AP890628-0169  477 0.10870 VSM_short 
90 0 AP890916-0160  478 0.10856 VSM_short 
90 0 AP891025-0293  479 0.10830 VSM_short 
90 0 AP890327-0169  480 0.10816 VSM_short 
90 0 AP891130-0254  481 0.10807 VSM_short 
90 0 AP890202-0265  482 0.10741 VSM_short 
90 0 AP890719-0092  483 0.10736 VSM_short 
90 0 AP890424-0297  484 0.10729 VSM_short 
90 0 AP890912-0169  485 0.10721 VSM_short 
90 0 AP890302-0224  486 0.10699 VSM_short 
90 0 AP890626-0149  487 0.10699 VSM_short 
90 0 AP890302-0217  488 0.10684 VSM_short 
90 0 AP891116-0154  489 0.10646 VSM_short 
90 0 AP890113-0131  490 0.10640 VSM_short 
90 0 AP890307-0213  491 0.10639 VSM_short 
90 0 AP890317-0236  492 0.10639 VSM_short 
90 0 AP890317-0264  493 0.10639 VSM_short 
90 0 AP890512-0261  494 0.10639 VSM_short 
90 0 AP890714-0247  495 0.10639 VSM_short 
90 0 AP890714-0249  496 0.10639 VSM_short 
90 0 AP890801-0124  497 0.10639 VSM_short 
90 0 AP890919-0221  498 0.10639 VSM_short 
90 0 AP891222-0085  499 0.10639 VSM_short 
90 0 AP891228-0168  500 0.10639 VSM_short 
90 0 AP890123-0306  501 0.10609 VSM_short 
90 0 AP890126-0040  502 0.10609 VSM_short 
90 0 AP890221-0104  503 0.10609 VSM_short 
90 0 AP890412-0107  504 0.10609 VSM_short 
90 0 AP890413-0035  505 0.10609 VSM_short 
90 0 AP890613-0120  506 0.10609 VSM_short 
90 0 AP890613-0147  507 0.10609 VSM_short 
90 0 AP890614-0226  508 0.10609 VSM_short 
90 0 AP890802-0037  509 0.10609 VSM_short 
90 0 AP890802-0296  510 0.10609 VSM_short 
90 0 AP891122-0131  511 0.10609 VSM_short 
90 0 AP891123-0083  512 0.10609 VSM_short 
90 0 AP891215-0271  513 0.10609 VSM_short 
90 0 AP891222-0050  514 0.10609 VSM_short 
90 0 AP890130-0121  515 0.10594 VSM_short 
90 0 AP890522-0323  516 0.10586 VSM_short 
90 0 AP890731-0254  517 0.10586 VSM_short 
90 0 AP890920-0274  518 0.10578 VSM_short 
90 0 AP890403-0044  519 0.10566 VSM_short 
90 0 AP890121-0095  520 0.10563 VSM_short 
90 0 AP890207-0255  521 0.10563 VSM_short 
90 0 AP890211-0044  522 0.10563 VSM_short 
90 0 AP890403-0124  523 0.10520 VSM_short 
90 0 AP890124-0291  524 0.10520 VSM_short 
90 0 AP890310-0331  525 0.10520 VSM_short 
90 0 AP890717-0226  526 0.10520 VSM_short 
90 0 AP890202-0281  527 0.10488 VSM_short 
90 0 AP890811-0070  528 0.10472 VSM_short 
90 0 AP891014-0153  529 0.10472 VSM_short 
90 0 AP891109-0246  530 0.10472 VSM_short 
90 0 AP890512-0251  531 0.10470 VSM_short 
90 0 AP890502-0256  532 0.10453 VSM_short 
90 0 AP890103-0157  533 0.10429 VSM_short 
90 0 AP890626-0129  534 0.10429 VSM_short 
90 0 AP890629-0195  535 0.10428 VSM_short 
90 0 AP890912-0006  536 0.10426 VSM_short 
90 0 AP890128-0113  537 0.10364 VSM_short 
90 0 AP890405-0212  538 0.10350 VSM_short 
90 0 AP890412-0167  539 0.10350 VSM_short 
90 0 AP891012-0265  540 0.10350 VSM_short 
90 0 AP890914-0241  541 0.10339 VSM_short 
90 0 AP890330-0206  542 0.10336 VSM_short 
90 0 AP890221-0281  543 0.10331 VSM_short 
90 0 AP891024-0091  544 0.10321 VSM_short 
90 0 AP890409-0059  545 0.10321 VSM_short 
90 0 AP891012-0253  546 0.10311 VSM_short 
90 0 AP890303-0056  547 0.10296 VSM_short 
90 0 AP890817-0039  548 0.10255 VSM_short 
90 0 AP890823-0250  549 0.10255 VSM_short 
90 0 AP890327-0193  550 0.10252 VSM_short 
90 0 AP890508-0130  551 0.10252 VSM_short 
90 0 AP890509-0069  552 0.10252 VSM_short 
90 0 AP890510-0037  553 0.10252 VSM_short 
90 0 AP890324-0142  554 0.10246 VSM_short 
90 0 AP891025-0277  555 0.10242 VSM_short 
90 0 AP890425-0213  556 0.10215 VSM_short 
90 0 AP890611-0061  557 0.10215 VSM_short 
90 0 AP890928-0299  558 0.10184 VSM_short 
90 0 AP890202-0089  559 0.10175 VSM_short 
90 0 AP890619-0247  560 0.10173 VSM_short 
90 0 AP890609-0085  561 0.10157 VSM_short 
90 0 AP890524-0276  562 0.10154 VSM_short 
90 0 AP890725-0164  563 0.10151 VSM_short 
90 0 AP890203-0097  564 0.10143 VSM_short 
90 0 AP890502-0028  565 0.10143 VSM_short 
90 0 AP890404-0068  566 0.10130 VSM_short 
90 0 AP890329-0175  567 0.10124 VSM_short 
90 0 AP890412-0140  568 0.10112 VSM_short 
90 0 AP890213-0232  569 0.10108 VSM_short 
90 0 AP890221-0270  570 0.10108 VSM_short 
90 0 AP890227-0300  571 0.10108 VSM_short 
90 0 AP890306-0256  572 0.10108 VSM_short 
90 0 AP890320-0307  573 0.10108 VSM_short 
90 0 AP890403-0133  574 0.10108 VSM_short 
90 0 AP890410-0220  575 0.10108 VSM_short 
90 0 AP890419-0241  576 0.10108 VSM_short 
90 0 AP890509-0265  577 0.10108 VSM_short 
90 0 AP890530-0254  578 0.10108 VSM_short 
90 0 AP890724-0232  579 0.10108 VSM_short 
90 0 AP890814-0219  580 0.10108 VSM_short 
90 0 AP890821-0220  581 0.10108 VSM_short 
90 0 AP890828-0238  582 0.10108 VSM_short 
90 0 AP890905-0212  583 0.10108 VSM_short 
90 0 AP890911-0253  584 0.10108 VSM_short 
90 0 AP890924-0089  585 0.10108 VSM_short 
90 0 AP891207-0247  586 0.10108 VSM_short 
90 0 AP891211-0275  587 0.10108 VSM_short 
90 0 AP890823-0014  588 0.10093 VSM_short 
90 0 AP890131-0161  589 0.10074 VSM_short 
90 0 AP890201-0032  590 0.10074 VSM_short 
90 0 AP890412-0234  591 0.10074 VSM_short 
90 0 AP890417-0163  592 0.10074 VSM_short 
90 0 AP890521-0014  593 0.10074 VSM_short 
90 0 AP891124-0104  594 0.10074 VSM_short 
90 0 AP891106-0212  595 0.10073 VSM_short 
90 0 AP891223-0123  596 0.10057 VSM_short 
90 0 AP890815-0255  597 0.10041 VSM_short 
90 0 AP890119-0192  598 0.10039 VSM_short 
90 0 AP890315-0307  599 0.10039 VSM_short 
90 0 AP890502-0161  600 0.10028 VSM_short 
90 0 AP891219-0154  601 0.10004 VSM_short 
90 0 AP891220-0060  602 0.10004 VSM_short 
90 0 AP890818-0023  603 0.10000 VSM_short 
90 0 AP890512-0194  604 0.09998 VSM_short 
90 0 AP890204-0086  605 0.09964 VSM_short 
90 0 AP890507-0046  606 0.09883 VSM_short 
90 0 AP890214-0213  607 0.09864 VSM_short 
90 0 AP890113-0124  608 0.09858 VSM_short 
90 0 AP890113-0257  609 0.09858 VSM_short 
90 0 AP890222-0268  610 0.09858 VSM_short 
90 0 AP890224-0097  611 0.09858 VSM_short 
90 0 AP890308-0091  612 0.09858 VSM_short 
90 0 AP890414-0255  613 0.09858 VSM_short 
90 0 AP890512-0288  614 0.09858 VSM_short 
90 0 AP890530-0211  615 0.09858 VSM_short 
90 0 AP890609-0277  616 0.09858 VSM_short 
90 0 AP890613-0148  617 0.09858 VSM_short 
90 0 AP890719-0156  618 0.09858 VSM_short 
90 0 AP890719-0255  619 0.09858 VSM_short 
90 0 AP891004-0133  620 0.09858 VSM_short 
90 0 AP891005-0014  621 0.09858 VSM_short 
90 0 AP891219-0092  622 0.09858 VSM_short 
90 0 AP890316-0147  623 0.09810 VSM_short 
90 0 AP890410-0118  624 0.09810 VSM_short 
90 0 AP890408-0035  625 0.09750 VSM_short 
90 0 AP890127-0298  626 0.09731 VSM_short 
90 0 AP890513-0038  627 0.09726 VSM_short 
90 0 AP890211-0006  628 0.09721 VSM_short 
90 0 AP890502-0248  629 0.09699 VSM_short 
90 0 AP890920-0251  630 0.09699 VSM_short 
90 0 AP890309-0115  631 0.09689 VSM_short 
90 0 AP891018-0114  632 0.09678 VSM_short 
90 0 AP890831-0036  633 0.09677 VSM_short 
90 0 AP890425-0147  634 0.09645 VSM_short 
90 0 AP890123-0259  635 0.09631 VSM_short 
90 0 AP890214-0246  636 0.09631 VSM_short 
90 0 AP890224-0276  637 0.09631 VSM_short 
90 0 AP890227-0318  638 0.09631 VSM_short 
90 0 AP890425-0089  639 0.09631 VSM_short 
90 0 AP891006-0131  640 0.09631 VSM_short 
90 0 AP891024-0253  641 0.09631 VSM_short 
90 0 AP890406-0222  642 0.09594 VSM_short 
90 0 AP890314-0295  643 0.09593 VSM_short 
90 0 AP890410-0248  644 0.09593 VSM_short 
90 0 AP890608-0270  645 0.09593 VSM_short 
90 0 AP890707-0097  646 0.09593 VSM_short 
90 0 AP890731-0238  647 0.09593 VSM_short 
90 0 AP890316-0013  648 0.09592 VSM_short 
90 0 AP890513-0074  649 0.09582 VSM_short 
90 0 AP890502-0205  650 0.09565 VSM_short 
90 0 AP891021-0052  651 0.09545 VSM_short 
90 0 AP890510-0028  652 0.09518 VSM_short 
90 0 AP890621-0099  653 0.09493 VSM_short 
90 0 AP890621-0146  654 0.09493 VSM_short 
90 0 AP890420-0210  655 0.09458 VSM_short 
90 0 AP890424-0008  656 0.09458 VSM_short 
90 0 AP891218-0041  657 0.09411 VSM_short 
90 0 AP891228-0189  658 0.09411 VSM_short 
90 0 AP890325-0029  659 0.09409 VSM_short 
90 0 AP890220-0171  660 0.09405 VSM_short 
90 0 AP890810-0126  661 0.09398 VSM_short 
90 0 AP891122-0260  662 0.09381 VSM_short 
90 0 AP891002-0110  663 0.09324 VSM_short 
90 0 AP890509-0255  664 0.09308 VSM_short 
90 0 AP891031-0042  665 0.09284 VSM_short 
90 0 AP891226-0048  666 0.09263 VSM_short 
90 0 AP891117-0040  667 0.09251 VSM_short 
90 0 AP890906-0197  668 0.09245 VSM_short 
90 0 AP890106-0072  669 0.09243 VSM_short 
90 0 AP890704-0173  670 0.09243 VSM_short 
90 0 AP890916-0068  671 0.09219 VSM_short 
90 0 AP890120-0256  672 0.09189 VSM_short 
90 0 AP890513-0004  673 0.09189 VSM_short 
90 0 AP891029-0062  674 0.09181 VSM_short 
90 0 AP891006-0213  675 0.09156 VSM_short 
90 0 AP890418-0029  676 0.09151 VSM_short 
90 0 AP890824-0250  677 0.09138 VSM_short 
90 0 AP890202-0205  678 0.09135 VSM_short 
90 0 AP890831-0158  679 0.09135 VSM_short 
90 0 AP890105-0251  680 0.09129 VSM_short 
90 0 AP890105-0256  681 0.09129 VSM_short 
90 0 AP890105-0260  682 0.09129 VSM_short 
90 0 AP890106-0221  683 0.09129 VSM_short 
90 0 AP890106-0223  684 0.09129 VSM_short 
90 0 AP890106-0227  685 0.09129 VSM_short 
90 0 AP890106-0231  686 0.09129 VSM_short 
90 0 AP890123-0292  687 0.09129 VSM_short 
90 0 AP890123-0299  688 0.09129 VSM_short 
90 0 AP890123-0302  689 0.09129 VSM_short 
90 0 AP890202-0259  690 0.09129 VSM_short 
90 0 AP890202-0266  691 0.09129 VSM_short 
90 0 AP890202-0273  692 0.09129 VSM_short 
90 0 AP890202-0277  693 0.09129 VSM_short 
90 0 AP890329-0037  694 0.09129 VSM_short 
90 0 AP890702-0019  695 0.09129 VSM_short 
90 0 AP891009-0101  696 0.09125 VSM_short 
90 0 AP891010-0024  697 0.09125 VSM_short 
90 0 AP890509-0274  698 0.09122 VSM_short 
90 0 AP891101-0028  699 0.09115 VSM_short 
90 0 AP890617-0061  700 0.09070 VSM_short 
90 0 AP890405-0133  701 0.09056 VSM_short 
90 0 AP891128-0217  702 0.09056 VSM_short 
90 0 AP890712-0277  703 0.09034 VSM_short 
90 0 AP891024-0022  704 0.09029 VSM_short 
90 0 AP890914-0052  705 0.09026 VSM_short 
90 0 AP890621-0216  706 0.09015 VSM_short 
90 0 AP891209-0010  707 0.08972 VSM_short 
90 0 AP890505-0148  708 0.08956 VSM_short 
90 0 AP890203-0161  709 0.08939 VSM_short 
90 0 AP890914-0249  710 0.08939 VSM_short 
90 0 AP890101-0043  711 0.08933 VSM_short 
90 0 AP890323-0285  712 0.08932 VSM_short 
90 0 AP891214-0047  713 0.08925 VSM_short 
90 0 AP890421-0232  714 0.08899 VSM_short 
90 0 AP890502-0262  715 0.08899 VSM_short 
90 0 AP890328-0081  716 0.08889 VSM_short 
90 0 AP890914-0261  717 0.08882 VSM_short 
90 0 AP890627-0240  718 0.08873 VSM_short 
90 0 AP890822-0156  719 0.08855 VSM_short 
90 0 AP890518-0035  720 0.08847 VSM_short 
90 0 AP890518-0056  721 0.08844 VSM_short 
90 0 AP890606-0173  722 0.08844 VSM_short 
