51 0 AP890503-0279    1 0.26778 TREC_short 
34976 0 AP890519-0105  926 0.02359 TREC_short 
34977 0 AP891010-0055  927 0.02328 TREC_short 
34978 0 AP890104-0041  928 0.02328 TREC_short 
34979 0 AP890520-0081  929 0.02328 TREC_short 
34980 0 AP890310-0026  930 0.02328 TREC_short 
34981 0 AP890522-0102  931 0.02328 TREC_short 
34982 0 AP891012-0175  932 0.02328 TREC_short 
34983 0 AP890311-0006  933 0.02328 TREC_short 
34984 0 AP890522-0210  934 0.02328 TREC_short 
34985 0 AP891013-0040  935 0.02328 TREC_short 
34986 0 AP891014-0143  936 0.02328 TREC_short 
34987 0 AP890119-0015  937 0.02328 TREC_short 
34988 0 AP890204-0045  938 0.02328 TREC_short 
34989 0 AP891017-0145  939 0.02328 TREC_short 
34990 0 AP891018-0120  940 0.02328 TREC_short 
34991 0 AP890204-0122  941 0.02328 TREC_short 
34992 0 AP890525-0171  942 0.02328 TREC_short 
34993 0 AP891020-0165  943 0.02328 TREC_short 
34994 0 AP890526-0085  944 0.02328 TREC_short 
34995 0 AP891023-0128  945 0.02328 TREC_short 
34996 0 AP890527-0052  946 0.02328 TREC_short 
34997 0 AP890527-0056  947 0.02328 TREC_short 
34998 0 AP891026-0032  948 0.02328 TREC_short 
34999 0 AP891027-0082  949 0.02328 TREC_short 
35000 0 AP890531-0056  950 0.02328 TREC_short 
35001 0 AP891031-0192  951 0.02328 TREC_short 
35002 0 AP891102-0150  952 0.02328 TREC_short 
35003 0 AP891102-0156  953 0.02328 TREC_short 
35004 0 AP890601-0343  954 0.02328 TREC_short 
35005 0 AP891103-0173  955 0.02328 TREC_short 
35006 0 AP890316-0099  956 0.02328 TREC_short 
35007 0 AP890602-0077  957 0.02328 TREC_short 
35008 0 AP891108-0052  958 0.02328 TREC_short 
35009 0 AP891109-0221  959 0.02328 TREC_short 
35010 0 AP890111-0093  960 0.02328 TREC_short 
35011 0 AP891111-0112  961 0.02328 TREC_short 
35012 0 AP890120-0109  962 0.02328 TREC_short 
35013 0 AP891113-0051  963 0.02328 TREC_short 
35014 0 AP891113-0124  964 0.02328 TREC_short 
35015 0 AP890608-0089  965 0.02328 TREC_short 
35016 0 AP891115-0125  966 0.02328 TREC_short 
35017 0 AP891115-0200  967 0.02328 TREC_short 
35018 0 AP890320-0025  968 0.02328 TREC_short 
35019 0 AP890609-0102  969 0.02328 TREC_short 
35020 0 AP890610-0037  970 0.02328 TREC_short 
35021 0 AP891118-0157  971 0.02328 TREC_short 
35022 0 AP890208-0249  972 0.02328 TREC_short 
35023 0 AP891120-0055  973 0.02328 TREC_short 
35024 0 AP891121-0094  974 0.02328 TREC_short 
35025 0 AP891122-0095  975 0.02328 TREC_short 
35026 0 AP891122-0096  976 0.02328 TREC_short 
35027 0 AP891122-0137  977 0.02328 TREC_short 
35028 0 AP890209-0041  978 0.02328 TREC_short 
35029 0 AP890613-0178  979 0.02328 TREC_short 
35030 0 AP891124-0029  980 0.02328 TREC_short 
35031 0 AP890322-0259  981 0.02328 TREC_short 
35032 0 AP891127-0058  982 0.02328 TREC_short 
35033 0 AP891129-0006  983 0.02328 TREC_short 
35034 0 AP890616-0140  984 0.02328 TREC_short 
35035 0 AP891202-0020  985 0.02328 TREC_short 
35036 0 AP891203-0030  986 0.02328 TREC_short 
35037 0 AP891204-0144  987 0.02328 TREC_short 
35038 0 AP890618-0010  988 0.02328 TREC_short 
35039 0 AP891204-0209  989 0.02328 TREC_short 
35040 0 AP890324-0120  990 0.02328 TREC_short 
35041 0 AP890324-0097  991 0.02328 TREC_short 
35042 0 AP890620-0006  992 0.02328 TREC_short 
35043 0 AP890620-0083  993 0.02328 TREC_short 
35044 0 AP890620-0085  994 0.02328 TREC_short 
35045 0 AP891212-0005  995 0.02328 TREC_short 
35046 0 AP890621-0169  996 0.02328 TREC_short 
35047 0 AP890622-0041  997 0.02328 TREC_short 
35048 0 AP890327-0079  998 0.02328 TREC_short 
35049 0 AP890327-0074  999 0.02328 TREC_short 
35050 0 AP891215-0095 1000 0.02328 TREC_short 
35051 0 AP890223-0266    1 0.28948 TREC_short 
35052 0 AP890608-0287    2 0.21479 TREC_short 
35053 0 AP890829-0205    3 0.18609 TREC_short 
35054 0 AP890805-0066    4 0.18035 TREC_short 
35055 0 AP890829-0211    5 0.16344 TREC_short 
35056 0 AP890613-0040    6 0.16031 TREC_short 
35057 0 AP890829-0215    7 0.15780 TREC_short 
35058 0 AP891127-0251    8 0.15655 TREC_short 
35059 0 AP891127-0095    9 0.15342 TREC_short 
35060 0 AP891207-0235   10 0.15342 TREC_short 
35061 0 AP890727-0295   11 0.15342 TREC_short 
35062 0 AP890605-0164   12 0.15029 TREC_short 
35063 0 AP890711-0228   13 0.14027 TREC_short 
35064 0 AP891019-0171   14 0.13957 TREC_short 
35065 0 AP891011-0285   15 0.13526 TREC_short 
35066 0 AP890925-0292   16 0.13526 TREC_short 
35067 0 AP890927-0271   17 0.13526 TREC_short 
35068 0 AP890710-0282   18 0.12963 TREC_short 
35069 0 AP891128-0228   19 0.12524 TREC_short 
35070 0 AP891208-0292   20 0.12524 TREC_short 
35071 0 AP890626-0151   21 0.12524 TREC_short 
35072 0 AP890110-0254   22 0.12524 TREC_short 
35073 0 AP890214-0196   23 0.12274 TREC_short 
35074 0 AP890913-0270   24 0.12274 TREC_short 
35075 0 AP890630-0101   25 0.12023 TREC_short 
35076 0 AP891222-0284   26 0.12023 TREC_short 
35077 0 AP890110-0259   27 0.12023 TREC_short 
35078 0 AP890829-0031   28 0.12023 TREC_short 
35079 0 AP890922-0068   29 0.11702 TREC_short 
35080 0 AP891215-0206   30 0.11272 TREC_short 
35081 0 AP890806-0075   31 0.11272 TREC_short 
35082 0 AP890925-0301   32 0.11272 TREC_short 
35083 0 AP890425-0199   33 0.11021 TREC_short 
35084 0 AP890817-0204   34 0.11021 TREC_short 
35085 0 AP890901-0047   35 0.11021 TREC_short 
35086 0 AP890410-0240   36 0.10959 TREC_short 
35087 0 AP890220-0130   37 0.10959 TREC_short 
35088 0 AP891004-0073   38 0.10959 TREC_short 
35089 0 AP890621-0278   39 0.10739 TREC_short 
35090 0 AP890920-0239   40 0.10288 TREC_short 
35091 0 AP890728-0299   41 0.10070 TREC_short 
35092 0 AP890720-0292   42 0.10021 TREC_short 
35093 0 AP890226-0103   43 0.10021 TREC_short 
35094 0 AP891127-0239   44 0.10019 TREC_short 
35095 0 AP890616-0107   45 0.10019 TREC_short 
35096 0 AP890703-0038   46 0.10019 TREC_short 
35097 0 AP890821-0233   47 0.10019 TREC_short 
35098 0 AP890829-0034   48 0.10019 TREC_short 
35099 0 AP890929-0180   49 0.10019 TREC_short 
35100 0 AP890207-0169   50 0.09393 TREC_short 
35101 0 AP890311-0167   51 0.09393 TREC_short 
35102 0 AP891119-0074   52 0.09393 TREC_short 
35103 0 AP890613-0229   53 0.09393 TREC_short 
35104 0 AP890611-0084   54 0.09393 TREC_short 
35105 0 AP891211-0313   55 0.09393 TREC_short 
35106 0 AP891223-0125   56 0.09393 TREC_short 
35107 0 AP891227-0173   57 0.09393 TREC_short 
35108 0 AP890401-0081   58 0.09393 TREC_short 
35109 0 AP890411-0139   59 0.09393 TREC_short 
35110 0 AP890831-0148   60 0.09393 TREC_short 
35111 0 AP890919-0124   61 0.09393 TREC_short 
35112 0 AP890105-0248   62 0.09205 TREC_short 
35113 0 AP891021-0164   63 0.09205 TREC_short 
35114 0 AP890530-0123   64 0.09205 TREC_short 
35115 0 AP890120-0285   65 0.09205 TREC_short 
35116 0 AP891207-0005   66 0.09205 TREC_short 
35117 0 AP890707-0256   67 0.09205 TREC_short 
35118 0 AP890224-0239   68 0.09205 TREC_short 
35119 0 AP890508-0171   69 0.09205 TREC_short 
35120 0 AP890327-0235   70 0.09017 TREC_short 
35121 0 AP890215-0249   71 0.09017 TREC_short 
35122 0 AP890822-0228   72 0.09017 TREC_short 
35123 0 AP890822-0248   73 0.09017 TREC_short 
35124 0 AP890830-0277   74 0.09017 TREC_short 
35125 0 AP891113-0221   75 0.09017 TREC_short 
35126 0 AP890613-0136   76 0.09017 TREC_short 
35127 0 AP891208-0060   77 0.09017 TREC_short 
35128 0 AP891230-0023   78 0.09017 TREC_short 
35129 0 AP890710-0256   79 0.09017 TREC_short 
35130 0 AP890720-0230   80 0.09017 TREC_short 
35131 0 AP890908-0001   81 0.09017 TREC_short 
35132 0 AP890909-0147   82 0.09017 TREC_short 
35133 0 AP890307-0181   83 0.09017 TREC_short 
35134 0 AP890308-0247   84 0.09017 TREC_short 
35135 0 AP890921-0284   85 0.08597 TREC_short 
35136 0 AP890629-0288   86 0.08562 TREC_short 
35137 0 AP891226-0208   87 0.08454 TREC_short 
35138 0 AP890709-0067   88 0.08438 TREC_short 
35139 0 AP890925-0094   89 0.08438 TREC_short 
35140 0 AP891024-0207   90 0.08015 TREC_short 
35141 0 AP890203-0228   91 0.08015 TREC_short 
35142 0 AP891102-0092   92 0.08015 TREC_short 
35143 0 AP890605-0179   93 0.08015 TREC_short 
35144 0 AP890323-0188   94 0.08015 TREC_short 
35145 0 AP890210-0115   95 0.08015 TREC_short 
35146 0 AP891211-0063   96 0.08015 TREC_short 
35147 0 AP890210-0274   97 0.08015 TREC_short 
35148 0 AP890424-0306   98 0.08015 TREC_short 
35149 0 AP890804-0154   99 0.08015 TREC_short 
35150 0 AP890810-0175  100 0.08015 TREC_short 
35151 0 AP890922-0257  101 0.08015 TREC_short 
35152 0 AP890302-0318  102 0.08015 TREC_short 
35153 0 AP891215-0282  103 0.07890 TREC_short 
35154 0 AP890802-0163  104 0.07890 TREC_short 
35155 0 AP890226-0102  105 0.07890 TREC_short 
35156 0 AP890104-0250  106 0.07828 TREC_short 
35157 0 AP891109-0085  107 0.07828 TREC_short 
35158 0 AP890616-0234  108 0.07828 TREC_short 
35159 0 AP891228-0220  109 0.07828 TREC_short 
35160 0 AP890104-0107  110 0.07828 TREC_short 
35161 0 AP890421-0284  111 0.07828 TREC_short 
35162 0 AP890822-0208  112 0.07828 TREC_short 
35163 0 AP890830-0033  113 0.07828 TREC_short 
35164 0 AP890922-0310  114 0.07828 TREC_short 
35165 0 AP891012-0334  115 0.07671 TREC_short 
35166 0 AP890609-0241  116 0.07671 TREC_short 
35167 0 AP891127-0252  117 0.07671 TREC_short 
35168 0 AP891218-0286  118 0.07671 TREC_short 
35169 0 AP890905-0250  119 0.07671 TREC_short 
35170 0 AP890906-0310  120 0.07671 TREC_short 
35171 0 AP890925-0257  121 0.07671 TREC_short 
35172 0 AP891002-0337  122 0.07671 TREC_short 
35173 0 AP890327-0008  123 0.07436 TREC_short 
35174 0 AP890524-0268  124 0.07398 TREC_short 
35175 0 AP890831-0258  125 0.07327 TREC_short 
35176 0 AP890204-0175  126 0.07077 TREC_short 
35177 0 AP890630-0244  127 0.07070 TREC_short 
35178 0 AP890106-0160  128 0.07014 TREC_short 
35179 0 AP891011-0044  129 0.07014 TREC_short 
35180 0 AP891017-0172  130 0.07014 TREC_short 
35181 0 AP891117-0110  131 0.07014 TREC_short 
35182 0 AP891206-0203  132 0.07014 TREC_short 
35183 0 AP891217-0086  133 0.07014 TREC_short 
35184 0 AP891219-0024  134 0.07014 TREC_short 
35185 0 AP891225-0027  135 0.07014 TREC_short 
35186 0 AP891227-0079  136 0.07014 TREC_short 
35187 0 AP890713-0149  137 0.07014 TREC_short 
35188 0 AP890418-0311  138 0.07014 TREC_short 
35189 0 AP890223-0139  139 0.07014 TREC_short 
35190 0 AP890825-0259  140 0.07014 TREC_short 
35191 0 AP890828-0030  141 0.07014 TREC_short 
35192 0 AP890928-0306  142 0.07014 TREC_short 
35193 0 AP891003-0042  143 0.07014 TREC_short 
35194 0 AP891005-0253  144 0.07014 TREC_short 
35195 0 AP890522-0225  145 0.06953 TREC_short 
35196 0 AP890310-0218  146 0.06904 TREC_short 
35197 0 AP891012-0030  147 0.06904 TREC_short 
35198 0 AP890530-0275  148 0.06904 TREC_short 
35199 0 AP891207-0211  149 0.06904 TREC_short 
35200 0 AP891218-0289  150 0.06904 TREC_short 
35201 0 AP890219-0098  151 0.06904 TREC_short 
35202 0 AP890414-0271  152 0.06904 TREC_short 
35203 0 AP890426-0293  153 0.06904 TREC_short 
35204 0 AP890306-0076  154 0.06904 TREC_short 
35205 0 AP890512-0244  155 0.06904 TREC_short 
35206 0 AP890315-0159  156 0.06763 TREC_short 
35207 0 AP890601-0063  157 0.06763 TREC_short 
35208 0 AP890316-0057  158 0.06763 TREC_short 
35209 0 AP890610-0055  159 0.06763 TREC_short 
35210 0 AP890327-0125  160 0.06763 TREC_short 
35211 0 AP890213-0237  161 0.06763 TREC_short 
35212 0 AP890721-0219  162 0.06763 TREC_short 
35213 0 AP890801-0231  163 0.06763 TREC_short 
35214 0 AP890108-0094  164 0.06763 TREC_short 
35215 0 AP890224-0258  165 0.06763 TREC_short 
35216 0 AP890224-0118  166 0.06763 TREC_short 
35217 0 AP890227-0073  167 0.06763 TREC_short 
35218 0 AP890428-0070  168 0.06763 TREC_short 
35219 0 AP890508-0176  169 0.06763 TREC_short 
35220 0 AP890913-0291  170 0.06763 TREC_short 
35221 0 AP890914-0270  171 0.06763 TREC_short 
35222 0 AP891008-0029  172 0.06763 TREC_short 
35223 0 AP891027-0192  173 0.06462 TREC_short 
35224 0 AP890314-0265  174 0.06337 TREC_short 
35225 0 AP890526-0045  175 0.06262 TREC_short 
35226 0 AP891108-0304  176 0.06262 TREC_short 
35227 0 AP891109-0276  177 0.06262 TREC_short 
35228 0 AP891109-0300  178 0.06262 TREC_short 
35229 0 AP890609-0044  179 0.06262 TREC_short 
35230 0 AP890105-0274  180 0.06262 TREC_short 
35231 0 AP890607-0169  181 0.06262 TREC_short 
35232 0 AP890610-0082  182 0.06262 TREC_short 
35233 0 AP891118-0130  183 0.06262 TREC_short 
35234 0 AP890610-0122  184 0.06262 TREC_short 
35235 0 AP890614-0190  185 0.06262 TREC_short 
35236 0 AP891130-0229  186 0.06262 TREC_short 
35237 0 AP890329-0134  187 0.06262 TREC_short 
35238 0 AP890101-0005  188 0.06262 TREC_short 
35239 0 AP890715-0133  189 0.06262 TREC_short 
35240 0 AP890421-0041  190 0.06262 TREC_short 
35241 0 AP890221-0279  191 0.06262 TREC_short 
35242 0 AP890810-0155  192 0.06262 TREC_short 
35243 0 AP890818-0061  193 0.06262 TREC_short 
35244 0 AP890227-0317  194 0.06262 TREC_short 
35245 0 AP890830-0226  195 0.06262 TREC_short 
35246 0 AP890301-0181  196 0.06262 TREC_short 
35247 0 AP890903-0086  197 0.06262 TREC_short 
35248 0 AP890506-0057  198 0.06262 TREC_short 
35249 0 AP890918-0260  199 0.06262 TREC_short 
35250 0 AP890920-0214  200 0.06262 TREC_short 
35251 0 AP890926-0120  201 0.06262 TREC_short 
35252 0 AP890929-0222  202 0.06262 TREC_short 
35253 0 AP890929-0243  203 0.06262 TREC_short 
35254 0 AP890308-0267  204 0.06262 TREC_short 
35255 0 AP891004-0172  205 0.06262 TREC_short 
35256 0 AP891005-0032  206 0.06262 TREC_short 
35257 0 AP890105-0011  207 0.06235 TREC_short 
35258 0 AP890725-0274  208 0.06199 TREC_short 
35259 0 AP890917-0036  209 0.06199 TREC_short 
35260 0 AP890202-0302  210 0.06186 TREC_short 
35261 0 AP891012-0271  211 0.06137 TREC_short 
35262 0 AP890102-0059  212 0.06137 TREC_short 
35263 0 AP890530-0031  213 0.06137 TREC_short 
35264 0 AP890207-0245  214 0.06137 TREC_short 
35265 0 AP890608-0187  215 0.06137 TREC_short 
35266 0 AP891120-0030  216 0.06137 TREC_short 
35267 0 AP890324-0187  217 0.06137 TREC_short 
35268 0 AP890620-0150  218 0.06137 TREC_short 
35269 0 AP890621-0140  219 0.06137 TREC_short 
35270 0 AP890210-0198  220 0.06137 TREC_short 
35271 0 AP890622-0089  221 0.06137 TREC_short 
35272 0 AP890327-0233  222 0.06137 TREC_short 
35273 0 AP891221-0132  223 0.06137 TREC_short 
35274 0 AP890712-0261  224 0.06137 TREC_short 
35275 0 AP890413-0110  225 0.06137 TREC_short 
35276 0 AP890731-0229  226 0.06137 TREC_short 
35277 0 AP890422-0137  227 0.06137 TREC_short 
35278 0 AP890821-0238  228 0.06137 TREC_short 
35279 0 AP890828-0254  229 0.06137 TREC_short 
35280 0 AP890830-0138  230 0.06137 TREC_short 
35281 0 AP890303-0033  231 0.06137 TREC_short 
35282 0 AP890925-0037  232 0.06137 TREC_short 
35283 0 AP891003-0050  233 0.06137 TREC_short 
35284 0 AP890522-0356  234 0.06012 TREC_short 
35285 0 AP890524-0289  235 0.06012 TREC_short 
35286 0 AP890105-0275  236 0.06012 TREC_short 
35287 0 AP890527-0003  237 0.06012 TREC_short 
35288 0 AP890529-0039  238 0.06012 TREC_short 
35289 0 AP890529-0159  239 0.06012 TREC_short 
35290 0 AP890530-0030  240 0.06012 TREC_short 
35291 0 AP890530-0192  241 0.06012 TREC_short 
35292 0 AP890119-0346  242 0.06012 TREC_short 
35293 0 AP891110-0250  243 0.06012 TREC_short 
35294 0 AP891122-0136  244 0.06012 TREC_short 
35295 0 AP890614-0225  245 0.06012 TREC_short 
35296 0 AP891201-0136  246 0.06012 TREC_short 
35297 0 AP891220-0023  247 0.06012 TREC_short 
35298 0 AP890216-0191  248 0.06012 TREC_short 
35299 0 AP890216-0080  249 0.06012 TREC_short 
35300 0 AP890412-0282  250 0.06012 TREC_short 
35301 0 AP890413-0058  251 0.06012 TREC_short 
35302 0 AP890413-0049  252 0.06012 TREC_short 
35303 0 AP890812-0128  253 0.06012 TREC_short 
35304 0 AP890814-0136  254 0.06012 TREC_short 
35305 0 AP890109-0157  255 0.06012 TREC_short 
35306 0 AP890428-0076  256 0.06012 TREC_short 
35307 0 AP890914-0228  257 0.06012 TREC_short 
35308 0 AP890509-0038  258 0.06012 TREC_short 
35309 0 AP890918-0228  259 0.06012 TREC_short 
35310 0 AP890927-0053  260 0.06012 TREC_short 
35311 0 AP890928-0243  261 0.06012 TREC_short 
35312 0 AP890928-0072  262 0.06012 TREC_short 
35313 0 AP890803-0260  263 0.05896 TREC_short 
35314 0 AP890406-0257  264 0.05871 TREC_short 
35315 0 AP890815-0033  265 0.05871 TREC_short 
35316 0 AP890227-0224  266 0.05871 TREC_short 
35317 0 AP890111-0016  267 0.05636 TREC_short 
35318 0 AP891122-0281  268 0.05636 TREC_short 
35319 0 AP891130-0256  269 0.05636 TREC_short 
35320 0 AP890622-0219  270 0.05636 TREC_short 
35321 0 AP890722-0151  271 0.05636 TREC_short 
35322 0 AP890309-0168  272 0.05636 TREC_short 
35323 0 AP891004-0193  273 0.05636 TREC_short 
35324 0 AP890908-0225  274 0.05479 TREC_short 
35325 0 AP890510-0232  275 0.05479 TREC_short 
35326 0 AP890530-0033  276 0.05370 TREC_short 
35327 0 AP891026-0230  277 0.05370 TREC_short 
35328 0 AP890601-0183  278 0.05370 TREC_short 
35329 0 AP890106-0071  279 0.05370 TREC_short 
35330 0 AP890613-0073  280 0.05370 TREC_short 
35331 0 AP891212-0206  281 0.05370 TREC_short 
35332 0 AP891219-0028  282 0.05370 TREC_short 
35333 0 AP890403-0008  283 0.05370 TREC_short 
35334 0 AP890705-0129  284 0.05370 TREC_short 
35335 0 AP890406-0068  285 0.05370 TREC_short 
35336 0 AP890406-0069  286 0.05370 TREC_short 
35337 0 AP890713-0306  287 0.05370 TREC_short 
35338 0 AP890720-0273  288 0.05370 TREC_short 
35339 0 AP890725-0255  289 0.05370 TREC_short 
35340 0 AP890221-0299  290 0.05370 TREC_short 
35341 0 AP890223-0292  291 0.05370 TREC_short 
35342 0 AP890907-0056  292 0.05370 TREC_short 
35343 0 AP890509-0043  293 0.05370 TREC_short 
35344 0 AP890509-0175  294 0.05370 TREC_short 
35345 0 AP890509-0264  295 0.05370 TREC_short 
35346 0 AP890925-0040  296 0.05370 TREC_short 
35347 0 AP890926-0048  297 0.05370 TREC_short 
35348 0 AP890517-0046  298 0.05370 TREC_short 
35349 0 AP890523-0042  299 0.05072 TREC_short 
35350 0 AP890316-0159  300 0.05072 TREC_short 
35351 0 AP890611-0086  301 0.05072 TREC_short 
35352 0 AP890120-0150  302 0.05072 TREC_short 
35353 0 AP891127-0170  303 0.05072 TREC_short 
35354 0 AP891130-0070  304 0.05072 TREC_short 
35355 0 AP890617-0009  305 0.05072 TREC_short 
35356 0 AP890124-0147  306 0.05072 TREC_short 
35357 0 AP891222-0050  307 0.05072 TREC_short 
35358 0 AP890830-0279  308 0.05072 TREC_short 
35359 0 AP890910-0092  309 0.05072 TREC_short 
35360 0 AP890515-0191  310 0.05072 TREC_short 
35361 0 AP890417-0202  311 0.05026 TREC_short 
35362 0 AP891012-0333  312 0.05010 TREC_short 
35363 0 AP890313-0212  313 0.05010 TREC_short 
35364 0 AP890314-0119  314 0.05010 TREC_short 
35365 0 AP891024-0198  315 0.05010 TREC_short 
35366 0 AP890530-0040  316 0.05010 TREC_short 
35367 0 AP890601-0080  317 0.05010 TREC_short 
35368 0 AP891102-0018  318 0.05010 TREC_short 
35369 0 AP890601-0381  319 0.05010 TREC_short 
35370 0 AP890607-0063  320 0.05010 TREC_short 
35371 0 AP890608-0148  321 0.05010 TREC_short 
35372 0 AP890609-0050  322 0.05010 TREC_short 
35373 0 AP891117-0170  323 0.05010 TREC_short 
35374 0 AP890616-0018  324 0.05010 TREC_short 
35375 0 AP890616-0196  325 0.05010 TREC_short 
35376 0 AP890404-0060  326 0.05010 TREC_short 
35377 0 AP890720-0282  327 0.05010 TREC_short 
35378 0 AP890415-0096  328 0.05010 TREC_short 
35379 0 AP890103-0218  329 0.05010 TREC_short 
35380 0 AP890419-0225  330 0.05010 TREC_short 
35381 0 AP890809-0281  331 0.05010 TREC_short 
35382 0 AP890127-0226  332 0.05010 TREC_short 
35383 0 AP890421-0227  333 0.05010 TREC_short 
35384 0 AP890425-0048  334 0.05010 TREC_short 
35385 0 AP890426-0045  335 0.05010 TREC_short 
35386 0 AP890427-0302  336 0.05010 TREC_short 
35387 0 AP890428-0038  337 0.05010 TREC_short 
35388 0 AP890828-0227  338 0.05010 TREC_short 
35389 0 AP890905-0032  339 0.05010 TREC_short 
35390 0 AP890504-0290  340 0.05010 TREC_short 
35391 0 AP890908-0055  341 0.05010 TREC_short 
35392 0 AP890911-0035  342 0.05010 TREC_short 
35393 0 AP890915-0238  343 0.05010 TREC_short 
35394 0 AP890509-0243  344 0.05010 TREC_short 
35395 0 AP890918-0032  345 0.05010 TREC_short 
35396 0 AP890925-0057  346 0.05010 TREC_short 
35397 0 AP890925-0278  347 0.05010 TREC_short 
35398 0 AP890926-0292  348 0.05010 TREC_short 
35399 0 AP890928-0044  349 0.05010 TREC_short 
35400 0 AP890516-0047  350 0.05010 TREC_short 
35401 0 AP891004-0069  351 0.05010 TREC_short 
35402 0 AP891006-0042  352 0.05010 TREC_short 
35403 0 AP891215-0121  353 0.04749 TREC_short 
35404 0 AP891206-0137  354 0.04746 TREC_short 
35405 0 AP890207-0258  355 0.04721 TREC_short 
35406 0 AP890628-0265  356 0.04721 TREC_short 
35407 0 AP890520-0123  357 0.04697 TREC_short 
35408 0 AP891010-0237  358 0.04697 TREC_short 
35409 0 AP890310-0081  359 0.04697 TREC_short 
35410 0 AP891011-0119  360 0.04697 TREC_short 
35411 0 AP890310-0265  361 0.04697 TREC_short 
35412 0 AP891018-0104  362 0.04697 TREC_short 
35413 0 AP890526-0215  363 0.04697 TREC_short 
35414 0 AP890529-0036  364 0.04697 TREC_short 
35415 0 AP890120-0157  365 0.04697 TREC_short 
35416 0 AP890612-0259  366 0.04697 TREC_short 
35417 0 AP890614-0009  367 0.04697 TREC_short 
35418 0 AP891127-0253  368 0.04697 TREC_short 
35419 0 AP891128-0216  369 0.04697 TREC_short 
35420 0 AP890619-0035  370 0.04697 TREC_short 
35421 0 AP890622-0110  371 0.04697 TREC_short 
35422 0 AP891231-0040  372 0.04697 TREC_short 
35423 0 AP890403-0138  373 0.04697 TREC_short 
35424 0 AP890406-0227  374 0.04697 TREC_short 
35425 0 AP890216-0122  375 0.04697 TREC_short 
35426 0 AP890113-0276  376 0.04697 TREC_short 
35427 0 AP890411-0226  377 0.04697 TREC_short 
35428 0 AP890720-0033  378 0.04697 TREC_short 
35429 0 AP890728-0234  379 0.04697 TREC_short 
35430 0 AP890801-0031  380 0.04697 TREC_short 
35431 0 AP890806-0005  381 0.04697 TREC_short 
35432 0 AP890422-0138  382 0.04697 TREC_short 
35433 0 AP890227-0304  383 0.04697 TREC_short 
35434 0 AP890428-0212  384 0.04697 TREC_short 
35435 0 AP890831-0275  385 0.04697 TREC_short 
35436 0 AP890903-0060  386 0.04697 TREC_short 
35437 0 AP890902-0065  387 0.04697 TREC_short 
35438 0 AP890906-0309  388 0.04697 TREC_short 
35439 0 AP890908-0045  389 0.04697 TREC_short 
35440 0 AP890117-0121  390 0.04697 TREC_short 
35441 0 AP890131-0159  391 0.04697 TREC_short 
35442 0 AP890508-0031  392 0.04697 TREC_short 
35443 0 AP890917-0087  393 0.04697 TREC_short 
35444 0 AP890919-0150  394 0.04697 TREC_short 
35445 0 AP890927-0223  395 0.04697 TREC_short 
35446 0 AP890515-0295  396 0.04697 TREC_short 
35447 0 AP890516-0041  397 0.04697 TREC_short 
35448 0 AP890118-0089  398 0.04697 TREC_short 
35449 0 AP890202-0202  399 0.04697 TREC_short 
35450 0 AP891005-0241  400 0.04697 TREC_short 
35451 0 AP890202-0189  401 0.04697 TREC_short 
35452 0 AP890207-0130  402 0.04652 TREC_short 
35453 0 AP890712-0008  403 0.04652 TREC_short 
35454 0 AP890919-0218  404 0.04652 TREC_short 
35455 0 AP890203-0187  405 0.04603 TREC_short 
35456 0 AP890523-0031  406 0.04603 TREC_short 
35457 0 AP890525-0277  407 0.04603 TREC_short 
35458 0 AP891019-0335  408 0.04603 TREC_short 
35459 0 AP890315-0098  409 0.04603 TREC_short 
35460 0 AP891108-0201  410 0.04603 TREC_short 
35461 0 AP890607-0223  411 0.04603 TREC_short 
35462 0 AP890608-0276  412 0.04603 TREC_short 
35463 0 AP891124-0224  413 0.04603 TREC_short 
35464 0 AP890323-0290  414 0.04603 TREC_short 
35465 0 AP890615-0288  415 0.04603 TREC_short 
35466 0 AP890619-0274  416 0.04603 TREC_short 
35467 0 AP891207-0252  417 0.04603 TREC_short 
35468 0 AP891214-0250  418 0.04603 TREC_short 
35469 0 AP890622-0331  419 0.04603 TREC_short 
35470 0 AP890623-0092  420 0.04603 TREC_short 
35471 0 AP890330-0252  421 0.04603 TREC_short 
35472 0 AP890213-0265  422 0.04603 TREC_short 
35473 0 AP890403-0154  423 0.04603 TREC_short 
35474 0 AP890705-0145  424 0.04603 TREC_short 
35475 0 AP890706-0269  425 0.04603 TREC_short 
35476 0 AP890707-0010  426 0.04603 TREC_short 
35477 0 AP890216-0066  427 0.04603 TREC_short 
35478 0 AP890407-0273  428 0.04603 TREC_short 
35479 0 AP890713-0297  429 0.04603 TREC_short 
35480 0 AP890722-0069  430 0.04603 TREC_short 
35481 0 AP890413-0298  431 0.04603 TREC_short 
35482 0 AP890727-0288  432 0.04603 TREC_short 
35483 0 AP890803-0317  433 0.04603 TREC_short 
35484 0 AP890420-0279  434 0.04603 TREC_short 
35485 0 AP890808-0142  435 0.04603 TREC_short 
35486 0 AP890420-0254  436 0.04603 TREC_short 
35487 0 AP890809-0061  437 0.04603 TREC_short 
35488 0 AP890816-0229  438 0.04603 TREC_short 
35489 0 AP890501-0110  439 0.04603 TREC_short 
35490 0 AP890502-0265  440 0.04603 TREC_short 
35491 0 AP890907-0296  441 0.04603 TREC_short 
35492 0 AP890302-0319  442 0.04603 TREC_short 
