51 0 AP890908-0222    1 42.33588 BM25_long 
89 0 AP890309-0271  667 9.30811 BM25_long 
89 0 AP890327-0071  668 9.30799 BM25_long 
89 0 AP890706-0031  669 9.30216 BM25_long 
89 0 AP890426-0214  670 9.29561 BM25_long 
89 0 AP890815-0047  671 9.28737 BM25_long 
89 0 AP891115-0173  672 9.28721 BM25_long 
89 0 AP891130-0200  673 9.28420 BM25_long 
89 0 AP891012-0164  674 9.28179 BM25_long 
89 0 AP890407-0012  675 9.28174 BM25_long 
89 0 AP890703-0227  676 9.28027 BM25_long 
89 0 AP890314-0164  677 9.27526 BM25_long 
89 0 AP890131-0161  678 9.27519 BM25_long 
89 0 AP890325-0144  679 9.27485 BM25_long 
89 0 AP890727-0081  680 9.27444 BM25_long 
89 0 AP890806-0042  681 9.27444 BM25_long 
89 0 AP890911-0091  682 9.27444 BM25_long 
89 0 AP890518-0243  683 9.27428 BM25_long 
89 0 AP890918-0123  684 9.27353 BM25_long 
89 0 AP890630-0130  685 9.27314 BM25_long 
89 0 AP891109-0274  686 9.27314 BM25_long 
89 0 AP890308-0126  687 9.26877 BM25_long 
89 0 AP890925-0252  688 9.26639 BM25_long 
89 0 AP890519-0154  689 9.26594 BM25_long 
89 0 AP890113-0167  690 9.26495 BM25_long 
89 0 AP890919-0146  691 9.26067 BM25_long 
89 0 AP890208-0128  692 9.25902 BM25_long 
89 0 AP890831-0179  693 9.25830 BM25_long 
89 0 AP890522-0060  694 9.25599 BM25_long 
89 0 AP890815-0183  695 9.25502 BM25_long 
89 0 AP890303-0094  696 9.25455 BM25_long 
89 0 AP890114-0157  697 9.24874 BM25_long 
89 0 AP890119-0288  698 9.24874 BM25_long 
89 0 AP890131-0284  699 9.24874 BM25_long 
89 0 AP890201-0283  700 9.24874 BM25_long 
89 0 AP890207-0256  701 9.24874 BM25_long 
89 0 AP890306-0289  702 9.24874 BM25_long 
89 0 AP890603-0044  703 9.24874 BM25_long 
89 0 AP890607-0250  704 9.24874 BM25_long 
89 0 AP890626-0279  705 9.24874 BM25_long 
89 0 AP890926-0274  706 9.24874 BM25_long 
89 0 AP891129-0288  707 9.24874 BM25_long 
89 0 AP890716-0004  708 9.24736 BM25_long 
89 0 AP890730-0058  709 9.24698 BM25_long 
89 0 AP890628-0024  710 9.24580 BM25_long 
89 0 AP890124-0280  711 9.24126 BM25_long 
89 0 AP890704-0122  712 9.23872 BM25_long 
89 0 AP890730-0069  713 9.23833 BM25_long 
89 0 AP890208-0061  714 9.23526 BM25_long 
89 0 AP891012-0181  715 9.23402 BM25_long 
89 0 AP890329-0087  716 9.23066 BM25_long 
89 0 AP891214-0098  717 9.22560 BM25_long 
89 0 AP890524-0233  718 9.22544 BM25_long 
89 0 AP890110-0312  719 9.21993 BM25_long 
89 0 AP890325-0010  720 9.21775 BM25_long 
89 0 AP890524-0129  721 9.21622 BM25_long 
89 0 AP890128-0097  722 9.21587 BM25_long 
89 0 AP890306-0027  723 9.21487 BM25_long 
89 0 AP890503-0073  724 9.20198 BM25_long 
89 0 AP890127-0243  725 9.20036 BM25_long 
89 0 AP890620-0071  726 9.19960 BM25_long 
89 0 AP890516-0277  727 9.19959 BM25_long 
89 0 AP890311-0146  728 9.19938 BM25_long 
89 0 AP890630-0095  729 9.19578 BM25_long 
89 0 AP891027-0154  730 9.19509 BM25_long 
89 0 AP890408-0120  731 9.19381 BM25_long 
89 0 AP890916-0149  732 9.19381 BM25_long 
89 0 AP890424-0003  733 9.19236 BM25_long 
89 0 AP890418-0220  734 9.19177 BM25_long 
89 0 AP890424-0095  735 9.18504 BM25_long 
89 0 AP890410-0258  736 9.18024 BM25_long 
89 0 AP890512-0123  737 9.17691 BM25_long 
89 0 AP890210-0234  738 9.17349 BM25_long 
89 0 AP890416-0061  739 9.17309 BM25_long 
89 0 AP890616-0251  740 9.17289 BM25_long 
89 0 AP890329-0191  741 9.17248 BM25_long 
89 0 AP890216-0013  742 9.17095 BM25_long 
89 0 AP890826-0074  743 9.17037 BM25_long 
89 0 AP891117-0138  744 9.17037 BM25_long 
89 0 AP891110-0214  745 9.16834 BM25_long 
89 0 AP891217-0008  746 9.16585 BM25_long 
89 0 AP890526-0109  747 9.16022 BM25_long 
89 0 AP890626-0180  748 9.16006 BM25_long 
89 0 AP890219-0051  749 9.15813 BM25_long 
89 0 AP891212-0089  750 9.15608 BM25_long 
89 0 AP890120-0008  751 9.15495 BM25_long 
89 0 AP890627-0149  752 9.15486 BM25_long 
89 0 AP891127-0071  753 9.15416 BM25_long 
89 0 AP890109-0081  754 9.15126 BM25_long 
89 0 AP890918-0210  755 9.15118 BM25_long 
89 0 AP890508-0174  756 9.14960 BM25_long 
89 0 AP890122-0038  757 9.14282 BM25_long 
89 0 AP890413-0033  758 9.14282 BM25_long 
89 0 AP890130-0034  759 9.14014 BM25_long 
89 0 AP890808-0016  760 9.13891 BM25_long 
89 0 AP890330-0028  761 9.13614 BM25_long 
89 0 AP890818-0043  762 9.13491 BM25_long 
89 0 AP890720-0233  763 9.13317 BM25_long 
89 0 AP890906-0250  764 9.12731 BM25_long 
89 0 AP891123-0165  765 9.12503 BM25_long 
89 0 AP890824-0123  766 9.12369 BM25_long 
89 0 AP890728-0198  767 9.12152 BM25_long 
89 0 AP890110-0186  768 9.12123 BM25_long 
89 0 AP890531-0259  769 9.11764 BM25_long 
89 0 AP891129-0114  770 9.11338 BM25_long 
89 0 AP890705-0173  771 9.10847 BM25_long 
89 0 AP890306-0164  772 9.10551 BM25_long 
89 0 AP890118-0304  773 9.10487 BM25_long 
89 0 AP890316-0080  774 9.10035 BM25_long 
89 0 AP890113-0125  775 9.09578 BM25_long 
89 0 AP890302-0273  776 9.09578 BM25_long 
89 0 AP890118-0148  777 9.09534 BM25_long 
89 0 AP891110-0088  778 9.09023 BM25_long 
89 0 AP890427-0118  779 9.08947 BM25_long 
89 0 AP890809-0114  780 9.08903 BM25_long 
89 0 AP891221-0234  781 9.08771 BM25_long 
89 0 AP890503-0241  782 9.08119 BM25_long 
89 0 AP890503-0247  783 9.08119 BM25_long 
89 0 AP890224-0080  784 9.07886 BM25_long 
89 0 AP890807-0131  785 9.07664 BM25_long 
89 0 AP890521-0090  786 9.07306 BM25_long 
89 0 AP891018-0133  787 9.07161 BM25_long 
89 0 AP890322-0142  788 9.07071 BM25_long 
89 0 AP891103-0115  789 9.06876 BM25_long 
89 0 AP890527-0075  790 9.06568 BM25_long 
89 0 AP890405-0098  791 9.06385 BM25_long 
89 0 AP890206-0112  792 9.05770 BM25_long 
89 0 AP890921-0232  793 9.05729 BM25_long 
89 0 AP890113-0006  794 9.05693 BM25_long 
89 0 AP891108-0093  795 9.05606 BM25_long 
89 0 AP890328-0055  796 9.05231 BM25_long 
89 0 AP890126-0234  797 9.05088 BM25_long 
89 0 AP890519-0211  798 9.05063 BM25_long 
89 0 AP890105-0080  799 9.05029 BM25_long 
89 0 AP890831-0250  800 9.04955 BM25_long 
89 0 AP891121-0239  801 9.04752 BM25_long 
89 0 AP890927-0115  802 9.04680 BM25_long 
89 0 AP890731-0116  803 9.04505 BM25_long 
89 0 AP891211-0287  804 9.04212 BM25_long 
89 0 AP890511-0087  805 9.04050 BM25_long 
89 0 AP890802-0146  806 9.04016 BM25_long 
89 0 AP890918-0005  807 9.04016 BM25_long 
89 0 AP890822-0176  808 9.03701 BM25_long 
89 0 AP890726-0139  809 9.03339 BM25_long 
89 0 AP891108-0138  810 9.02470 BM25_long 
89 0 AP890921-0171  811 9.02072 BM25_long 
89 0 AP890131-0268  812 9.02060 BM25_long 
89 0 AP890414-0029  813 9.01914 BM25_long 
89 0 AP891217-0044  814 9.01900 BM25_long 
89 0 AP890523-0056  815 9.01485 BM25_long 
89 0 AP890825-0043  816 9.00991 BM25_long 
89 0 AP890208-0143  817 8.99783 BM25_long 
89 0 AP890727-0131  818 8.99325 BM25_long 
89 0 AP891110-0117  819 8.99205 BM25_long 
89 0 AP890609-0144  820 8.97758 BM25_long 
89 0 AP890201-0275  821 8.97748 BM25_long 
89 0 AP890317-0022  822 8.97600 BM25_long 
89 0 AP890329-0247  823 8.97468 BM25_long 
89 0 AP890801-0068  824 8.97305 BM25_long 
89 0 AP890613-0095  825 8.96833 BM25_long 
89 0 AP891110-0215  826 8.96704 BM25_long 
89 0 AP890617-0032  827 8.96068 BM25_long 
89 0 AP890927-0250  828 8.95992 BM25_long 
89 0 AP890517-0187  829 8.95942 BM25_long 
89 0 AP890310-0231  830 8.95495 BM25_long 
89 0 AP890504-0271  831 8.95376 BM25_long 
89 0 AP890922-0058  832 8.94912 BM25_long 
89 0 AP890717-0155  833 8.94464 BM25_long 
89 0 AP890207-0249  834 8.94328 BM25_long 
89 0 AP891019-0140  835 8.93960 BM25_long 
89 0 AP890215-0215  836 8.93852 BM25_long 
89 0 AP890626-0248  837 8.93501 BM25_long 
89 0 AP890327-0067  838 8.93467 BM25_long 
89 0 AP890605-0010  839 8.93343 BM25_long 
89 0 AP890103-0011  840 8.93315 BM25_long 
89 0 AP891204-0227  841 8.93273 BM25_long 
89 0 AP891006-0279  842 8.93112 BM25_long 
89 0 AP890822-0173  843 8.92641 BM25_long 
89 0 AP890110-0188  844 8.92125 BM25_long 
89 0 AP891129-0031  845 8.92117 BM25_long 
89 0 AP891018-0080  846 8.91912 BM25_long 
89 0 AP890503-0215  847 8.91516 BM25_long 
89 0 AP890630-0253  848 8.91127 BM25_long 
89 0 AP891214-0203  849 8.91115 BM25_long 
89 0 AP891213-0106  850 8.90792 BM25_long 
89 0 AP890503-0193  851 8.90772 BM25_long 
89 0 AP891006-0104  852 8.90656 BM25_long 
89 0 AP890109-0083  853 8.90582 BM25_long 
89 0 AP891108-0213  854 8.90582 BM25_long 
89 0 AP890911-0114  855 8.89729 BM25_long 
89 0 AP890412-0258  856 8.89581 BM25_long 
89 0 AP890215-0199  857 8.89126 BM25_long 
89 0 AP890504-0068  858 8.89105 BM25_long 
89 0 AP890204-0020  859 8.89104 BM25_long 
89 0 AP890713-0039  860 8.89056 BM25_long 
89 0 AP890413-0122  861 8.88935 BM25_long 
89 0 AP891005-0106  862 8.88923 BM25_long 
89 0 AP891002-0047  863 8.88757 BM25_long 
89 0 AP890723-0042  864 8.87991 BM25_long 
89 0 AP890801-0268  865 8.87847 BM25_long 
89 0 AP891110-0179  866 8.87847 BM25_long 
89 0 AP890801-0150  867 8.87702 BM25_long 
89 0 AP890522-0059  868 8.87614 BM25_long 
89 0 AP890510-0260  869 8.87327 BM25_long 
89 0 AP890412-0153  870 8.87044 BM25_long 
89 0 AP890505-0123  871 8.87018 BM25_long 
89 0 AP891122-0161  872 8.87010 BM25_long 
89 0 AP890218-0018  873 8.86848 BM25_long 
89 0 AP890526-0144  874 8.86795 BM25_long 
89 0 AP890306-0215  875 8.86496 BM25_long 
89 0 AP891030-0205  876 8.86347 BM25_long 
89 0 AP890517-0088  877 8.86207 BM25_long 
89 0 AP890718-0263  878 8.86207 BM25_long 
89 0 AP890914-0265  879 8.86207 BM25_long 
89 0 AP890929-0208  880 8.86177 BM25_long 
89 0 AP890710-0167  881 8.86084 BM25_long 
89 0 AP891206-0014  882 8.86061 BM25_long 
89 0 AP890525-0090  883 8.85559 BM25_long 
89 0 AP891114-0134  884 8.85559 BM25_long 
89 0 AP890427-0143  885 8.85543 BM25_long 
89 0 AP890209-0185  886 8.85533 BM25_long 
89 0 AP890210-0022  887 8.85533 BM25_long 
89 0 AP890322-0248  888 8.85400 BM25_long 
89 0 AP890118-0180  889 8.85359 BM25_long 
89 0 AP890722-0075  890 8.84982 BM25_long 
89 0 AP890912-0120  891 8.84735 BM25_long 
89 0 AP890502-0083  892 8.84310 BM25_long 
89 0 AP890823-0218  893 8.83836 BM25_long 
89 0 AP890304-0117  894 8.83516 BM25_long 
89 0 AP890403-0098  895 8.82692 BM25_long 
89 0 AP891113-0023  896 8.82436 BM25_long 
89 0 AP890705-0060  897 8.82388 BM25_long 
89 0 AP891130-0012  898 8.82342 BM25_long 
89 0 AP891227-0044  899 8.82188 BM25_long 
89 0 AP890701-0027  900 8.82159 BM25_long 
89 0 AP891024-0163  901 8.82053 BM25_long 
89 0 AP890404-0009  902 8.81961 BM25_long 
89 0 AP890610-0024  903 8.81961 BM25_long 
89 0 AP890823-0055  904 8.81961 BM25_long 
89 0 AP890118-0255  905 8.81876 BM25_long 
89 0 AP890606-0108  906 8.81554 BM25_long 
89 0 AP890512-0250  907 8.80988 BM25_long 
89 0 AP890413-0186  908 8.80756 BM25_long 
89 0 AP891206-0073  909 8.80756 BM25_long 
89 0 AP891209-0050  910 8.80603 BM25_long 
89 0 AP890527-0127  911 8.80352 BM25_long 
89 0 AP890811-0225  912 8.80352 BM25_long 
89 0 AP890707-0141  913 8.80120 BM25_long 
89 0 AP890411-0136  914 8.79908 BM25_long 
89 0 AP890708-0100  915 8.79733 BM25_long 
89 0 AP890105-0189  916 8.79686 BM25_long 
89 0 AP891012-0019  917 8.79606 BM25_long 
89 0 AP891124-0051  918 8.79090 BM25_long 
89 0 AP890910-0078  919 8.78931 BM25_long 
89 0 AP890215-0171  920 8.78515 BM25_long 
89 0 AP890930-0003  921 8.78421 BM25_long 
89 0 AP890414-0182  922 8.78298 BM25_long 
89 0 AP891012-0236  923 8.78055 BM25_long 
89 0 AP890308-0184  924 8.78027 BM25_long 
89 0 AP890621-0141  925 8.77307 BM25_long 
89 0 AP891127-0153  926 8.77276 BM25_long 
89 0 AP891228-0145  927 8.77276 BM25_long 
89 0 AP891003-0190  928 8.77041 BM25_long 
89 0 AP890526-0190  929 8.76632 BM25_long 
89 0 AP890214-0171  930 8.76545 BM25_long 
89 0 AP890526-0159  931 8.76545 BM25_long 
89 0 AP890719-0014  932 8.76545 BM25_long 
89 0 AP890110-0262  933 8.76237 BM25_long 
89 0 AP890818-0093  934 8.75818 BM25_long 
89 0 AP891202-0150  935 8.75322 BM25_long 
89 0 AP890614-0065  936 8.75275 BM25_long 
89 0 AP890610-0104  937 8.74794 BM25_long 
89 0 AP890301-0250  938 8.74704 BM25_long 
89 0 AP890526-0205  939 8.74570 BM25_long 
89 0 AP890601-0002  940 8.74570 BM25_long 
89 0 AP890425-0130  941 8.74253 BM25_long 
89 0 AP891208-0002  942 8.74187 BM25_long 
89 0 AP890622-0089  943 8.73714 BM25_long 
89 0 AP890509-0262  944 8.73651 BM25_long 
89 0 AP890517-0240  945 8.73604 BM25_long 
89 0 AP890613-0082  946 8.73499 BM25_long 
89 0 AP890411-0133  947 8.73342 BM25_long 
89 0 AP890403-0104  948 8.72048 BM25_long 
89 0 AP890627-0257  949 8.71915 BM25_long 
89 0 AP890314-0225  950 8.71731 BM25_long 
89 0 AP890105-0158  951 8.71594 BM25_long 
89 0 AP890207-0076  952 8.71584 BM25_long 
89 0 AP890704-0012  953 8.71084 BM25_long 
89 0 AP890118-0248  954 8.70588 BM25_long 
89 0 AP890119-0006  955 8.70588 BM25_long 
89 0 AP890417-0115  956 8.70267 BM25_long 
89 0 AP890530-0089  957 8.70267 BM25_long 
89 0 AP890808-0189  958 8.70085 BM25_long 
89 0 AP890413-0044  959 8.69689 BM25_long 
89 0 AP890424-0273  960 8.69689 BM25_long 
89 0 AP890301-0150  961 8.69457 BM25_long 
89 0 AP890306-0150  962 8.69153 BM25_long 
89 0 AP890406-0226  963 8.69078 BM25_long 
89 0 AP890505-0301  964 8.69055 BM25_long 
89 0 AP891026-0281  965 8.69055 BM25_long 
89 0 AP890626-0116  966 8.68563 BM25_long 
89 0 AP890602-0228  967 8.68474 BM25_long 
89 0 AP890629-0127  968 8.68451 BM25_long 
89 0 AP890222-0145  969 8.68449 BM25_long 
89 0 AP890908-0048  970 8.68449 BM25_long 
89 0 AP890427-0039  971 8.68316 BM25_long 
89 0 AP890109-0298  972 8.68229 BM25_long 
89 0 AP890613-0215  973 8.68060 BM25_long 
89 0 AP890921-0153  974 8.67727 BM25_long 
89 0 AP890416-0082  975 8.67411 BM25_long 
89 0 AP890301-0155  976 8.67318 BM25_long 
89 0 AP890222-0228  977 8.67128 BM25_long 
89 0 AP891122-0035  978 8.66805 BM25_long 
89 0 AP891002-0152  979 8.66740 BM25_long 
89 0 AP890613-0019  980 8.66531 BM25_long 
89 0 AP891218-0186  981 8.66451 BM25_long 
89 0 AP890824-0149  982 8.66308 BM25_long 
89 0 AP890314-0152  983 8.66075 BM25_long 
89 0 AP891222-0249  984 8.65941 BM25_long 
89 0 AP890719-0169  985 8.65793 BM25_long 
89 0 AP891115-0110  986 8.65783 BM25_long 
89 0 AP890807-0081  987 8.64899 BM25_long 
89 0 AP891006-0220  988 8.64840 BM25_long 
89 0 AP891010-0244  989 8.64840 BM25_long 
89 0 AP891014-0074  990 8.64840 BM25_long 
89 0 AP891026-0231  991 8.64295 BM25_long 
89 0 AP890107-0141  992 8.64246 BM25_long 
89 0 AP890203-0141  993 8.64210 BM25_long 
89 0 AP890405-0272  994 8.63963 BM25_long 
89 0 AP890907-0086  995 8.63904 BM25_long 
89 0 AP891216-0124  996 8.63614 BM25_long 
89 0 AP890323-0188  997 8.63491 BM25_long 
89 0 AP891128-0166  998 8.63379 BM25_long 
89 0 AP890824-0029  999 8.63264 BM25_long 
89 0 AP890821-0045 1000 8.62786 BM25_long 
90 0 AP891020-0308    1 24.29925 BM25_long 
90 0 AP890713-0230    2 24.15373 BM25_long 
90 0 AP890110-0262    3 23.98045 BM25_long 
90 0 AP891207-0178    4 23.83434 BM25_long 
90 0 AP891212-0199    5 23.83434 BM25_long 
90 0 AP890920-0274    6 23.68183 BM25_long 
90 0 AP891002-0312    7 23.11310 BM25_long 
90 0 AP890125-0320    8 22.87318 BM25_long 
90 0 AP890714-0280    9 22.57047 BM25_long 
90 0 AP890721-0141   10 22.54981 BM25_long 
90 0 AP890926-0284   11 22.38016 BM25_long 
90 0 AP890727-0063   12 22.25446 BM25_long 
90 0 AP890921-0039   13 22.00583 BM25_long 
90 0 AP890819-0026   14 21.91567 BM25_long 
90 0 AP891109-0203   15 21.61124 BM25_long 
90 0 AP890411-0212   16 21.42375 BM25_long 
90 0 AP890210-0281   17 21.23212 BM25_long 
90 0 AP891002-0327   18 21.15499 BM25_long 
90 0 AP890509-0013   19 20.90229 BM25_long 
90 0 AP890613-0237   20 20.69790 BM25_long 
90 0 AP890206-0239   21 20.60114 BM25_long 
90 0 AP891003-0268   22 20.57231 BM25_long 
90 0 AP890802-0206   23 20.45498 BM25_long 
90 0 AP890123-0232   24 20.44095 BM25_long 
90 0 AP890710-0023   25 20.10492 BM25_long 
90 0 AP891003-0227   26 20.06054 BM25_long 
90 0 AP890424-0018   27 20.02557 BM25_long 
90 0 AP890210-0255   28 19.97002 BM25_long 
90 0 AP891111-0073   29 19.91886 BM25_long 
90 0 AP890725-0306   30 19.84398 BM25_long 
90 0 AP890406-0153   31 19.76307 BM25_long 
90 0 AP890113-0145   32 19.52507 BM25_long 
90 0 AP891101-0101   33 19.50938 BM25_long 
90 0 AP890330-0214   34 19.49785 BM25_long 
90 0 AP891003-0263   35 19.48389 BM25_long 
90 0 AP890206-0065   36 19.28395 BM25_long 
90 0 AP890512-0288   37 19.24404 BM25_long 
90 0 AP890131-0293   38 19.24087 BM25_long 
90 0 AP890915-0281   39 19.20917 BM25_long 
90 0 AP890609-0097   40 19.20271 BM25_long 
90 0 AP891101-0269   41 19.01293 BM25_long 
90 0 AP890414-0290   42 18.99603 BM25_long 
90 0 AP890106-0249   43 18.95297 BM25_long 
90 0 AP890103-0236   44 18.89881 BM25_long 
90 0 AP890317-0236   45 18.89267 BM25_long 
90 0 AP890510-0173   46 18.86754 BM25_long 
90 0 AP891030-0294   47 18.80426 BM25_long 
90 0 AP890315-0283   48 18.57200 BM25_long 
90 0 AP890315-0285   49 18.57200 BM25_long 
90 0 AP891026-0111   50 18.55669 BM25_long 
90 0 AP890618-0085   51 18.44904 BM25_long 
90 0 AP890116-0226   52 18.40584 BM25_long 
90 0 AP890123-0317   53 18.36410 BM25_long 
90 0 AP891009-0196   54 18.27194 BM25_long 
90 0 AP891211-0275   55 18.22057 BM25_long 
90 0 AP890116-0205   56 18.16386 BM25_long 
90 0 AP891102-0185   57 18.08228 BM25_long 
90 0 AP891019-0137   58 18.00542 BM25_long 
90 0 AP891003-0237   59 18.00239 BM25_long 
90 0 AP890726-0277   60 17.90633 BM25_long 
90 0 AP891222-0109   61 17.73384 BM25_long 
90 0 AP890601-0081   62 17.69560 BM25_long 
90 0 AP890123-0296   63 17.68837 BM25_long 
90 0 AP890811-0210   64 17.62528 BM25_long 
90 0 AP890619-0297   65 17.50220 BM25_long 
90 0 AP891213-0178   66 17.49792 BM25_long 
90 0 AP890414-0255   67 17.45083 BM25_long 
90 0 AP890503-0207   68 17.42761 BM25_long 
90 0 AP890222-0268   69 17.42360 BM25_long 
90 0 AP890717-0203   70 17.41359 BM25_long 
90 0 AP890103-0131   71 17.40721 BM25_long 
90 0 AP890915-0241   72 17.35753 BM25_long 
90 0 AP891106-0069   73 17.29520 BM25_long 
90 0 AP891013-0173   74 17.29131 BM25_long 
90 0 AP890816-0264   75 17.28677 BM25_long 
90 0 AP890913-0042   76 17.24927 BM25_long 
90 0 AP890123-0122   77 17.24718 BM25_long 
90 0 AP890523-0056   78 17.24260 BM25_long 
90 0 AP890607-0123   79 17.23755 BM25_long 
90 0 AP890726-0001   80 17.23211 BM25_long 
90 0 AP890623-0220   81 17.15166 BM25_long 
90 0 AP890411-0103   82 17.13698 BM25_long 
90 0 AP890203-0072   83 17.04835 BM25_long 
90 0 AP890606-0184   84 17.04585 BM25_long 
90 0 AP891213-0039   85 17.01004 BM25_long 
90 0 AP890207-0135   86 17.00672 BM25_long 
90 0 AP891223-0091   87 17.00237 BM25_long 
90 0 AP891017-0207   88 16.99220 BM25_long 
90 0 AP890609-0231   89 16.97456 BM25_long 
90 0 AP891206-0195   90 16.92500 BM25_long 
90 0 AP890426-0108   91 16.90067 BM25_long 
90 0 AP890318-0165   92 16.79483 BM25_long 
90 0 AP890714-0142   93 16.78357 BM25_long 
90 0 AP890713-0235   94 16.78245 BM25_long 
90 0 AP891214-0227   95 16.71716 BM25_long 
90 0 AP890924-0088   96 16.67577 BM25_long 
90 0 AP890507-0047   97 16.65348 BM25_long 
90 0 AP890603-0045   98 16.65174 BM25_long 
90 0 AP890609-0277   99 16.63777 BM25_long 
90 0 AP890515-0124  100 16.54243 BM25_long 
90 0 AP890221-0104  101 16.53896 BM25_long 
90 0 AP891003-0245  102 16.48944 BM25_long 
90 0 AP891003-0249  103 16.48944 BM25_long 
90 0 AP890425-0285  104 16.48077 BM25_long 
90 0 AP891104-0058  105 16.45137 BM25_long 
90 0 AP890717-0198  106 16.43367 BM25_long 
90 0 AP890620-0144  107 16.42014 BM25_long 
90 0 AP890525-0218  108 16.39580 BM25_long 
90 0 AP890405-0262  109 16.38564 BM25_long 
90 0 AP891206-0214  110 16.38564 BM25_long 
90 0 AP891214-0239  111 16.33032 BM25_long 
90 0 AP890818-0108  112 16.32914 BM25_long 
90 0 AP890301-0302  113 16.32557 BM25_long 
90 0 AP890729-0080  114 16.24382 BM25_long 
90 0 AP890221-0138  115 16.24086 BM25_long 
90 0 AP890126-0281  116 16.23708 BM25_long 
90 0 AP890608-0188  117 16.23547 BM25_long 
90 0 AP890308-0288  118 16.22989 BM25_long 
90 0 AP890206-0260  119 16.21551 BM25_long 
90 0 AP890109-0320  120 16.20269 BM25_long 
90 0 AP890206-0243  121 16.20269 BM25_long 
90 0 AP890626-0272  122 16.20269 BM25_long 
90 0 AP890830-0199  123 16.15914 BM25_long 
90 0 AP890327-0238  124 16.14306 BM25_long 
90 0 AP890823-0014  125 16.13097 BM25_long 
90 0 AP890330-0235  126 16.12854 BM25_long 
90 0 AP890822-0156  127 16.12294 BM25_long 
90 0 AP890707-0072  128 16.12206 BM25_long 
90 0 AP891024-0241  129 16.08286 BM25_long 
90 0 AP890215-0237  130 16.05630 BM25_long 
90 0 AP890501-0262  131 16.05630 BM25_long 
90 0 AP890317-0264  132 16.03543 BM25_long 
90 0 AP890714-0247  133 16.03543 BM25_long 
90 0 AP890508-0155  134 16.00581 BM25_long 
90 0 AP891011-0198  135 15.99909 BM25_long 
90 0 AP890517-0178  136 15.97566 BM25_long 
90 0 AP890414-0242  137 15.91668 BM25_long 
90 0 AP890414-0251  138 15.91668 BM25_long 
90 0 AP890202-0042  139 15.85716 BM25_long 
90 0 AP890428-0215  140 15.83724 BM25_long 
90 0 AP891211-0304  141 15.82921 BM25_long 
90 0 AP890912-0006  142 15.80345 BM25_long 
90 0 AP890111-0270  143 15.79043 BM25_long 
90 0 AP890919-0221  144 15.77352 BM25_long 
90 0 AP890613-0147  145 15.76899 BM25_long 
90 0 AP890512-0261  146 15.76636 BM25_long 
90 0 AP890201-0281  147 15.73437 BM25_long 
90 0 AP890325-0010  148 15.70276 BM25_long 
90 0 AP890811-0135  149 15.68840 BM25_long 
90 0 AP891215-0222  150 15.68593 BM25_long 
90 0 AP891206-0168  151 15.67919 BM25_long 
90 0 AP891017-0111  152 15.66144 BM25_long 
90 0 AP891214-0047  153 15.63186 BM25_long 
90 0 AP890227-0304  154 15.62455 BM25_long 
90 0 AP890921-0238  155 15.60610 BM25_long 
90 0 AP890825-0024  156 15.60099 BM25_long 
90 0 AP890523-0220  157 15.59617 BM25_long 
90 0 AP891207-0206  158 15.58026 BM25_long 
90 0 AP890509-0069  159 15.56532 BM25_long 
90 0 AP890705-0086  160 15.54446 BM25_long 
90 0 AP890502-0153  161 15.49977 BM25_long 
90 0 AP890421-0169  162 15.48024 BM25_long 
90 0 AP891103-0046  163 15.46227 BM25_long 
90 0 AP891110-0267  164 15.43287 BM25_long 
90 0 AP890211-0009  165 15.41902 BM25_long 
90 0 AP891030-0270  166 15.40800 BM25_long 
90 0 AP890130-0121  167 15.35896 BM25_long 
90 0 AP890215-0242  168 15.33592 BM25_long 
90 0 AP890410-0244  169 15.30732 BM25_long 
90 0 AP891109-0189  170 15.30143 BM25_long 
90 0 AP890905-0201  171 15.29132 BM25_long 
90 0 AP890627-0140  172 15.28999 BM25_long 
90 0 AP890125-0006  173 15.28880 BM25_long 
90 0 AP891005-0132  174 15.27553 BM25_long 
90 0 AP890824-0124  175 15.26062 BM25_long 
90 0 AP890709-0075  176 15.23395 BM25_long 
90 0 AP890602-0184  177 15.22064 BM25_long 
90 0 AP890602-0276  178 15.22064 BM25_long 
90 0 AP890421-0198  179 15.21146 BM25_long 
90 0 AP891012-0265  180 15.20328 BM25_long 
90 0 AP890505-0284  181 15.19568 BM25_long 
90 0 AP891207-0239  182 15.19568 BM25_long 
90 0 AP891226-0209  183 15.17495 BM25_long 
90 0 AP891103-0004  184 15.17012 BM25_long 
90 0 AP890315-0292  185 15.16170 BM25_long 
90 0 AP891031-0282  186 15.12821 BM25_long 
90 0 AP891207-0228  187 15.11537 BM25_long 
90 0 AP891207-0234  188 15.11537 BM25_long 
90 0 AP891219-0011  189 15.10983 BM25_long 
90 0 AP890614-0014  190 15.10799 BM25_long 
90 0 AP890111-0181  191 15.08660 BM25_long 
90 0 AP890306-0272  192 15.06533 BM25_long 
90 0 AP890413-0278  193 15.01826 BM25_long 
90 0 AP890408-0138  194 15.01663 BM25_long 
90 0 AP890125-0286  195 14.98435 BM25_long 
90 0 AP890602-0263  196 14.97294 BM25_long 
90 0 AP890617-0060  197 14.95948 BM25_long 
90 0 AP890110-0022  198 14.95738 BM25_long 
90 0 AP890513-0004  199 14.95629 BM25_long 
90 0 AP891111-0132  200 14.92554 BM25_long 
90 0 AP890602-0242  201 14.90528 BM25_long 
90 0 AP890111-0031  202 14.87512 BM25_long 
90 0 AP891102-0151  203 14.87201 BM25_long 
