51 0 AP890518-0275    1 20.99845 LMwDS_long 
89 0 AP890903-0068  472 4.21543 LMwDS_long 
89 0 AP890210-0046  473 4.21457 LMwDS_long 
89 0 AP890509-0221  474 4.21457 LMwDS_long 
89 0 AP890918-0017  475 4.21297 LMwDS_long 
89 0 AP891103-0290  476 4.21037 LMwDS_long 
89 0 AP890630-0009  477 4.20922 LMwDS_long 
89 0 AP890108-0095  478 4.20751 LMwDS_long 
89 0 AP890510-0285  479 4.20614 LMwDS_long 
89 0 AP891213-0292  480 4.20416 LMwDS_long 
89 0 AP891201-0142  481 4.20408 LMwDS_long 
89 0 AP890111-0208  482 4.20315 LMwDS_long 
89 0 AP891031-0278  483 4.20241 LMwDS_long 
89 0 AP890307-0272  484 4.20167 LMwDS_long 
89 0 AP890710-0074  485 4.19916 LMwDS_long 
89 0 AP890802-0012  486 4.19516 LMwDS_long 
89 0 AP890831-0270  487 4.19062 LMwDS_long 
89 0 AP891212-0117  488 4.18907 LMwDS_long 
89 0 AP890215-0262  489 4.18814 LMwDS_long 
89 0 AP891215-0198  490 4.18477 LMwDS_long 
89 0 AP891204-0253  491 4.18377 LMwDS_long 
89 0 AP891124-0225  492 4.17983 LMwDS_long 
89 0 AP890502-0170  493 4.17756 LMwDS_long 
89 0 AP890905-0204  494 4.17442 LMwDS_long 
89 0 AP890213-0091  495 4.17426 LMwDS_long 
89 0 AP890412-0226  496 4.17426 LMwDS_long 
89 0 AP890616-0251  497 4.17397 LMwDS_long 
89 0 AP890221-0304  498 4.16748 LMwDS_long 
89 0 AP890213-0255  499 4.16722 LMwDS_long 
89 0 AP890118-0255  500 4.16667 LMwDS_long 
89 0 AP890503-0299  501 4.16648 LMwDS_long 
89 0 AP890605-0170  502 4.16453 LMwDS_long 
89 0 AP890426-0129  503 4.16413 LMwDS_long 
89 0 AP890831-0179  504 4.15990 LMwDS_long 
89 0 AP891123-0165  505 4.15905 LMwDS_long 
89 0 AP890713-0282  506 4.15843 LMwDS_long 
89 0 AP890720-0156  507 4.15688 LMwDS_long 
89 0 AP890601-0035  508 4.15528 LMwDS_long 
89 0 AP890615-0259  509 4.15227 LMwDS_long 
89 0 AP891104-0039  510 4.15157 LMwDS_long 
89 0 AP890525-0180  511 4.14848 LMwDS_long 
89 0 AP890124-0172  512 4.14807 LMwDS_long 
89 0 AP891214-0203  513 4.14779 LMwDS_long 
89 0 AP890418-0208  514 4.14368 LMwDS_long 
89 0 AP890907-0097  515 4.14309 LMwDS_long 
89 0 AP890205-0098  516 4.14206 LMwDS_long 
89 0 AP891103-0298  517 4.14206 LMwDS_long 
89 0 AP890919-0139  518 4.14151 LMwDS_long 
89 0 AP890115-0011  519 4.14026 LMwDS_long 
89 0 AP891212-0089  520 4.13440 LMwDS_long 
89 0 AP890218-0018  521 4.12789 LMwDS_long 
89 0 AP891212-0019  522 4.12789 LMwDS_long 
89 0 AP890314-0157  523 4.12701 LMwDS_long 
89 0 AP890721-0212  524 4.12449 LMwDS_long 
89 0 AP890704-0153  525 4.12437 LMwDS_long 
89 0 AP890123-0209  526 4.12293 LMwDS_long 
89 0 AP891117-0216  527 4.12261 LMwDS_long 
89 0 AP890605-0024  528 4.11882 LMwDS_long 
89 0 AP890213-0052  529 4.11317 LMwDS_long 
89 0 AP890412-0217  530 4.11185 LMwDS_long 
89 0 AP891110-0275  531 4.11081 LMwDS_long 
89 0 AP890411-0136  532 4.10951 LMwDS_long 
89 0 AP891025-0293  533 4.10791 LMwDS_long 
89 0 AP890127-0105  534 4.10501 LMwDS_long 
89 0 AP890927-0115  535 4.10455 LMwDS_long 
89 0 AP890717-0020  536 4.10248 LMwDS_long 
89 0 AP891013-0055  537 4.10009 LMwDS_long 
89 0 AP890606-0173  538 4.09918 LMwDS_long 
89 0 AP890623-0162  539 4.09783 LMwDS_long 
89 0 AP890417-0151  540 4.09714 LMwDS_long 
89 0 AP891115-0147  541 4.09641 LMwDS_long 
89 0 AP890630-0095  542 4.09289 LMwDS_long 
89 0 AP890518-0289  543 4.09190 LMwDS_long 
89 0 AP890719-0197  544 4.08810 LMwDS_long 
89 0 AP890508-0013  545 4.08723 LMwDS_long 
89 0 AP891026-0089  546 4.08500 LMwDS_long 
89 0 AP890301-0145  547 4.08256 LMwDS_long 
89 0 AP890623-0137  548 4.07933 LMwDS_long 
89 0 AP890519-0211  549 4.07808 LMwDS_long 
89 0 AP890121-0160  550 4.07007 LMwDS_long 
89 0 AP890714-0151  551 4.06503 LMwDS_long 
89 0 AP890929-0221  552 4.06426 LMwDS_long 
89 0 AP890207-0220  553 4.06292 LMwDS_long 
89 0 AP890119-0088  554 4.06242 LMwDS_long 
89 0 AP891209-0088  555 4.06242 LMwDS_long 
89 0 AP890411-0242  556 4.06070 LMwDS_long 
89 0 AP890422-0060  557 4.05964 LMwDS_long 
89 0 AP890605-0052  558 4.05748 LMwDS_long 
89 0 AP890608-0260  559 4.05748 LMwDS_long 
89 0 AP890808-0190  560 4.05748 LMwDS_long 
89 0 AP890208-0284  561 4.05558 LMwDS_long 
89 0 AP891211-0287  562 4.05392 LMwDS_long 
89 0 AP890123-0264  563 4.05226 LMwDS_long 
89 0 AP890205-0051  564 4.05185 LMwDS_long 
89 0 AP890131-0210  565 4.04822 LMwDS_long 
89 0 AP890128-0159  566 4.04677 LMwDS_long 
89 0 AP891110-0215  567 4.04487 LMwDS_long 
89 0 AP890630-0036  568 4.04421 LMwDS_long 
89 0 AP890219-0051  569 4.04225 LMwDS_long 
89 0 AP890123-0201  570 4.03885 LMwDS_long 
89 0 AP890927-0250  571 4.03731 LMwDS_long 
89 0 AP890130-0034  572 4.03578 LMwDS_long 
89 0 AP890306-0173  573 4.03469 LMwDS_long 
89 0 AP890131-0161  574 4.03449 LMwDS_long 
89 0 AP890113-0185  575 4.03218 LMwDS_long 
89 0 AP890513-0035  576 4.03175 LMwDS_long 
89 0 AP890226-0103  577 4.03117 LMwDS_long 
89 0 AP890324-0220  578 4.02829 LMwDS_long 
89 0 AP891120-0149  579 4.02745 LMwDS_long 
89 0 AP891217-0008  580 4.02744 LMwDS_long 
89 0 AP890519-0184  581 4.02744 LMwDS_long 
89 0 AP891020-0205  582 4.02623 LMwDS_long 
89 0 AP891130-0218  583 4.02317 LMwDS_long 
89 0 AP890414-0020  584 4.02214 LMwDS_long 
89 0 AP891012-0081  585 4.01963 LMwDS_long 
89 0 AP890209-0181  586 4.01909 LMwDS_long 
89 0 AP890210-0019  587 4.01909 LMwDS_long 
89 0 AP890627-0149  588 4.01827 LMwDS_long 
89 0 AP890628-0039  589 4.01756 LMwDS_long 
89 0 AP890126-0088  590 4.01440 LMwDS_long 
89 0 AP890314-0208  591 4.01167 LMwDS_long 
89 0 AP890322-0255  592 4.00838 LMwDS_long 
89 0 AP890716-0019  593 4.00785 LMwDS_long 
89 0 AP890705-0157  594 4.00756 LMwDS_long 
89 0 AP890721-0217  595 4.00752 LMwDS_long 
89 0 AP890210-0090  596 4.00567 LMwDS_long 
89 0 AP890511-0108  597 4.00537 LMwDS_long 
89 0 AP890227-0316  598 4.00464 LMwDS_long 
89 0 AP891007-0060  599 4.00142 LMwDS_long 
89 0 AP890607-0224  600 3.99832 LMwDS_long 
89 0 AP891122-0298  601 3.99832 LMwDS_long 
89 0 AP890329-0191  602 3.99674 LMwDS_long 
89 0 AP891014-0154  603 3.99424 LMwDS_long 
89 0 AP891229-0228  604 3.99424 LMwDS_long 
89 0 AP890517-0197  605 3.99394 LMwDS_long 
89 0 AP890720-0016  606 3.99354 LMwDS_long 
89 0 AP890123-0268  607 3.99254 LMwDS_long 
89 0 AP890421-0031  608 3.99095 LMwDS_long 
89 0 AP890207-0249  609 3.98860 LMwDS_long 
89 0 AP891012-0164  610 3.98816 LMwDS_long 
89 0 AP890316-0131  611 3.97686 LMwDS_long 
89 0 AP891016-0165  612 3.97633 LMwDS_long 
89 0 AP891024-0126  613 3.97195 LMwDS_long 
89 0 AP890602-0271  614 3.97186 LMwDS_long 
89 0 AP890911-0114  615 3.97036 LMwDS_long 
89 0 AP890417-0067  616 3.96815 LMwDS_long 
89 0 AP890412-0258  617 3.96629 LMwDS_long 
89 0 AP891227-0044  618 3.96404 LMwDS_long 
89 0 AP890826-0074  619 3.96383 LMwDS_long 
89 0 AP891117-0138  620 3.96383 LMwDS_long 
89 0 AP891018-0214  621 3.96203 LMwDS_long 
89 0 AP890913-0238  622 3.95535 LMwDS_long 
89 0 AP890915-0228  623 3.95535 LMwDS_long 
89 0 AP890626-0180  624 3.95466 LMwDS_long 
89 0 AP890111-0029  625 3.95438 LMwDS_long 
89 0 AP890427-0150  626 3.95362 LMwDS_long 
89 0 AP890418-0210  627 3.95316 LMwDS_long 
89 0 AP890523-0056  628 3.95305 LMwDS_long 
89 0 AP890228-0155  629 3.95270 LMwDS_long 
89 0 AP890221-0299  630 3.95211 LMwDS_long 
89 0 AP890821-0045  631 3.95035 LMwDS_long 
89 0 AP891220-0236  632 3.95035 LMwDS_long 
89 0 AP891012-0089  633 3.95012 LMwDS_long 
89 0 AP890825-0197  634 3.95011 LMwDS_long 
89 0 AP890801-0117  635 3.95010 LMwDS_long 
89 0 AP890703-0011  636 3.94661 LMwDS_long 
89 0 AP890921-0232  637 3.94488 LMwDS_long 
89 0 AP890126-0267  638 3.94433 LMwDS_long 
89 0 AP890407-0039  639 3.94424 LMwDS_long 
89 0 AP890508-0241  640 3.94402 LMwDS_long 
89 0 AP890516-0031  641 3.94402 LMwDS_long 
89 0 AP890927-0264  642 3.94402 LMwDS_long 
89 0 AP890609-0144  643 3.94304 LMwDS_long 
89 0 AP890109-0081  644 3.93953 LMwDS_long 
89 0 AP890616-0172  645 3.93704 LMwDS_long 
89 0 AP890624-0085  646 3.93648 LMwDS_long 
89 0 AP890210-0234  647 3.92778 LMwDS_long 
89 0 AP890103-0135  648 3.92776 LMwDS_long 
89 0 AP890904-0059  649 3.92628 LMwDS_long 
89 0 AP890418-0274  650 3.92461 LMwDS_long 
89 0 AP890608-0270  651 3.92243 LMwDS_long 
89 0 AP890609-0269  652 3.92243 LMwDS_long 
89 0 AP890614-0235  653 3.92005 LMwDS_long 
89 0 AP891117-0266  654 3.92005 LMwDS_long 
89 0 AP891229-0199  655 3.92005 LMwDS_long 
89 0 AP890821-0092  656 3.91963 LMwDS_long 
89 0 AP890426-0257  657 3.91927 LMwDS_long 
89 0 AP891220-0097  658 3.91908 LMwDS_long 
89 0 AP890818-0162  659 3.91694 LMwDS_long 
89 0 AP891223-0049  660 3.91694 LMwDS_long 
89 0 AP890723-0042  661 3.91349 LMwDS_long 
89 0 AP891128-0098  662 3.90631 LMwDS_long 
89 0 AP891117-0085  663 3.90615 LMwDS_long 
89 0 AP890305-0045  664 3.90604 LMwDS_long 
89 0 AP890325-0010  665 3.90261 LMwDS_long 
89 0 AP890731-0111  666 3.90212 LMwDS_long 
89 0 AP890421-0093  667 3.89902 LMwDS_long 
89 0 AP890327-0071  668 3.89804 LMwDS_long 
89 0 AP890905-0059  669 3.89574 LMwDS_long 
89 0 AP890919-0146  670 3.89435 LMwDS_long 
89 0 AP891005-0220  671 3.89432 LMwDS_long 
89 0 AP890119-0085  672 3.89411 LMwDS_long 
89 0 AP891006-0162  673 3.89383 LMwDS_long 
89 0 AP890915-0016  674 3.89111 LMwDS_long 
89 0 AP890918-0123  675 3.89015 LMwDS_long 
89 0 AP890117-0227  676 3.88829 LMwDS_long 
89 0 AP890407-0279  677 3.88829 LMwDS_long 
89 0 AP890928-0290  678 3.88829 LMwDS_long 
89 0 AP891005-0274  679 3.88829 LMwDS_long 
89 0 AP891107-0209  680 3.88772 LMwDS_long 
89 0 AP891016-0131  681 3.88770 LMwDS_long 
89 0 AP890605-0164  682 3.88597 LMwDS_long 
89 0 AP890927-0285  683 3.88563 LMwDS_long 
89 0 AP890322-0248  684 3.88362 LMwDS_long 
89 0 AP891212-0266  685 3.88225 LMwDS_long 
89 0 AP890803-0052  686 3.87901 LMwDS_long 
89 0 AP891006-0021  687 3.87899 LMwDS_long 
89 0 AP890728-0188  688 3.87704 LMwDS_long 
89 0 AP890621-0195  689 3.87573 LMwDS_long 
89 0 AP890713-0296  690 3.87561 LMwDS_long 
89 0 AP890318-0147  691 3.87013 LMwDS_long 
89 0 AP890313-0194  692 3.86851 LMwDS_long 
89 0 AP890301-0150  693 3.86315 LMwDS_long 
89 0 AP890419-0020  694 3.86184 LMwDS_long 
89 0 AP890505-0123  695 3.86159 LMwDS_long 
89 0 AP891219-0195  696 3.86079 LMwDS_long 
89 0 AP891106-0081  697 3.85957 LMwDS_long 
89 0 AP890512-0239  698 3.85869 LMwDS_long 
89 0 AP890630-0130  699 3.85857 LMwDS_long 
89 0 AP891109-0274  700 3.85857 LMwDS_long 
89 0 AP890502-0083  701 3.85809 LMwDS_long 
89 0 AP890822-0198  702 3.85573 LMwDS_long 
89 0 AP890413-0122  703 3.85238 LMwDS_long 
89 0 AP890908-0051  704 3.85168 LMwDS_long 
89 0 AP890216-0013  705 3.85108 LMwDS_long 
89 0 AP890603-0014  706 3.84875 LMwDS_long 
89 0 AP890524-0253  707 3.84682 LMwDS_long 
89 0 AP890908-0134  708 3.84338 LMwDS_long 
89 0 AP890202-0225  709 3.84268 LMwDS_long 
89 0 AP890625-0059  710 3.84268 LMwDS_long 
89 0 AP890626-0232  711 3.84268 LMwDS_long 
89 0 AP890707-0070  712 3.84218 LMwDS_long 
89 0 AP890112-0062  713 3.84074 LMwDS_long 
89 0 AP890108-0010  714 3.84002 LMwDS_long 
89 0 AP890210-0167  715 3.83941 LMwDS_long 
89 0 AP890425-0130  716 3.83816 LMwDS_long 
89 0 AP890322-0142  717 3.83680 LMwDS_long 
89 0 AP890110-0250  718 3.83663 LMwDS_long 
89 0 AP890113-0267  719 3.83663 LMwDS_long 
89 0 AP890531-0294  720 3.83663 LMwDS_long 
89 0 AP891121-0249  721 3.83663 LMwDS_long 
89 0 AP890420-0190  722 3.83568 LMwDS_long 
89 0 AP890826-0105  723 3.83264 LMwDS_long 
89 0 AP891220-0040  724 3.83095 LMwDS_long 
89 0 AP890629-0122  725 3.83049 LMwDS_long 
89 0 AP890426-0131  726 3.82725 LMwDS_long 
89 0 AP891116-0161  727 3.82715 LMwDS_long 
89 0 AP890302-0217  728 3.82486 LMwDS_long 
89 0 AP890405-0168  729 3.82009 LMwDS_long 
89 0 AP890801-0074  730 3.81863 LMwDS_long 
89 0 AP891006-0126  731 3.81828 LMwDS_long 
89 0 AP890726-0139  732 3.81808 LMwDS_long 
89 0 AP890108-0093  733 3.81792 LMwDS_long 
89 0 AP890607-0235  734 3.81733 LMwDS_long 
89 0 AP890508-0219  735 3.81697 LMwDS_long 
89 0 AP890307-0277  736 3.81074 LMwDS_long 
89 0 AP891130-0019  737 3.80987 LMwDS_long 
89 0 AP890513-0113  738 3.80783 LMwDS_long 
89 0 AP890730-0069  739 3.80749 LMwDS_long 
89 0 AP890411-0133  740 3.80740 LMwDS_long 
89 0 AP890503-0193  741 3.80735 LMwDS_long 
89 0 AP890808-0138  742 3.80717 LMwDS_long 
89 0 AP890708-0137  743 3.80649 LMwDS_long 
89 0 AP891214-0110  744 3.80491 LMwDS_long 
89 0 AP890806-0031  745 3.80219 LMwDS_long 
89 0 AP890421-0079  746 3.79980 LMwDS_long 
89 0 AP890422-0133  747 3.79844 LMwDS_long 
89 0 AP890329-0026  748 3.79488 LMwDS_long 
89 0 AP890302-0245  749 3.79140 LMwDS_long 
89 0 AP890421-0277  750 3.79027 LMwDS_long 
89 0 AP890906-0288  751 3.79027 LMwDS_long 
89 0 AP891108-0286  752 3.79027 LMwDS_long 
89 0 AP890307-0260  753 3.78719 LMwDS_long 
89 0 AP891110-0211  754 3.78719 LMwDS_long 
89 0 AP890731-0258  755 3.78671 LMwDS_long 
89 0 AP890926-0004  756 3.78671 LMwDS_long 
89 0 AP891103-0222  757 3.78671 LMwDS_long 
89 0 AP891027-0167  758 3.78651 LMwDS_long 
89 0 AP890512-0250  759 3.77957 LMwDS_long 
89 0 AP891110-0184  760 3.77939 LMwDS_long 
89 0 AP891020-0266  761 3.77873 LMwDS_long 
89 0 AP891128-0214  762 3.77873 LMwDS_long 
89 0 AP891129-0031  763 3.77858 LMwDS_long 
89 0 AP890216-0119  764 3.77802 LMwDS_long 
89 0 AP890404-0135  765 3.77802 LMwDS_long 
89 0 AP890518-0150  766 3.77762 LMwDS_long 
89 0 AP890301-0250  767 3.77455 LMwDS_long 
89 0 AP890522-0181  768 3.77150 LMwDS_long 
89 0 AP891010-0005  769 3.77142 LMwDS_long 
89 0 AP891012-0302  770 3.77005 LMwDS_long 
89 0 AP890127-0240  771 3.76860 LMwDS_long 
89 0 AP890202-0288  772 3.76853 LMwDS_long 
89 0 AP890112-0003  773 3.76837 LMwDS_long 
89 0 AP890304-0061  774 3.76834 LMwDS_long 
89 0 AP890329-0232  775 3.76834 LMwDS_long 
89 0 AP890728-0291  776 3.76834 LMwDS_long 
89 0 AP891005-0106  777 3.76833 LMwDS_long 
89 0 AP891006-0220  778 3.76644 LMwDS_long 
89 0 AP891010-0244  779 3.76644 LMwDS_long 
89 0 AP891014-0074  780 3.76644 LMwDS_long 
89 0 AP891109-0131  781 3.76630 LMwDS_long 
89 0 AP890427-0169  782 3.76447 LMwDS_long 
89 0 AP890515-0266  783 3.76286 LMwDS_long 
89 0 AP890629-0127  784 3.76220 LMwDS_long 
89 0 AP891206-0121  785 3.75964 LMwDS_long 
89 0 AP890818-0043  786 3.75473 LMwDS_long 
89 0 AP890505-0264  787 3.75337 LMwDS_long 
89 0 AP890416-0082  788 3.75303 LMwDS_long 
89 0 AP890414-0029  789 3.74868 LMwDS_long 
89 0 AP890509-0233  790 3.74445 LMwDS_long 
89 0 AP891121-0065  791 3.74394 LMwDS_long 
89 0 AP890113-0021  792 3.74383 LMwDS_long 
89 0 AP890508-0174  793 3.74272 LMwDS_long 
89 0 AP890526-0205  794 3.74159 LMwDS_long 
89 0 AP890601-0002  795 3.74159 LMwDS_long 
89 0 AP890412-0153  796 3.73758 LMwDS_long 
89 0 AP890209-0032  797 3.73465 LMwDS_long 
89 0 AP890324-0085  798 3.73443 LMwDS_long 
89 0 AP890825-0174  799 3.73443 LMwDS_long 
89 0 AP890305-0016  800 3.73286 LMwDS_long 
89 0 AP890405-0272  801 3.73187 LMwDS_long 
89 0 AP890504-0037  802 3.73178 LMwDS_long 
89 0 AP891027-0220  803 3.73178 LMwDS_long 
89 0 AP890306-0076  804 3.73119 LMwDS_long 
89 0 AP890507-0047  805 3.73103 LMwDS_long 
89 0 AP890325-0144  806 3.73046 LMwDS_long 
89 0 AP890116-0013  807 3.73038 LMwDS_long 
89 0 AP890424-0003  808 3.73014 LMwDS_long 
89 0 AP890424-0070  809 3.72310 LMwDS_long 
89 0 AP891005-0166  810 3.72310 LMwDS_long 
89 0 AP891031-0187  811 3.72310 LMwDS_long 
89 0 AP890307-0155  812 3.72239 LMwDS_long 
89 0 AP890309-0271  813 3.72238 LMwDS_long 
89 0 AP890914-0136  814 3.72048 LMwDS_long 
89 0 AP890829-0070  815 3.72012 LMwDS_long 
89 0 AP890105-0266  816 3.71926 LMwDS_long 
89 0 AP890627-0075  817 3.71841 LMwDS_long 
89 0 AP890811-0142  818 3.71841 LMwDS_long 
89 0 AP891024-0176  819 3.71779 LMwDS_long 
89 0 AP890925-0252  820 3.71647 LMwDS_long 
89 0 AP890519-0049  821 3.71441 LMwDS_long 
89 0 AP891214-0102  822 3.71441 LMwDS_long 
89 0 AP891128-0005  823 3.71350 LMwDS_long 
89 0 AP891219-0089  824 3.71254 LMwDS_long 
89 0 AP890408-0129  825 3.70978 LMwDS_long 
89 0 AP890404-0218  826 3.70750 LMwDS_long 
89 0 AP890913-0144  827 3.70588 LMwDS_long 
89 0 AP891018-0133  828 3.70584 LMwDS_long 
89 0 AP890714-0257  829 3.70415 LMwDS_long 
89 0 AP890802-0146  830 3.70405 LMwDS_long 
89 0 AP890918-0005  831 3.70405 LMwDS_long 
89 0 AP890622-0312  832 3.70258 LMwDS_long 
89 0 AP890209-0266  833 3.70254 LMwDS_long 
89 0 AP890131-0268  834 3.70126 LMwDS_long 
89 0 AP890222-0260  835 3.70028 LMwDS_long 
89 0 AP890726-0037  836 3.70011 LMwDS_long 
89 0 AP891016-0109  837 3.70011 LMwDS_long 
89 0 AP890725-0023  838 3.69711 LMwDS_long 
89 0 AP890426-0167  839 3.69604 LMwDS_long 
89 0 AP890217-0086  840 3.69203 LMwDS_long 
89 0 AP890407-0156  841 3.69057 LMwDS_long 
89 0 AP891117-0230  842 3.69056 LMwDS_long 
89 0 AP890113-0167  843 3.69001 LMwDS_long 
89 0 AP891229-0235  844 3.68941 LMwDS_long 
89 0 AP890310-0172  845 3.68786 LMwDS_long 
89 0 AP890629-0234  846 3.68676 LMwDS_long 
89 0 AP890215-0215  847 3.68548 LMwDS_long 
89 0 AP890522-0040  848 3.68359 LMwDS_long 
89 0 AP890613-0019  849 3.68337 LMwDS_long 
89 0 AP890204-0020  850 3.68320 LMwDS_long 
89 0 AP890130-0266  851 3.68229 LMwDS_long 
89 0 AP891113-0252  852 3.68229 LMwDS_long 
89 0 AP890119-0248  853 3.67826 LMwDS_long 
89 0 AP890908-0117  854 3.67647 LMwDS_long 
89 0 AP890516-0135  855 3.67526 LMwDS_long 
89 0 AP891106-0060  856 3.67482 LMwDS_long 
89 0 AP891110-0088  857 3.67118 LMwDS_long 
89 0 AP890628-0041  858 3.67093 LMwDS_long 
89 0 AP890221-0122  859 3.66963 LMwDS_long 
89 0 AP890510-0125  860 3.66899 LMwDS_long 
89 0 AP891222-0249  861 3.66792 LMwDS_long 
89 0 AP890307-0176  862 3.66712 LMwDS_long 
89 0 AP890509-0033  863 3.66688 LMwDS_long 
89 0 AP890319-0007  864 3.66535 LMwDS_long 
89 0 AP891030-0166  865 3.66385 LMwDS_long 
89 0 AP890913-0148  866 3.66221 LMwDS_long 
89 0 AP890415-0021  867 3.66142 LMwDS_long 
89 0 AP890522-0060  868 3.65918 LMwDS_long 
89 0 AP890614-0159  869 3.65918 LMwDS_long 
89 0 AP890826-0126  870 3.65900 LMwDS_long 
89 0 AP891011-0223  871 3.65877 LMwDS_long 
89 0 AP890927-0036  872 3.65703 LMwDS_long 
89 0 AP890130-0086  873 3.65651 LMwDS_long 
89 0 AP890715-0047  874 3.65625 LMwDS_long 
89 0 AP890301-0279  875 3.65608 LMwDS_long 
89 0 AP890609-0151  876 3.65480 LMwDS_long 
89 0 AP890621-0080  877 3.65480 LMwDS_long 
89 0 AP891102-0185  878 3.65480 LMwDS_long 
89 0 AP890310-0243  879 3.65374 LMwDS_long 
89 0 AP890814-0109  880 3.65193 LMwDS_long 
89 0 AP890530-0127  881 3.64789 LMwDS_long 
89 0 AP890724-0147  882 3.64706 LMwDS_long 
89 0 AP890407-0109  883 3.64706 LMwDS_long 
89 0 AP890607-0117  884 3.64493 LMwDS_long 
89 0 AP890123-0045  885 3.64479 LMwDS_long 
89 0 AP890207-0252  886 3.64366 LMwDS_long 
89 0 AP890929-0174  887 3.64360 LMwDS_long 
89 0 AP891121-0066  888 3.64092 LMwDS_long 
89 0 AP890114-0157  889 3.64058 LMwDS_long 
89 0 AP890119-0288  890 3.64058 LMwDS_long 
89 0 AP890131-0284  891 3.64058 LMwDS_long 
89 0 AP890201-0283  892 3.64058 LMwDS_long 
89 0 AP890207-0256  893 3.64058 LMwDS_long 
89 0 AP890306-0289  894 3.64058 LMwDS_long 
89 0 AP890603-0044  895 3.64058 LMwDS_long 
89 0 AP890607-0250  896 3.64058 LMwDS_long 
89 0 AP890626-0279  897 3.64058 LMwDS_long 
89 0 AP890926-0274  898 3.64058 LMwDS_long 
89 0 AP891129-0288  899 3.64058 LMwDS_long 
89 0 AP890822-0202  900 3.64057 LMwDS_long 
89 0 AP890512-0034  901 3.63940 LMwDS_long 
89 0 AP890528-0073  902 3.63923 LMwDS_long 
89 0 AP890703-0012  903 3.63808 LMwDS_long 
89 0 AP890505-0304  904 3.63717 LMwDS_long 
89 0 AP890716-0105  905 3.63666 LMwDS_long 
89 0 AP891012-0019  906 3.63644 LMwDS_long 
89 0 AP891019-0132  907 3.63643 LMwDS_long 
89 0 AP890210-0246  908 3.63455 LMwDS_long 
89 0 AP891026-0039  909 3.63410 LMwDS_long 
89 0 AP890518-0034  910 3.63331 LMwDS_long 
89 0 AP890920-0173  911 3.63287 LMwDS_long 
89 0 AP890910-0057  912 3.63074 LMwDS_long 
89 0 AP890112-0235  913 3.62990 LMwDS_long 
89 0 AP891216-0124  914 3.62928 LMwDS_long 
89 0 AP891101-0060  915 3.62914 LMwDS_long 
89 0 AP891130-0139  916 3.62912 LMwDS_long 
89 0 AP890414-0011  917 3.62778 LMwDS_long 
89 0 AP890118-0304  918 3.62775 LMwDS_long 
89 0 AP890708-0100  919 3.62622 LMwDS_long 
89 0 AP890924-0086  920 3.62542 LMwDS_long 
89 0 AP890109-0298  921 3.62522 LMwDS_long 
89 0 AP890822-0176  922 3.62499 LMwDS_long 
89 0 AP891213-0178  923 3.62410 LMwDS_long 
89 0 AP891012-0181  924 3.62235 LMwDS_long 
89 0 AP890228-0200  925 3.62189 LMwDS_long 
89 0 AP890629-0130  926 3.62176 LMwDS_long 
89 0 AP890413-0147  927 3.62126 LMwDS_long 
89 0 AP890927-0291  928 3.61976 LMwDS_long 
89 0 AP891215-0279  929 3.61976 LMwDS_long 
89 0 AP890920-0245  930 3.61960 LMwDS_long 
89 0 AP890208-0053  931 3.61946 LMwDS_long 
89 0 AP890815-0183  932 3.61888 LMwDS_long 
89 0 AP890604-0001  933 3.61805 LMwDS_long 
89 0 AP890715-0108  934 3.61805 LMwDS_long 
89 0 AP890903-0052  935 3.61805 LMwDS_long 
89 0 AP890306-0150  936 3.61786 LMwDS_long 
89 0 AP890118-0238  937 3.61755 LMwDS_long 
89 0 AP890630-0168  938 3.61755 LMwDS_long 
89 0 AP891006-0020  939 3.61755 LMwDS_long 
89 0 AP891104-0074  940 3.61755 LMwDS_long 
89 0 AP890531-0292  941 3.61635 LMwDS_long 
89 0 AP890110-0034  942 3.61112 LMwDS_long 
89 0 AP890310-0267  943 3.61112 LMwDS_long 
89 0 AP891217-0026  944 3.61047 LMwDS_long 
89 0 AP890309-0241  945 3.61001 LMwDS_long 
89 0 AP890302-0132  946 3.60825 LMwDS_long 
89 0 AP890211-0129  947 3.60798 LMwDS_long 
89 0 AP890413-0109  948 3.60776 LMwDS_long 
89 0 AP890110-0262  949 3.60644 LMwDS_long 
89 0 AP890103-0109  950 3.60534 LMwDS_long 
89 0 AP890502-0265  951 3.60354 LMwDS_long 
89 0 AP890614-0021  952 3.60341 LMwDS_long 
89 0 AP890526-0144  953 3.60185 LMwDS_long 
89 0 AP890413-0158  954 3.60174 LMwDS_long 
89 0 AP890327-0067  955 3.60055 LMwDS_long 
89 0 AP890131-0159  956 3.59958 LMwDS_long 
89 0 AP890222-0053  957 3.59917 LMwDS_long 
89 0 AP891031-0080  958 3.59917 LMwDS_long 
89 0 AP890201-0275  959 3.59783 LMwDS_long 
89 0 AP890728-0198  960 3.59681 LMwDS_long 
89 0 AP890729-0078  961 3.59412 LMwDS_long 
89 0 AP890824-0029  962 3.59234 LMwDS_long 
89 0 AP890317-0162  963 3.59100 LMwDS_long 
89 0 AP890519-0154  964 3.59001 LMwDS_long 
89 0 AP890328-0055  965 3.58962 LMwDS_long 
89 0 AP890704-0122  966 3.58854 LMwDS_long 
89 0 AP890715-0030  967 3.58793 LMwDS_long 
89 0 AP890705-0173  968 3.58738 LMwDS_long 
89 0 AP891010-0047  969 3.58557 LMwDS_long 
89 0 AP890524-0039  970 3.58336 LMwDS_long 
