51 0 AP890908-0222    1 8.04724 LMwDS_short 
95 0 AP891107-0005  447 3.44266 LMwDS_short 
95 0 AP891115-0130  448 3.44266 LMwDS_short 
95 0 AP891117-0275  449 3.44266 LMwDS_short 
95 0 AP891122-0156  450 3.44266 LMwDS_short 
95 0 AP891213-0116  451 3.44266 LMwDS_short 
95 0 AP890303-0073  452 3.41987 LMwDS_short 
95 0 AP890601-0356  453 3.41987 LMwDS_short 
95 0 AP890112-0003  454 3.41791 LMwDS_short 
95 0 AP890223-0230  455 3.41791 LMwDS_short 
95 0 AP890310-0257  456 3.41791 LMwDS_short 
95 0 AP890313-0015  457 3.41791 LMwDS_short 
95 0 AP890316-0184  458 3.41791 LMwDS_short 
95 0 AP890403-0072  459 3.41791 LMwDS_short 
95 0 AP890602-0022  460 3.41791 LMwDS_short 
95 0 AP890725-0217  461 3.41791 LMwDS_short 
95 0 AP890816-0016  462 3.41791 LMwDS_short 
95 0 AP891004-0281  463 3.41791 LMwDS_short 
95 0 AP891018-0256  464 3.41791 LMwDS_short 
95 0 AP891114-0232  465 3.41791 LMwDS_short 
95 0 AP891213-0271  466 3.41791 LMwDS_short 
95 0 AP890208-0196  467 3.40733 LMwDS_short 
95 0 AP890518-0014  468 3.40733 LMwDS_short 
95 0 AP890711-0034  469 3.40099 LMwDS_short 
95 0 AP890112-0192  470 3.39223 LMwDS_short 
95 0 AP890113-0097  471 3.39223 LMwDS_short 
95 0 AP890115-0084  472 3.39223 LMwDS_short 
95 0 AP890121-0104  473 3.39223 LMwDS_short 
95 0 AP890121-0156  474 3.39223 LMwDS_short 
95 0 AP890126-0139  475 3.39223 LMwDS_short 
95 0 AP890127-0045  476 3.39223 LMwDS_short 
95 0 AP890128-0155  477 3.39223 LMwDS_short 
95 0 AP890208-0010  478 3.39223 LMwDS_short 
95 0 AP890209-0213  479 3.39223 LMwDS_short 
95 0 AP890209-0231  480 3.39223 LMwDS_short 
95 0 AP890213-0155  481 3.39223 LMwDS_short 
95 0 AP890214-0090  482 3.39223 LMwDS_short 
95 0 AP890301-0101  483 3.39223 LMwDS_short 
95 0 AP890301-0235  484 3.39223 LMwDS_short 
95 0 AP890302-0110  485 3.39223 LMwDS_short 
95 0 AP890303-0076  486 3.39223 LMwDS_short 
95 0 AP890308-0040  487 3.39223 LMwDS_short 
95 0 AP890314-0127  488 3.39223 LMwDS_short 
95 0 AP890327-0033  489 3.39223 LMwDS_short 
95 0 AP890329-0115  490 3.39223 LMwDS_short 
95 0 AP890403-0033  491 3.39223 LMwDS_short 
95 0 AP890403-0052  492 3.39223 LMwDS_short 
95 0 AP890404-0037  493 3.39223 LMwDS_short 
95 0 AP890404-0048  494 3.39223 LMwDS_short 
95 0 AP890411-0053  495 3.39223 LMwDS_short 
95 0 AP890418-0033  496 3.39223 LMwDS_short 
95 0 AP890419-0281  497 3.39223 LMwDS_short 
95 0 AP890420-0172  498 3.39223 LMwDS_short 
95 0 AP890426-0226  499 3.39223 LMwDS_short 
95 0 AP890428-0025  500 3.39223 LMwDS_short 
95 0 AP890510-0100  501 3.39223 LMwDS_short 
95 0 AP890611-0025  502 3.39223 LMwDS_short 
95 0 AP890622-0093  503 3.39223 LMwDS_short 
95 0 AP890623-0049  504 3.39223 LMwDS_short 
95 0 AP890623-0138  505 3.39223 LMwDS_short 
95 0 AP890623-0178  506 3.39223 LMwDS_short 
95 0 AP890628-0194  507 3.39223 LMwDS_short 
95 0 AP890629-0130  508 3.39223 LMwDS_short 
95 0 AP890702-0038  509 3.39223 LMwDS_short 
95 0 AP890705-0043  510 3.39223 LMwDS_short 
95 0 AP890707-0025  511 3.39223 LMwDS_short 
95 0 AP890708-0039  512 3.39223 LMwDS_short 
95 0 AP890714-0035  513 3.39223 LMwDS_short 
95 0 AP890720-0151  514 3.39223 LMwDS_short 
95 0 AP890725-0154  515 3.39223 LMwDS_short 
95 0 AP890805-0011  516 3.39223 LMwDS_short 
95 0 AP890808-0143  517 3.39223 LMwDS_short 
95 0 AP890809-0249  518 3.39223 LMwDS_short 
95 0 AP890812-0107  519 3.39223 LMwDS_short 
95 0 AP890813-0077  520 3.39223 LMwDS_short 
95 0 AP890820-0033  521 3.39223 LMwDS_short 
95 0 AP890821-0102  522 3.39223 LMwDS_short 
95 0 AP890831-0238  523 3.39223 LMwDS_short 
95 0 AP890905-0170  524 3.39223 LMwDS_short 
95 0 AP890911-0005  525 3.39223 LMwDS_short 
95 0 AP890911-0144  526 3.39223 LMwDS_short 
95 0 AP890920-0194  527 3.39223 LMwDS_short 
95 0 AP890926-0277  528 3.39223 LMwDS_short 
95 0 AP890930-0058  529 3.39223 LMwDS_short 
95 0 AP891001-0079  530 3.39223 LMwDS_short 
95 0 AP891005-0034  531 3.39223 LMwDS_short 
95 0 AP891008-0008  532 3.39223 LMwDS_short 
95 0 AP891017-0223  533 3.39223 LMwDS_short 
95 0 AP891022-0056  534 3.39223 LMwDS_short 
95 0 AP891115-0103  535 3.39223 LMwDS_short 
95 0 AP891208-0274  536 3.39223 LMwDS_short 
95 0 AP891222-0207  537 3.39223 LMwDS_short 
95 0 AP891222-0274  538 3.39223 LMwDS_short 
95 0 AP891225-0061  539 3.39223 LMwDS_short 
95 0 AP891227-0138  540 3.39223 LMwDS_short 
95 0 AP890728-0064  541 3.38952 LMwDS_short 
95 0 AP890612-0019  542 3.38102 LMwDS_short 
95 0 AP890126-0292  543 3.36826 LMwDS_short 
95 0 AP891012-0327  544 3.35698 LMwDS_short 
95 0 AP890710-0099  545 3.32258 LMwDS_short 
95 0 AP890108-0003  546 3.31382 LMwDS_short 
95 0 AP890109-0287  547 3.31382 LMwDS_short 
95 0 AP890110-0104  548 3.31382 LMwDS_short 
95 0 AP890110-0135  549 3.31382 LMwDS_short 
95 0 AP890112-0023  550 3.31382 LMwDS_short 
95 0 AP890113-0045  551 3.31382 LMwDS_short 
95 0 AP890117-0070  552 3.31382 LMwDS_short 
95 0 AP890121-0098  553 3.31382 LMwDS_short 
95 0 AP890130-0145  554 3.31382 LMwDS_short 
95 0 AP890206-0026  555 3.31382 LMwDS_short 
95 0 AP890210-0239  556 3.31382 LMwDS_short 
95 0 AP890310-0031  557 3.31382 LMwDS_short 
95 0 AP890311-0125  558 3.31382 LMwDS_short 
95 0 AP890311-0156  559 3.31382 LMwDS_short 
95 0 AP890314-0219  560 3.31382 LMwDS_short 
95 0 AP890318-0092  561 3.31382 LMwDS_short 
95 0 AP890323-0249  562 3.31382 LMwDS_short 
95 0 AP890329-0033  563 3.31382 LMwDS_short 
95 0 AP890405-0230  564 3.31382 LMwDS_short 
95 0 AP890412-0034  565 3.31382 LMwDS_short 
95 0 AP890413-0095  566 3.31382 LMwDS_short 
95 0 AP890413-0137  567 3.31382 LMwDS_short 
95 0 AP890413-0163  568 3.31382 LMwDS_short 
95 0 AP890419-0105  569 3.31382 LMwDS_short 
95 0 AP890419-0205  570 3.31382 LMwDS_short 
95 0 AP890424-0010  571 3.31382 LMwDS_short 
95 0 AP890425-0011  572 3.31382 LMwDS_short 
95 0 AP890425-0204  573 3.31382 LMwDS_short 
95 0 AP890501-0208  574 3.31382 LMwDS_short 
95 0 AP890502-0243  575 3.31382 LMwDS_short 
95 0 AP890504-0204  576 3.31382 LMwDS_short 
95 0 AP890505-0242  577 3.31382 LMwDS_short 
95 0 AP890506-0075  578 3.31382 LMwDS_short 
95 0 AP890507-0060  579 3.31382 LMwDS_short 
95 0 AP890513-0090  580 3.31382 LMwDS_short 
95 0 AP890516-0014  581 3.31382 LMwDS_short 
95 0 AP890523-0016  582 3.31382 LMwDS_short 
95 0 AP890601-0136  583 3.31382 LMwDS_short 
95 0 AP890607-0208  584 3.31382 LMwDS_short 
95 0 AP890609-0033  585 3.31382 LMwDS_short 
95 0 AP890614-0102  586 3.31382 LMwDS_short 
95 0 AP890614-0282  587 3.31382 LMwDS_short 
95 0 AP890620-0074  588 3.31382 LMwDS_short 
95 0 AP890621-0149  589 3.31382 LMwDS_short 
95 0 AP890626-0097  590 3.31382 LMwDS_short 
95 0 AP890626-0117  591 3.31382 LMwDS_short 
95 0 AP890629-0190  592 3.31382 LMwDS_short 
95 0 AP890629-0214  593 3.31382 LMwDS_short 
95 0 AP890706-0012  594 3.31382 LMwDS_short 
95 0 AP890714-0056  595 3.31382 LMwDS_short 
95 0 AP890714-0129  596 3.31382 LMwDS_short 
95 0 AP890721-0072  597 3.31382 LMwDS_short 
95 0 AP890723-0071  598 3.31382 LMwDS_short 
95 0 AP890725-0288  599 3.31382 LMwDS_short 
95 0 AP890726-0117  600 3.31382 LMwDS_short 
95 0 AP890802-0089  601 3.31382 LMwDS_short 
95 0 AP890806-0045  602 3.31382 LMwDS_short 
95 0 AP890808-0162  603 3.31382 LMwDS_short 
95 0 AP890813-0014  604 3.31382 LMwDS_short 
95 0 AP890814-0222  605 3.31382 LMwDS_short 
95 0 AP890816-0009  606 3.31382 LMwDS_short 
95 0 AP890817-0167  607 3.31382 LMwDS_short 
95 0 AP890821-0010  608 3.31382 LMwDS_short 
95 0 AP890824-0034  609 3.31382 LMwDS_short 
95 0 AP890825-0075  610 3.31382 LMwDS_short 
95 0 AP890903-0022  611 3.31382 LMwDS_short 
95 0 AP890913-0031  612 3.31382 LMwDS_short 
95 0 AP890914-0023  613 3.31382 LMwDS_short 
95 0 AP890925-0180  614 3.31382 LMwDS_short 
95 0 AP890925-0258  615 3.31382 LMwDS_short 
95 0 AP891003-0148  616 3.31382 LMwDS_short 
95 0 AP891008-0063  617 3.31382 LMwDS_short 
95 0 AP891020-0035  618 3.31382 LMwDS_short 
95 0 AP891026-0248  619 3.31382 LMwDS_short 
95 0 AP891030-0115  620 3.31382 LMwDS_short 
95 0 AP891101-0061  621 3.31382 LMwDS_short 
95 0 AP891102-0023  622 3.31382 LMwDS_short 
95 0 AP891114-0145  623 3.31382 LMwDS_short 
95 0 AP891115-0227  624 3.31382 LMwDS_short 
95 0 AP891116-0120  625 3.31382 LMwDS_short 
95 0 AP891117-0090  626 3.31382 LMwDS_short 
95 0 AP891117-0196  627 3.31382 LMwDS_short 
95 0 AP891130-0153  628 3.31382 LMwDS_short 
95 0 AP891215-0071  629 3.31382 LMwDS_short 
95 0 AP891219-0184  630 3.31382 LMwDS_short 
95 0 AP891219-0241  631 3.31382 LMwDS_short 
95 0 AP891220-0138  632 3.31382 LMwDS_short 
95 0 AP891220-0163  633 3.31382 LMwDS_short 
95 0 AP890621-0143  634 3.30839 LMwDS_short 
95 0 AP891016-0232  635 3.29631 LMwDS_short 
95 0 AP890222-0065  636 3.26921 LMwDS_short 
95 0 AP890602-0204  637 3.26921 LMwDS_short 
95 0 AP891016-0219  638 3.23271 LMwDS_short 
95 0 AP891212-0261  639 3.21931 LMwDS_short 
95 0 AP890523-0141  640 3.21878 LMwDS_short 
95 0 AP890705-0185  641 3.21878 LMwDS_short 
95 0 AP891014-0055  642 3.21878 LMwDS_short 
95 0 AP891206-0063  643 3.21790 LMwDS_short 
95 0 AP890112-0167  644 3.21186 LMwDS_short 
95 0 AP891113-0112  645 3.21186 LMwDS_short 
95 0 AP890824-0091  646 3.20634 LMwDS_short 
95 0 AP890221-0063  647 3.18516 LMwDS_short 
95 0 AP890316-0242  648 3.18516 LMwDS_short 
95 0 AP890917-0084  649 3.18516 LMwDS_short 
95 0 AP890215-0155  650 3.18382 LMwDS_short 
95 0 AP890512-0271  651 3.18382 LMwDS_short 
95 0 AP890515-0009  652 3.18382 LMwDS_short 
95 0 AP890801-0209  653 3.18382 LMwDS_short 
95 0 AP890813-0064  654 3.18382 LMwDS_short 
95 0 AP890817-0170  655 3.18382 LMwDS_short 
95 0 AP890907-0220  656 3.18382 LMwDS_short 
95 0 AP890911-0182  657 3.18382 LMwDS_short 
95 0 AP890912-0096  658 3.18382 LMwDS_short 
95 0 AP891027-0032  659 3.18382 LMwDS_short 
95 0 AP891125-0076  660 3.18382 LMwDS_short 
95 0 AP891126-0019  661 3.18382 LMwDS_short 
95 0 AP891218-0089  662 3.18382 LMwDS_short 
95 0 AP890130-0201  663 3.15986 LMwDS_short 
95 0 AP890327-0018  664 3.14037 LMwDS_short 
95 0 AP890706-0263  665 3.14037 LMwDS_short 
95 0 AP890818-0193  666 3.14037 LMwDS_short 
95 0 AP890208-0065  667 3.13473 LMwDS_short 
95 0 AP890807-0008  668 3.12793 LMwDS_short 
95 0 AP890908-0123  669 3.12793 LMwDS_short 
95 0 AP890127-0254  670 3.12753 LMwDS_short 
95 0 AP890215-0076  671 3.12753 LMwDS_short 
95 0 AP890616-0090  672 3.09267 LMwDS_short 
95 0 AP890620-0024  673 3.09267 LMwDS_short 
95 0 AP890809-0051  674 3.09267 LMwDS_short 
95 0 AP890905-0178  675 3.08790 LMwDS_short 
95 0 AP890525-0099  676 3.07392 LMwDS_short 
95 0 AP890303-0046  677 3.05632 LMwDS_short 
95 0 AP890630-0070  678 3.04899 LMwDS_short 
95 0 AP890202-0029  679 3.04295 LMwDS_short 
95 0 AP890525-0235  680 3.04295 LMwDS_short 
95 0 AP890720-0116  681 3.04295 LMwDS_short 
95 0 AP891107-0273  682 3.04295 LMwDS_short 
95 0 AP891113-0220  683 3.04295 LMwDS_short 
95 0 AP890119-0168  684 3.02648 LMwDS_short 
95 0 AP890119-0253  685 3.01484 LMwDS_short 
95 0 AP890406-0191  686 3.01484 LMwDS_short 
95 0 AP890424-0141  687 3.01484 LMwDS_short 
95 0 AP890727-0234  688 3.01232 LMwDS_short 
95 0 AP890615-0215  689 3.00986 LMwDS_short 
95 0 AP890216-0016  690 2.99233 LMwDS_short 
95 0 AP891103-0005  691 2.99233 LMwDS_short 
95 0 AP890524-0315  692 2.96455 LMwDS_short 
95 0 AP890802-0252  693 2.96455 LMwDS_short 
95 0 AP891214-0208  694 2.96455 LMwDS_short 
95 0 AP890124-0111  695 2.96441 LMwDS_short 
95 0 AP890807-0086  696 2.96441 LMwDS_short 
95 0 AP891227-0103  697 2.94352 LMwDS_short 
95 0 AP890130-0090  698 2.94190 LMwDS_short 
95 0 AP890405-0047  699 2.94190 LMwDS_short 
95 0 AP890124-0258  700 2.92632 LMwDS_short 
95 0 AP890510-0251  701 2.92632 LMwDS_short 
95 0 AP890222-0257  702 2.91406 LMwDS_short 
95 0 AP890701-0006  703 2.91406 LMwDS_short 
95 0 AP890410-0040  704 2.90181 LMwDS_short 
95 0 AP890515-0122  705 2.88600 LMwDS_short 
95 0 AP890622-0054  706 2.88600 LMwDS_short 
95 0 AP890702-0015  707 2.88600 LMwDS_short 
95 0 AP890828-0045  708 2.88600 LMwDS_short 
95 0 AP891004-0279  709 2.88426 LMwDS_short 
95 0 AP890316-0129  710 2.87991 LMwDS_short 
95 0 AP890410-0254  711 2.87991 LMwDS_short 
95 0 AP891023-0157  712 2.87991 LMwDS_short 
95 0 AP890320-0038  713 2.86767 LMwDS_short 
95 0 AP890721-0044  714 2.86767 LMwDS_short 
95 0 AP891112-0031  715 2.86767 LMwDS_short 
95 0 AP891112-0032  716 2.86767 LMwDS_short 
95 0 AP890123-0237  717 2.86349 LMwDS_short 
95 0 AP890303-0120  718 2.86349 LMwDS_short 
95 0 AP890614-0255  719 2.86349 LMwDS_short 
95 0 AP890619-0266  720 2.86349 LMwDS_short 
95 0 AP890725-0273  721 2.86349 LMwDS_short 
95 0 AP890111-0095  722 2.85249 LMwDS_short 
95 0 AP890113-0026  723 2.85178 LMwDS_short 
95 0 AP890803-0026  724 2.85178 LMwDS_short 
95 0 AP891205-0032  725 2.85178 LMwDS_short 
95 0 AP890302-0204  726 2.82948 LMwDS_short 
95 0 AP890330-0232  727 2.82948 LMwDS_short 
95 0 AP890330-0246  728 2.82948 LMwDS_short 
95 0 AP890417-0111  729 2.82948 LMwDS_short 
95 0 AP890828-0040  730 2.82948 LMwDS_short 
95 0 AP891004-0258  731 2.82948 LMwDS_short 
95 0 AP891010-0279  732 2.82948 LMwDS_short 
95 0 AP891019-0319  733 2.82948 LMwDS_short 
95 0 AP891115-0252  734 2.82948 LMwDS_short 
95 0 AP891214-0060  735 2.82948 LMwDS_short 
95 0 AP891214-0226  736 2.82948 LMwDS_short 
95 0 AP890124-0107  737 2.81724 LMwDS_short 
95 0 AP890507-0063  738 2.81724 LMwDS_short 
95 0 AP890626-0074  739 2.81724 LMwDS_short 
95 0 AP890216-0260  740 2.78737 LMwDS_short 
95 0 AP890630-0239  741 2.78737 LMwDS_short 
95 0 AP890803-0265  742 2.78737 LMwDS_short 
95 0 AP890824-0104  743 2.78737 LMwDS_short 
95 0 AP891006-0069  744 2.78737 LMwDS_short 
95 0 AP891029-0038  745 2.77089 LMwDS_short 
95 0 AP890104-0217  746 2.75600 LMwDS_short 
95 0 AP890207-0182  747 2.75322 LMwDS_short 
95 0 AP890323-0019  748 2.75322 LMwDS_short 
95 0 AP890425-0055  749 2.75322 LMwDS_short 
95 0 AP890530-0281  750 2.75322 LMwDS_short 
95 0 AP890531-0263  751 2.75322 LMwDS_short 
95 0 AP890722-0023  752 2.75322 LMwDS_short 
95 0 AP890908-0242  753 2.75322 LMwDS_short 
95 0 AP891021-0022  754 2.75322 LMwDS_short 
95 0 AP890227-0236  755 2.75231 LMwDS_short 
95 0 AP890306-0006  756 2.75231 LMwDS_short 
95 0 AP890221-0170  757 2.75107 LMwDS_short 
95 0 AP890312-0019  758 2.75107 LMwDS_short 
95 0 AP890525-0255  759 2.75107 LMwDS_short 
95 0 AP891003-0221  760 2.75107 LMwDS_short 
95 0 AP891013-0064  761 2.75107 LMwDS_short 
95 0 AP891207-0215  762 2.75107 LMwDS_short 
95 0 AP891211-0278  763 2.75107 LMwDS_short 
95 0 AP891212-0247  764 2.75107 LMwDS_short 
95 0 AP890111-0042  765 2.73883 LMwDS_short 
95 0 AP890115-0019  766 2.73883 LMwDS_short 
95 0 AP890420-0170  767 2.73883 LMwDS_short 
95 0 AP890424-0240  768 2.73883 LMwDS_short 
95 0 AP890617-0063  769 2.73883 LMwDS_short 
95 0 AP890621-0098  770 2.73883 LMwDS_short 
95 0 AP890621-0163  771 2.73883 LMwDS_short 
95 0 AP890825-0178  772 2.73883 LMwDS_short 
95 0 AP891113-0029  773 2.73883 LMwDS_short 
95 0 AP890628-0219  774 2.73349 LMwDS_short 
95 0 AP890227-0083  775 2.72918 LMwDS_short 
95 0 AP890309-0223  776 2.70279 LMwDS_short 
95 0 AP890324-0213  777 2.70279 LMwDS_short 
95 0 AP890517-0285  778 2.70279 LMwDS_short 
95 0 AP890622-0215  779 2.70279 LMwDS_short 
95 0 AP890718-0235  780 2.70279 LMwDS_short 
95 0 AP890920-0281  781 2.70279 LMwDS_short 
95 0 AP891003-0251  782 2.70279 LMwDS_short 
95 0 AP891006-0209  783 2.70279 LMwDS_short 
95 0 AP891115-0281  784 2.70279 LMwDS_short 
95 0 AP891127-0026  785 2.70279 LMwDS_short 
95 0 AP890430-0044  786 2.69504 LMwDS_short 
95 0 AP890809-0074  787 2.69504 LMwDS_short 
95 0 AP891228-0021  788 2.69504 LMwDS_short 
95 0 AP890306-0078  789 2.69497 LMwDS_short 
95 0 AP890309-0279  790 2.69497 LMwDS_short 
95 0 AP890310-0279  791 2.69497 LMwDS_short 
95 0 AP890619-0252  792 2.69497 LMwDS_short 
95 0 AP890201-0249  793 2.66453 LMwDS_short 
95 0 AP890124-0178  794 2.64461 LMwDS_short 
95 0 AP890213-0126  795 2.64461 LMwDS_short 
95 0 AP890406-0115  796 2.64461 LMwDS_short 
95 0 AP890516-0181  797 2.64461 LMwDS_short 
95 0 AP890617-0101  798 2.64461 LMwDS_short 
95 0 AP890621-0035  799 2.64461 LMwDS_short 
95 0 AP890713-0096  800 2.64461 LMwDS_short 
95 0 AP890801-0105  801 2.64461 LMwDS_short 
95 0 AP890815-0029  802 2.64461 LMwDS_short 
95 0 AP890907-0128  803 2.64461 LMwDS_short 
95 0 AP890908-0267  804 2.64461 LMwDS_short 
95 0 AP891030-0032  805 2.64461 LMwDS_short 
95 0 AP891218-0131  806 2.64461 LMwDS_short 
95 0 AP890601-0182  807 2.64228 LMwDS_short 
95 0 AP890623-0037  808 2.64228 LMwDS_short 
95 0 AP890718-0121  809 2.64228 LMwDS_short 
95 0 AP890808-0193  810 2.64228 LMwDS_short 
95 0 AP890928-0310  811 2.64228 LMwDS_short 
95 0 AP891102-0282  812 2.64228 LMwDS_short 
95 0 AP891222-0235  813 2.64228 LMwDS_short 
95 0 AP891224-0010  814 2.64228 LMwDS_short 
95 0 AP890124-0259  815 2.62439 LMwDS_short 
95 0 AP890127-0214  816 2.62439 LMwDS_short 
95 0 AP890810-0191  817 2.62439 LMwDS_short 
95 0 AP890812-0140  818 2.62439 LMwDS_short 
95 0 AP891027-0236  819 2.62439 LMwDS_short 
95 0 AP891211-0240  820 2.62439 LMwDS_short 
95 0 AP891215-0248  821 2.62439 LMwDS_short 
95 0 AP890505-0027  822 2.60813 LMwDS_short 
95 0 AP890509-0267  823 2.60813 LMwDS_short 
95 0 AP890701-0129  824 2.60813 LMwDS_short 
95 0 AP890727-0243  825 2.60813 LMwDS_short 
95 0 AP890830-0086  826 2.60813 LMwDS_short 
95 0 AP891218-0178  827 2.60813 LMwDS_short 
95 0 AP890225-0055  828 2.56620 LMwDS_short 
95 0 AP890327-0071  829 2.56620 LMwDS_short 
95 0 AP890401-0144  830 2.56620 LMwDS_short 
95 0 AP890515-0209  831 2.56620 LMwDS_short 
95 0 AP890516-0063  832 2.56620 LMwDS_short 
95 0 AP890802-0251  833 2.56620 LMwDS_short 
95 0 AP890907-0162  834 2.56620 LMwDS_short 
95 0 AP890930-0132  835 2.56620 LMwDS_short 
95 0 AP891030-0235  836 2.56620 LMwDS_short 
95 0 AP891117-0093  837 2.56620 LMwDS_short 
95 0 AP890105-0009  838 2.56211 LMwDS_short 
95 0 AP890524-0215  839 2.56211 LMwDS_short 
95 0 AP890614-0028  840 2.56211 LMwDS_short 
95 0 AP890831-0103  841 2.56211 LMwDS_short 
95 0 AP890105-0237  842 2.55770 LMwDS_short 
95 0 AP890222-0291  843 2.55770 LMwDS_short 
95 0 AP890319-0080  844 2.55770 LMwDS_short 
95 0 AP890323-0272  845 2.55770 LMwDS_short 
95 0 AP890327-0017  846 2.55770 LMwDS_short 
95 0 AP890403-0122  847 2.55770 LMwDS_short 
95 0 AP890412-0248  848 2.55770 LMwDS_short 
95 0 AP890412-0291  849 2.55770 LMwDS_short 
95 0 AP890426-0231  850 2.55770 LMwDS_short 
95 0 AP890516-0263  851 2.55770 LMwDS_short 
95 0 AP890613-0245  852 2.55770 LMwDS_short 
95 0 AP890717-0233  853 2.55770 LMwDS_short 
95 0 AP890724-0228  854 2.55770 LMwDS_short 
95 0 AP890920-0123  855 2.55770 LMwDS_short 
95 0 AP891016-0233  856 2.55770 LMwDS_short 
95 0 AP891030-0248  857 2.55770 LMwDS_short 
95 0 AP891213-0275  858 2.55770 LMwDS_short 
95 0 AP891016-0182  859 2.53762 LMwDS_short 
95 0 AP890131-0104  860 2.52040 LMwDS_short 
95 0 AP890219-0035  861 2.52040 LMwDS_short 
95 0 AP890227-0196  862 2.52040 LMwDS_short 
95 0 AP890614-0100  863 2.52040 LMwDS_short 
95 0 AP890626-0116  864 2.52040 LMwDS_short 
95 0 AP890808-0117  865 2.52040 LMwDS_short 
95 0 AP890410-0107  866 2.51421 LMwDS_short 
95 0 AP890805-0109  867 2.51421 LMwDS_short 
95 0 AP891028-0080  868 2.49439 LMwDS_short 
95 0 AP890219-0059  869 2.48626 LMwDS_short 
95 0 AP890526-0189  870 2.48626 LMwDS_short 
95 0 AP890601-0043  871 2.48626 LMwDS_short 
95 0 AP890626-0093  872 2.48626 LMwDS_short 
95 0 AP890628-0192  873 2.48626 LMwDS_short 
95 0 AP890713-0058  874 2.48626 LMwDS_short 
95 0 AP890101-0002  875 2.47929 LMwDS_short 
95 0 AP890116-0120  876 2.47929 LMwDS_short 
95 0 AP890313-0229  877 2.47929 LMwDS_short 
95 0 AP890317-0223  878 2.47929 LMwDS_short 
95 0 AP890409-0078  879 2.47929 LMwDS_short 
95 0 AP890412-0288  880 2.47929 LMwDS_short 
95 0 AP890413-0251  881 2.47929 LMwDS_short 
95 0 AP890612-0233  882 2.47929 LMwDS_short 
95 0 AP890614-0248  883 2.47929 LMwDS_short 
95 0 AP890619-0258  884 2.47929 LMwDS_short 
95 0 AP890801-0226  885 2.47929 LMwDS_short 
95 0 AP890920-0243  886 2.47929 LMwDS_short 
95 0 AP890113-0121  887 2.47250 LMwDS_short 
95 0 AP890119-0318  888 2.47250 LMwDS_short 
95 0 AP890419-0070  889 2.47250 LMwDS_short 
95 0 AP890605-0034  890 2.47250 LMwDS_short 
95 0 AP890613-0220  891 2.47250 LMwDS_short 
95 0 AP890816-0142  892 2.47250 LMwDS_short 
95 0 AP890829-0244  893 2.47250 LMwDS_short 
95 0 AP890916-0017  894 2.47250 LMwDS_short 
95 0 AP890925-0299  895 2.47250 LMwDS_short 
95 0 AP891003-0212  896 2.47250 LMwDS_short 
95 0 AP891006-0260  897 2.47250 LMwDS_short 
95 0 AP891010-0274  898 2.47250 LMwDS_short 
95 0 AP891017-0243  899 2.47250 LMwDS_short 
95 0 AP891103-0201  900 2.47250 LMwDS_short 
95 0 AP890225-0024  901 2.45276 LMwDS_short 
95 0 AP890420-0134  902 2.45276 LMwDS_short 
95 0 AP890724-0058  903 2.45276 LMwDS_short 
95 0 AP890803-0186  904 2.45276 LMwDS_short 
95 0 AP890817-0112  905 2.45276 LMwDS_short 
95 0 AP890905-0104  906 2.45276 LMwDS_short 
95 0 AP890929-0120  907 2.45276 LMwDS_short 
95 0 AP890130-0015  908 2.43836 LMwDS_short 
95 0 AP890310-0190  909 2.43836 LMwDS_short 
95 0 AP890403-0045  910 2.43836 LMwDS_short 
95 0 AP890417-0271  911 2.43836 LMwDS_short 
95 0 AP890418-0152  912 2.43836 LMwDS_short 
95 0 AP890519-0136  913 2.43836 LMwDS_short 
95 0 AP890612-0273  914 2.43836 LMwDS_short 
95 0 AP890620-0022  915 2.43836 LMwDS_short 
95 0 AP890704-0160  916 2.43836 LMwDS_short 
95 0 AP890822-0092  917 2.43836 LMwDS_short 
95 0 AP891002-0306  918 2.43836 LMwDS_short 
95 0 AP891010-0156  919 2.43836 LMwDS_short 
95 0 AP891011-0025  920 2.43836 LMwDS_short 
95 0 AP891022-0095  921 2.43836 LMwDS_short 
95 0 AP891103-0019  922 2.43836 LMwDS_short 
95 0 AP891103-0231  923 2.43836 LMwDS_short 
95 0 AP891114-0259  924 2.43836 LMwDS_short 
95 0 AP891213-0112  925 2.43836 LMwDS_short 
95 0 AP890227-0107  926 2.43620 LMwDS_short 
95 0 AP890117-0143  927 2.43582 LMwDS_short 
95 0 AP890215-0220  928 2.43582 LMwDS_short 
95 0 AP890301-0227  929 2.43582 LMwDS_short 
95 0 AP890315-0219  930 2.43582 LMwDS_short 
95 0 AP890320-0194  931 2.43582 LMwDS_short 
95 0 AP890322-0220  932 2.43582 LMwDS_short 
95 0 AP890323-0184  933 2.43582 LMwDS_short 
95 0 AP890323-0216  934 2.43582 LMwDS_short 
95 0 AP890327-0028  935 2.43582 LMwDS_short 
95 0 AP890327-0034  936 2.43582 LMwDS_short 
95 0 AP890511-0086  937 2.43582 LMwDS_short 
95 0 AP890516-0033  938 2.43582 LMwDS_short 
95 0 AP890523-0158  939 2.43582 LMwDS_short 
95 0 AP890626-0182  940 2.43582 LMwDS_short 
95 0 AP890629-0105  941 2.43582 LMwDS_short 
95 0 AP890713-0001  942 2.43582 LMwDS_short 
95 0 AP890803-0170  943 2.43582 LMwDS_short 
95 0 AP890803-0181  944 2.43582 LMwDS_short 
95 0 AP890822-0032  945 2.43582 LMwDS_short 
