51 0 AP890908-0222    1 10.20738 LMwJMS_short 
93 0 AP890115-0077  742 4.50962 LMwJMS_short 
93 0 AP890116-0049  743 4.50962 LMwJMS_short 
93 0 AP890304-0063  744 4.50962 LMwJMS_short 
93 0 AP890329-0115  745 4.50962 LMwJMS_short 
93 0 AP890419-0079  746 4.50962 LMwJMS_short 
93 0 AP890427-0195  747 4.50962 LMwJMS_short 
93 0 AP890514-0075  748 4.50962 LMwJMS_short 
93 0 AP890529-0075  749 4.50962 LMwJMS_short 
93 0 AP890531-0287  750 4.50962 LMwJMS_short 
93 0 AP890619-0158  751 4.50962 LMwJMS_short 
93 0 AP890725-0014  752 4.50962 LMwJMS_short 
93 0 AP890725-0082  753 4.50962 LMwJMS_short 
93 0 AP890725-0102  754 4.50962 LMwJMS_short 
93 0 AP890725-0242  755 4.50962 LMwJMS_short 
93 0 AP891002-0219  756 4.50962 LMwJMS_short 
93 0 AP891025-0144  757 4.50962 LMwJMS_short 
93 0 AP891116-0107  758 4.50962 LMwJMS_short 
93 0 AP891208-0079  759 4.50962 LMwJMS_short 
93 0 AP891221-0165  760 4.50962 LMwJMS_short 
93 0 AP890422-0139  761 4.50488 LMwJMS_short 
93 0 AP890306-0259  762 4.49359 LMwJMS_short 
93 0 AP890518-0083  763 4.49211 LMwJMS_short 
93 0 AP890616-0102  764 4.49211 LMwJMS_short 
93 0 AP890720-0230  765 4.49211 LMwJMS_short 
93 0 AP890731-0021  766 4.49211 LMwJMS_short 
93 0 AP891002-0090  767 4.49211 LMwJMS_short 
93 0 AP891206-0165  768 4.49211 LMwJMS_short 
93 0 AP891207-0176  769 4.49211 LMwJMS_short 
93 0 AP890111-0023  770 4.49042 LMwJMS_short 
93 0 AP891026-0117  771 4.49042 LMwJMS_short 
93 0 AP890117-0003  772 4.48926 LMwJMS_short 
93 0 AP890122-0102  773 4.48696 LMwJMS_short 
93 0 AP891101-0237  774 4.48696 LMwJMS_short 
93 0 AP891120-0096  775 4.48696 LMwJMS_short 
93 0 AP890329-0227  776 4.48681 LMwJMS_short 
93 0 AP890316-0116  777 4.48132 LMwJMS_short 
93 0 AP890228-0055  778 4.47408 LMwJMS_short 
93 0 AP890814-0077  779 4.47408 LMwJMS_short 
93 0 AP891023-0265  780 4.47408 LMwJMS_short 
93 0 AP890202-0255  781 4.46871 LMwJMS_short 
93 0 AP890821-0189  782 4.46719 LMwJMS_short 
93 0 AP890422-0003  783 4.46647 LMwJMS_short 
93 0 AP890206-0216  784 4.46383 LMwJMS_short 
93 0 AP890123-0210  785 4.45691 LMwJMS_short 
93 0 AP890208-0189  786 4.45691 LMwJMS_short 
93 0 AP890210-0197  787 4.45691 LMwJMS_short 
93 0 AP890213-0098  788 4.45691 LMwJMS_short 
93 0 AP890224-0213  789 4.45691 LMwJMS_short 
93 0 AP890322-0233  790 4.45691 LMwJMS_short 
93 0 AP890512-0079  791 4.45691 LMwJMS_short 
93 0 AP890523-0133  792 4.45691 LMwJMS_short 
93 0 AP890910-0047  793 4.45691 LMwJMS_short 
93 0 AP891006-0158  794 4.45691 LMwJMS_short 
93 0 AP891010-0049  795 4.45691 LMwJMS_short 
93 0 AP891208-0070  796 4.45691 LMwJMS_short 
93 0 AP891228-0028  797 4.45691 LMwJMS_short 
93 0 AP890718-0001  798 4.44330 LMwJMS_short 
93 0 AP890731-0058  799 4.44330 LMwJMS_short 
93 0 AP890112-0026  800 4.44310 LMwJMS_short 
93 0 AP890406-0266  801 4.43365 LMwJMS_short 
93 0 AP890407-0088  802 4.43365 LMwJMS_short 
93 0 AP891206-0001  803 4.43363 LMwJMS_short 
93 0 AP890216-0238  804 4.43186 LMwJMS_short 
93 0 AP890406-0161  805 4.43186 LMwJMS_short 
93 0 AP890516-0126  806 4.43186 LMwJMS_short 
93 0 AP890518-0133  807 4.43186 LMwJMS_short 
93 0 AP890109-0288  808 4.43069 LMwJMS_short 
93 0 AP890913-0110  809 4.43063 LMwJMS_short 
93 0 AP890921-0081  810 4.42621 LMwJMS_short 
93 0 AP891112-0010  811 4.42621 LMwJMS_short 
93 0 AP890202-0306  812 4.42590 LMwJMS_short 
93 0 AP890213-0124  813 4.42590 LMwJMS_short 
93 0 AP890914-0158  814 4.42441 LMwJMS_short 
93 0 AP890416-0059  815 4.41825 LMwJMS_short 
93 0 AP890613-0150  816 4.41716 LMwJMS_short 
93 0 AP891025-0239  817 4.41452 LMwJMS_short 
93 0 AP890516-0167  818 4.41387 LMwJMS_short 
93 0 AP890928-0224  819 4.41387 LMwJMS_short 
93 0 AP891023-0088  820 4.41387 LMwJMS_short 
93 0 AP890224-0181  821 4.41084 LMwJMS_short 
93 0 AP890125-0199  822 4.40321 LMwJMS_short 
93 0 AP891118-0109  823 4.40079 LMwJMS_short 
93 0 AP890323-0163  824 4.39672 LMwJMS_short 
93 0 AP890914-0284  825 4.39672 LMwJMS_short 
93 0 AP891001-0066  826 4.39672 LMwJMS_short 
93 0 AP891215-0111  827 4.39672 LMwJMS_short 
93 0 AP890404-0004  828 4.39522 LMwJMS_short 
93 0 AP890515-0201  829 4.39522 LMwJMS_short 
93 0 AP890518-0157  830 4.39522 LMwJMS_short 
93 0 AP890825-0213  831 4.39522 LMwJMS_short 
93 0 AP890216-0211  832 4.38519 LMwJMS_short 
93 0 AP890307-0031  833 4.38519 LMwJMS_short 
93 0 AP891112-0008  834 4.38519 LMwJMS_short 
93 0 AP891229-0110  835 4.38408 LMwJMS_short 
93 0 AP890405-0144  836 4.38043 LMwJMS_short 
93 0 AP890810-0020  837 4.38043 LMwJMS_short 
93 0 AP890906-0024  838 4.38043 LMwJMS_short 
93 0 AP890602-0236  839 4.37880 LMwJMS_short 
93 0 AP890223-0088  840 4.37833 LMwJMS_short 
93 0 AP890505-0210  841 4.37770 LMwJMS_short 
93 0 AP891002-0080  842 4.37182 LMwJMS_short 
93 0 AP890831-0095  843 4.37139 LMwJMS_short 
93 0 AP890921-0129  844 4.37139 LMwJMS_short 
93 0 AP890228-0119  845 4.36957 LMwJMS_short 
93 0 AP890819-0028  846 4.36957 LMwJMS_short 
93 0 AP890921-0111  847 4.36957 LMwJMS_short 
93 0 AP890208-0037  848 4.36945 LMwJMS_short 
93 0 AP890511-0162  849 4.36945 LMwJMS_short 
93 0 AP890113-0001  850 4.36458 LMwJMS_short 
93 0 AP890115-0053  851 4.36458 LMwJMS_short 
93 0 AP890115-0055  852 4.36458 LMwJMS_short 
93 0 AP890328-0043  853 4.36458 LMwJMS_short 
93 0 AP890418-0100  854 4.36458 LMwJMS_short 
93 0 AP890504-0274  855 4.36458 LMwJMS_short 
93 0 AP890509-0211  856 4.36458 LMwJMS_short 
93 0 AP890608-0143  857 4.36458 LMwJMS_short 
93 0 AP890621-0230  858 4.36458 LMwJMS_short 
93 0 AP890918-0140  859 4.36458 LMwJMS_short 
93 0 AP890315-0276  860 4.36370 LMwJMS_short 
93 0 AP890413-0053  861 4.36159 LMwJMS_short 
93 0 AP890628-0031  862 4.36159 LMwJMS_short 
93 0 AP890723-0073  863 4.36159 LMwJMS_short 
93 0 AP890725-0115  864 4.36159 LMwJMS_short 
93 0 AP891216-0060  865 4.36159 LMwJMS_short 
93 0 AP891222-0257  866 4.36159 LMwJMS_short 
93 0 AP890707-0064  867 4.35815 LMwJMS_short 
93 0 AP890127-0050  868 4.35539 LMwJMS_short 
93 0 AP890224-0155  869 4.35539 LMwJMS_short 
93 0 AP890330-0198  870 4.35539 LMwJMS_short 
93 0 AP890703-0122  871 4.35539 LMwJMS_short 
93 0 AP890821-0048  872 4.35539 LMwJMS_short 
93 0 AP890612-0235  873 4.35521 LMwJMS_short 
93 0 AP890125-0206  874 4.35480 LMwJMS_short 
93 0 AP890915-0119  875 4.35471 LMwJMS_short 
93 0 AP891224-0057  876 4.35471 LMwJMS_short 
93 0 AP890117-0010  877 4.35233 LMwJMS_short 
93 0 AP890206-0271  878 4.35163 LMwJMS_short 
93 0 AP890306-0226  879 4.35163 LMwJMS_short 
93 0 AP890523-0229  880 4.35163 LMwJMS_short 
93 0 AP890711-0135  881 4.35163 LMwJMS_short 
93 0 AP891106-0255  882 4.35163 LMwJMS_short 
93 0 AP891223-0074  883 4.35163 LMwJMS_short 
93 0 AP890113-0088  884 4.35024 LMwJMS_short 
93 0 AP890504-0289  885 4.35024 LMwJMS_short 
93 0 AP890525-0245  886 4.35024 LMwJMS_short 
93 0 AP890712-0268  887 4.35024 LMwJMS_short 
93 0 AP891212-0140  888 4.35024 LMwJMS_short 
93 0 AP890918-0152  889 4.34462 LMwJMS_short 
93 0 AP891031-0166  890 4.34462 LMwJMS_short 
93 0 AP890621-0095  891 4.34197 LMwJMS_short 
93 0 AP890921-0029  892 4.34102 LMwJMS_short 
93 0 AP891021-0064  893 4.33965 LMwJMS_short 
93 0 AP891105-0037  894 4.33965 LMwJMS_short 
93 0 AP890306-0230  895 4.33784 LMwJMS_short 
93 0 AP890211-0001  896 4.33762 LMwJMS_short 
93 0 AP890523-0091  897 4.33762 LMwJMS_short 
93 0 AP890607-0218  898 4.33762 LMwJMS_short 
93 0 AP891002-0292  899 4.33679 LMwJMS_short 
93 0 AP890522-0189  900 4.33668 LMwJMS_short 
93 0 AP890712-0217  901 4.33668 LMwJMS_short 
93 0 AP890914-0098  902 4.33668 LMwJMS_short 
93 0 AP891129-0091  903 4.33668 LMwJMS_short 
93 0 AP890118-0233  904 4.33661 LMwJMS_short 
93 0 AP890317-0082  905 4.33661 LMwJMS_short 
93 0 AP891207-0087  906 4.33661 LMwJMS_short 
93 0 AP891208-0073  907 4.33661 LMwJMS_short 
93 0 AP890119-0056  908 4.33187 LMwJMS_short 
93 0 AP890126-0182  909 4.33187 LMwJMS_short 
93 0 AP890316-0087  910 4.32896 LMwJMS_short 
93 0 AP890319-0033  911 4.32896 LMwJMS_short 
93 0 AP890719-0226  912 4.32795 LMwJMS_short 
93 0 AP890518-0066  913 4.32659 LMwJMS_short 
93 0 AP890522-0134  914 4.32583 LMwJMS_short 
93 0 AP890419-0027  915 4.32457 LMwJMS_short 
93 0 AP890224-0010  916 4.32306 LMwJMS_short 
93 0 AP890427-0031  917 4.32306 LMwJMS_short 
93 0 AP890525-0168  918 4.32306 LMwJMS_short 
93 0 AP891112-0079  919 4.32306 LMwJMS_short 
93 0 AP890410-0209  920 4.31943 LMwJMS_short 
93 0 AP891230-0067  921 4.31760 LMwJMS_short 
93 0 AP890117-0209  922 4.31535 LMwJMS_short 
93 0 AP890117-0249  923 4.31535 LMwJMS_short 
93 0 AP890207-0059  924 4.31535 LMwJMS_short 
93 0 AP890426-0036  925 4.31535 LMwJMS_short 
93 0 AP890910-0017  926 4.31535 LMwJMS_short 
93 0 AP891018-0058  927 4.31535 LMwJMS_short 
93 0 AP891129-0236  928 4.31535 LMwJMS_short 
93 0 AP890127-0140  929 4.31348 LMwJMS_short 
93 0 AP890623-0082  930 4.31348 LMwJMS_short 
93 0 AP891115-0123  931 4.31348 LMwJMS_short 
93 0 AP891102-0145  932 4.31203 LMwJMS_short 
93 0 AP890503-0005  933 4.31116 LMwJMS_short 
93 0 AP890405-0139  934 4.30740 LMwJMS_short 
93 0 AP890726-0299  935 4.30740 LMwJMS_short 
93 0 AP890730-0013  936 4.30740 LMwJMS_short 
93 0 AP890810-0223  937 4.30740 LMwJMS_short 
93 0 AP891223-0114  938 4.30740 LMwJMS_short 
93 0 AP890929-0125  939 4.30522 LMwJMS_short 
93 0 AP890502-0110  940 4.30314 LMwJMS_short 
93 0 AP890710-0250  941 4.29196 LMwJMS_short 
93 0 AP890324-0191  942 4.29158 LMwJMS_short 
93 0 AP890117-0270  943 4.29152 LMwJMS_short 
93 0 AP890127-0058  944 4.29152 LMwJMS_short 
93 0 AP890926-0161  945 4.29152 LMwJMS_short 
93 0 AP891027-0295  946 4.29152 LMwJMS_short 
93 0 AP891121-0018  947 4.29081 LMwJMS_short 
93 0 AP890609-0167  948 4.28950 LMwJMS_short 
93 0 AP890114-0133  949 4.28915 LMwJMS_short 
93 0 AP890412-0109  950 4.28915 LMwJMS_short 
93 0 AP890216-0246  951 4.28807 LMwJMS_short 
93 0 AP890710-0240  952 4.28807 LMwJMS_short 
93 0 AP890819-0027  953 4.28807 LMwJMS_short 
93 0 AP890824-0256  954 4.28807 LMwJMS_short 
93 0 AP890111-0158  955 4.28368 LMwJMS_short 
93 0 AP890212-0061  956 4.28368 LMwJMS_short 
93 0 AP890213-0046  957 4.28368 LMwJMS_short 
93 0 AP890307-0001  958 4.28368 LMwJMS_short 
93 0 AP890328-0089  959 4.28368 LMwJMS_short 
93 0 AP890510-0207  960 4.28368 LMwJMS_short 
93 0 AP890928-0030  961 4.28368 LMwJMS_short 
93 0 AP891007-0108  962 4.28368 LMwJMS_short 
93 0 AP891010-0161  963 4.28368 LMwJMS_short 
93 0 AP891102-0146  964 4.28368 LMwJMS_short 
93 0 AP891122-0217  965 4.28368 LMwJMS_short 
93 0 AP891211-0183  966 4.28368 LMwJMS_short 
93 0 AP891217-0045  967 4.28368 LMwJMS_short 
93 0 AP891219-0200  968 4.28368 LMwJMS_short 
93 0 AP891127-0214  969 4.27875 LMwJMS_short 
93 0 AP891024-0059  970 4.27689 LMwJMS_short 
93 0 AP891213-0006  971 4.27627 LMwJMS_short 
93 0 AP890117-0232  972 4.27527 LMwJMS_short 
93 0 AP890319-0058  973 4.27512 LMwJMS_short 
93 0 AP890914-0210  974 4.27192 LMwJMS_short 
93 0 AP891023-0212  975 4.27013 LMwJMS_short 
93 0 AP890213-0145  976 4.26932 LMwJMS_short 
93 0 AP891017-0111  977 4.26932 LMwJMS_short 
93 0 AP890906-0180  978 4.26760 LMwJMS_short 
93 0 AP891026-0231  979 4.26760 LMwJMS_short 
93 0 AP891228-0177  980 4.26760 LMwJMS_short 
93 0 AP891101-0077  981 4.26378 LMwJMS_short 
93 0 AP891128-0004  982 4.25812 LMwJMS_short 
93 0 AP891109-0196  983 4.25589 LMwJMS_short 
93 0 AP890407-0089  984 4.25320 LMwJMS_short 
93 0 AP890519-0141  985 4.25248 LMwJMS_short 
93 0 AP891016-0236  986 4.25171 LMwJMS_short 
93 0 AP891011-0041  987 4.25155 LMwJMS_short 
93 0 AP890626-0163  988 4.25048 LMwJMS_short 
93 0 AP891212-0014  989 4.24819 LMwJMS_short 
93 0 AP890522-0083  990 4.24085 LMwJMS_short 
93 0 AP890526-0080  991 4.24085 LMwJMS_short 
93 0 AP890617-0065  992 4.24085 LMwJMS_short 
93 0 AP890619-0068  993 4.24085 LMwJMS_short 
93 0 AP891208-0181  994 4.24085 LMwJMS_short 
93 0 AP891220-0108  995 4.24083 LMwJMS_short 
93 0 AP890706-0265  996 4.24053 LMwJMS_short 
93 0 AP890709-0012  997 4.24053 LMwJMS_short 
93 0 AP890904-0003  998 4.24045 LMwJMS_short 
93 0 AP891201-0024  999 4.24045 LMwJMS_short 
93 0 AP890422-0107 1000 4.23902 LMwJMS_short 
94 0 AP890213-0219    1 10.24496 LMwJMS_short 
94 0 AP890522-0328    2 9.41481 LMwJMS_short 
94 0 AP890710-0232    3 9.41481 LMwJMS_short 
94 0 AP890228-0209    4 9.21156 LMwJMS_short 
94 0 AP891109-0306    5 9.17196 LMwJMS_short 
94 0 AP890919-0224    6 9.05142 LMwJMS_short 
94 0 AP890221-0306    7 8.52109 LMwJMS_short 
94 0 AP890803-0280    8 8.52109 LMwJMS_short 
94 0 AP890620-0257    9 8.33753 LMwJMS_short 
94 0 AP890106-0222   10 8.31650 LMwJMS_short 
94 0 AP891024-0240   11 8.20643 LMwJMS_short 
94 0 AP890303-0181   12 8.03854 LMwJMS_short 
94 0 AP890505-0261   13 8.03854 LMwJMS_short 
94 0 AP890601-0361   14 8.03854 LMwJMS_short 
94 0 AP890720-0287   15 8.03854 LMwJMS_short 
94 0 AP890804-0163   16 8.03854 LMwJMS_short 
94 0 AP890919-0239   17 8.03854 LMwJMS_short 
94 0 AP890724-0269   18 7.86446 LMwJMS_short 
94 0 AP891109-0041   19 7.86213 LMwJMS_short 
94 0 AP890607-0258   20 7.79385 LMwJMS_short 
94 0 AP890629-0293   21 7.79385 LMwJMS_short 
94 0 AP890314-0239   22 7.65223 LMwJMS_short 
94 0 AP890504-0281   23 7.65223 LMwJMS_short 
94 0 AP890726-0263   24 7.65223 LMwJMS_short 
94 0 AP890801-0271   25 7.65223 LMwJMS_short 
94 0 AP890206-0268   26 7.60967 LMwJMS_short 
94 0 AP890803-0284   27 7.51874 LMwJMS_short 
94 0 AP890823-0216   28 7.51874 LMwJMS_short 
94 0 AP890906-0297   29 7.51874 LMwJMS_short 
94 0 AP890212-0033   30 7.48385 LMwJMS_short 
94 0 AP890520-0024   31 7.45174 LMwJMS_short 
94 0 AP890123-0235   32 7.41391 LMwJMS_short 
94 0 AP890109-0348   33 7.19477 LMwJMS_short 
94 0 AP890625-0075   34 7.19477 LMwJMS_short 
94 0 AP890726-0290   35 7.19477 LMwJMS_short 
94 0 AP891113-0008   36 7.12566 LMwJMS_short 
94 0 AP890105-0287   37 6.92392 LMwJMS_short 
94 0 AP890601-0368   38 6.92392 LMwJMS_short 
94 0 AP890819-0085   39 6.92392 LMwJMS_short 
94 0 AP891103-0230   40 6.87538 LMwJMS_short 
94 0 AP891116-0124   41 6.80255 LMwJMS_short 
94 0 AP891109-0265   42 6.75686 LMwJMS_short 
94 0 AP890123-0236   43 6.64839 LMwJMS_short 
94 0 AP890726-0309   44 6.62664 LMwJMS_short 
94 0 AP890623-0267   45 6.55130 LMwJMS_short 
94 0 AP890728-0253   46 6.55130 LMwJMS_short 
94 0 AP890804-0185   47 6.55130 LMwJMS_short 
94 0 AP890614-0024   48 6.52423 LMwJMS_short 
94 0 AP890914-0149   49 6.51532 LMwJMS_short 
94 0 AP891108-0153   50 6.49436 LMwJMS_short 
94 0 AP890407-0240   51 6.29752 LMwJMS_short 
94 0 AP890525-0099   52 6.18388 LMwJMS_short 
94 0 AP890129-0009   53 6.11236 LMwJMS_short 
94 0 AP890511-0195   54 6.00699 LMwJMS_short 
94 0 AP890125-0119   55 5.95065 LMwJMS_short 
94 0 AP890213-0236   56 5.95065 LMwJMS_short 
94 0 AP890322-0202   57 5.95065 LMwJMS_short 
94 0 AP890423-0047   58 5.95065 LMwJMS_short 
94 0 AP890720-0280   59 5.95065 LMwJMS_short 
94 0 AP890915-0029   60 5.95065 LMwJMS_short 
94 0 AP891126-0021   61 5.94149 LMwJMS_short 
94 0 AP890103-0216   62 5.92075 LMwJMS_short 
94 0 AP890213-0058   63 5.89987 LMwJMS_short 
94 0 AP890116-0132   64 5.87023 LMwJMS_short 
94 0 AP890508-0220   65 5.87023 LMwJMS_short 
94 0 AP890727-0266   66 5.87023 LMwJMS_short 
94 0 AP890612-0019   67 5.74591 LMwJMS_short 
94 0 AP891126-0048   68 5.72272 LMwJMS_short 
94 0 AP890103-0161   69 5.60945 LMwJMS_short 
94 0 AP890308-0098   70 5.59256 LMwJMS_short 
94 0 AP890526-0245   71 5.59256 LMwJMS_short 
94 0 AP890809-0083   72 5.59256 LMwJMS_short 
94 0 AP890813-0049   73 5.59256 LMwJMS_short 
94 0 AP891206-0076   74 5.59256 LMwJMS_short 
94 0 AP891208-0267   75 5.59256 LMwJMS_short 
94 0 AP891222-0268   76 5.59256 LMwJMS_short 
94 0 AP890729-0138   77 5.53131 LMwJMS_short 
94 0 AP890613-0191   78 5.51912 LMwJMS_short 
94 0 AP890724-0012   79 5.51912 LMwJMS_short 
94 0 AP890530-0256   80 5.33789 LMwJMS_short 
94 0 AP890107-0130   81 5.30612 LMwJMS_short 
94 0 AP891217-0014   82 5.29171 LMwJMS_short 
94 0 AP890210-0151   83 5.22955 LMwJMS_short 
94 0 AP890316-0011   84 5.22955 LMwJMS_short 
94 0 AP890412-0135   85 5.22955 LMwJMS_short 
94 0 AP890719-0303   86 5.22955 LMwJMS_short 
94 0 AP890808-0015   87 5.22955 LMwJMS_short 
94 0 AP890808-0154   88 5.22955 LMwJMS_short 
94 0 AP891024-0043   89 5.22955 LMwJMS_short 
94 0 AP891027-0191   90 5.22955 LMwJMS_short 
94 0 AP891231-0048   91 5.22955 LMwJMS_short 
94 0 AP890407-0067   92 5.20946 LMwJMS_short 
94 0 AP890103-0197   93 4.94366 LMwJMS_short 
94 0 AP890728-0064   94 4.91909 LMwJMS_short 
94 0 AP891222-0016   95 4.90313 LMwJMS_short 
94 0 AP890921-0207   96 4.89430 LMwJMS_short 
94 0 AP891211-0188   97 4.89430 LMwJMS_short 
94 0 AP890111-0095   98 4.87867 LMwJMS_short 
94 0 AP890103-0060   99 4.78628 LMwJMS_short 
94 0 AP890103-0114  100 4.78628 LMwJMS_short 
94 0 AP890103-0176  101 4.78628 LMwJMS_short 
94 0 AP890110-0080  102 4.78628 LMwJMS_short 
94 0 AP890124-0044  103 4.78628 LMwJMS_short 
94 0 AP890216-0271  104 4.78628 LMwJMS_short 
94 0 AP890220-0017  105 4.78628 LMwJMS_short 
94 0 AP890222-0199  106 4.78628 LMwJMS_short 
94 0 AP890223-0056  107 4.78628 LMwJMS_short 
94 0 AP890223-0276  108 4.78628 LMwJMS_short 
94 0 AP890301-0142  109 4.78628 LMwJMS_short 
94 0 AP890302-0277  110 4.78628 LMwJMS_short 
94 0 AP890306-0289  111 4.78628 LMwJMS_short 
94 0 AP890322-0250  112 4.78628 LMwJMS_short 
94 0 AP890323-0251  113 4.78628 LMwJMS_short 
94 0 AP890327-0112  114 4.78628 LMwJMS_short 
94 0 AP890410-0218  115 4.78628 LMwJMS_short 
94 0 AP890410-0221  116 4.78628 LMwJMS_short 
94 0 AP890410-0225  117 4.78628 LMwJMS_short 
94 0 AP890417-0113  118 4.78628 LMwJMS_short 
94 0 AP890421-0278  119 4.78628 LMwJMS_short 
94 0 AP890503-0294  120 4.78628 LMwJMS_short 
94 0 AP890506-0112  121 4.78628 LMwJMS_short 
94 0 AP890514-0034  122 4.78628 LMwJMS_short 
94 0 AP890526-0072  123 4.78628 LMwJMS_short 
94 0 AP890531-0061  124 4.78628 LMwJMS_short 
94 0 AP890602-0190  125 4.78628 LMwJMS_short 
94 0 AP890605-0058  126 4.78628 LMwJMS_short 
94 0 AP890606-0086  127 4.78628 LMwJMS_short 
94 0 AP890630-0187  128 4.78628 LMwJMS_short 
94 0 AP890704-0098  129 4.78628 LMwJMS_short 
94 0 AP890718-0012  130 4.78628 LMwJMS_short 
94 0 AP890719-0098  131 4.78628 LMwJMS_short 
94 0 AP890720-0262  132 4.78628 LMwJMS_short 
94 0 AP890801-0201  133 4.78628 LMwJMS_short 
94 0 AP890803-0044  134 4.78628 LMwJMS_short 
94 0 AP890809-0193  135 4.78628 LMwJMS_short 
94 0 AP890822-0193  136 4.78628 LMwJMS_short 
94 0 AP890901-0209  137 4.78628 LMwJMS_short 
94 0 AP890901-0214  138 4.78628 LMwJMS_short 
94 0 AP890901-0219  139 4.78628 LMwJMS_short 
94 0 AP890913-0239  140 4.78628 LMwJMS_short 
94 0 AP891019-0332  141 4.78628 LMwJMS_short 
94 0 AP891025-0037  142 4.78628 LMwJMS_short 
94 0 AP891027-0245  143 4.78628 LMwJMS_short 
94 0 AP891029-0044  144 4.78628 LMwJMS_short 
94 0 AP891105-0045  145 4.78628 LMwJMS_short 
94 0 AP891114-0139  146 4.78628 LMwJMS_short 
94 0 AP891119-0057  147 4.78628 LMwJMS_short 
94 0 AP891129-0117  148 4.78628 LMwJMS_short 
94 0 AP891130-0066  149 4.78628 LMwJMS_short 
94 0 AP891208-0264  150 4.78628 LMwJMS_short 
94 0 AP891215-0047  151 4.78628 LMwJMS_short 
94 0 AP891216-0027  152 4.78628 LMwJMS_short 
94 0 AP891218-0259  153 4.78628 LMwJMS_short 
94 0 AP891218-0260  154 4.78628 LMwJMS_short 
94 0 AP891218-0263  155 4.78628 LMwJMS_short 
94 0 AP891218-0266  156 4.78628 LMwJMS_short 
94 0 AP891222-0250  157 4.78628 LMwJMS_short 
94 0 AP891222-0252  158 4.78628 LMwJMS_short 
94 0 AP891222-0255  159 4.78628 LMwJMS_short 
94 0 AP891222-0261  160 4.78628 LMwJMS_short 
94 0 AP891222-0265  161 4.78628 LMwJMS_short 
94 0 AP891227-0003  162 4.78628 LMwJMS_short 
94 0 AP890225-0024  163 4.70494 LMwJMS_short 
94 0 AP890420-0134  164 4.70494 LMwJMS_short 
94 0 AP890724-0058  165 4.70494 LMwJMS_short 
94 0 AP890803-0186  166 4.70494 LMwJMS_short 
94 0 AP890817-0112  167 4.70494 LMwJMS_short 
94 0 AP890905-0104  168 4.70494 LMwJMS_short 
94 0 AP890929-0120  169 4.70494 LMwJMS_short 
94 0 AP890112-0167  170 4.69846 LMwJMS_short 
94 0 AP891113-0112  171 4.69846 LMwJMS_short 
94 0 AP891227-0103  172 4.63680 LMwJMS_short 
94 0 AP890921-0006  173 4.61679 LMwJMS_short 
94 0 AP890611-0031  174 4.59638 LMwJMS_short 
94 0 AP890604-0027  175 4.54662 LMwJMS_short 
94 0 AP890608-0215  176 4.54662 LMwJMS_short 
94 0 AP890613-0003  177 4.54662 LMwJMS_short 
94 0 AP891016-0182  178 4.54524 LMwJMS_short 
94 0 AP890512-0293  179 4.54175 LMwJMS_short 
94 0 AP891212-0261  180 4.52301 LMwJMS_short 
94 0 AP890106-0086  181 4.52176 LMwJMS_short 
94 0 AP890106-0214  182 4.52176 LMwJMS_short 
94 0 AP890110-0051  183 4.52176 LMwJMS_short 
94 0 AP890115-0036  184 4.52176 LMwJMS_short 
94 0 AP890118-0288  185 4.52176 LMwJMS_short 
94 0 AP890126-0204  186 4.52176 LMwJMS_short 
94 0 AP890217-0029  187 4.52176 LMwJMS_short 
94 0 AP890219-0019  188 4.52176 LMwJMS_short 
94 0 AP890308-0145  189 4.52176 LMwJMS_short 
94 0 AP890409-0059  190 4.52176 LMwJMS_short 
94 0 AP890421-0089  191 4.52176 LMwJMS_short 
94 0 AP890422-0073  192 4.52176 LMwJMS_short 
94 0 AP890426-0066  193 4.52176 LMwJMS_short 
94 0 AP890426-0143  194 4.52176 LMwJMS_short 
94 0 AP890502-0225  195 4.52176 LMwJMS_short 
94 0 AP890507-0066  196 4.52176 LMwJMS_short 
94 0 AP890509-0148  197 4.52176 LMwJMS_short 
94 0 AP890510-0011  198 4.52176 LMwJMS_short 
94 0 AP890513-0047  199 4.52176 LMwJMS_short 
94 0 AP890524-0157  200 4.52176 LMwJMS_short 
94 0 AP890531-0167  201 4.52176 LMwJMS_short 
94 0 AP890603-0022  202 4.52176 LMwJMS_short 
94 0 AP890626-0123  203 4.52176 LMwJMS_short 
94 0 AP890629-0246  204 4.52176 LMwJMS_short 
94 0 AP890714-0139  205 4.52176 LMwJMS_short 
94 0 AP890717-0142  206 4.52176 LMwJMS_short 
94 0 AP890727-0188  207 4.52176 LMwJMS_short 
94 0 AP890802-0187  208 4.52176 LMwJMS_short 
94 0 AP890812-0119  209 4.52176 LMwJMS_short 
94 0 AP890816-0254  210 4.52176 LMwJMS_short 
94 0 AP890825-0247  211 4.52176 LMwJMS_short 
94 0 AP890909-0132  212 4.52176 LMwJMS_short 
94 0 AP890910-0048  213 4.52176 LMwJMS_short 
94 0 AP890911-0113  214 4.52176 LMwJMS_short 
94 0 AP890912-0146  215 4.52176 LMwJMS_short 
94 0 AP891005-0200  216 4.52176 LMwJMS_short 
94 0 AP891010-0141  217 4.52176 LMwJMS_short 
94 0 AP891018-0141  218 4.52176 LMwJMS_short 
94 0 AP891107-0005  219 4.52176 LMwJMS_short 
94 0 AP891115-0130  220 4.52176 LMwJMS_short 
94 0 AP891117-0275  221 4.52176 LMwJMS_short 
94 0 AP891122-0156  222 4.52176 LMwJMS_short 
